DISTRICT,DISTNAME,DPETALLC,ASIAN,AMERICAN INDIAN OR ALASKA NAT,NATIVE HAWAIIAN/OTHER PACIFIC,HISPANIC/LATINO,BLACK OR AFRICAN AMERICAN,TWO OR MORE RACES,Special Education,WHITE,Economic Disadvantage
138903,MUNDAY CISD,385,0,0,0,199,26,20,60,140,271
138904,BENJAMIN ISD,96,0,0,0,35,0,0,12,60,72
139905,CHISUM ISD,906,0,17,0,68,48,26,87,745,451
139908,ROXTON ISD,153,0,0,0,20,18,5,20,110,110
139909,PARIS ISD,3552,28,35,0,742,1197,206,397,1342,2784
139911,NORTH LAMAR ISD,2813,28,67,2,208,129,73,388,2306,1308
139912,PRAIRILAND ISD,1131,0,11,0,98,10,30,119,980,610
140901,AMHERST ISD,160,0,0,0,134,7,0,23,19,131
140904,LITTLEFIELD ISD,1447,4,4,0,1005,101,21,153,311,1078
140905,OLTON ISD,637,0,0,0,500,8,3,52,126,475
140907,SPRINGLAKE-EARTH ISD,384,1,1,0,251,9,0,51,120,254
140908,SUDAN ISD,433,0,2,0,232,3,9,38,186,228
141901,LAMPASAS ISD,3363,43,23,13,827,77,100,349,2273,1742
141902,LOMETA ISD,268,2,1,0,140,0,5,24,117,191
142901,COTULLA ISD,1352,6,1,0,1264,1,1,124,74,1109
143901,HALLETTSVILLE ISD,1040,5,2,0,194,107,34,101,697,419
143902,MOULTON ISD,317,0,1,0,143,1,4,32,165,161
143903,SHINER ISD,598,4,1,0,86,44,16,59,446,174
143904,VYSEHRAD ISD,109,5,0,0,10,10,3,11,80,49
143905,SWEET HOME ISD,154,0,0,0,32,0,4,12,117,24
143906,EZZELL ISD,80,0,0,0,7,2,4,10,67,30
144901,GIDDINGS ISD,1942,5,7,0,1087,176,34,188,631,1336
144902,LEXINGTON ISD,960,0,1,0,123,72,32,86,726,436
144903,DIME BOX ISD,190,0,2,0,73,63,10,34,40,144
145901,BUFFALO ISD,953,9,3,0,383,52,24,60,478,591
145902,CENTERVILLE ISD,700,2,4,0,70,58,7,51,555,282
145906,NORMANGEE ISD,539,5,1,1,66,39,15,43,409,235
145907,OAKWOOD ISD,186,0,0,0,26,55,5,15,97,148
145911,LEON ISD,739,19,2,0,209,8,6,59,490,356
146901,CLEVELAND ISD,3825,38,19,3,1870,401,68,286,1426,2929
146902,DAYTON ISD,5186,20,46,5,1929,420,77,461,2686,3158
146903,DEVERS ISD,170,1,0,1,45,11,1,12,111,75
146904,HARDIN ISD,1312,0,3,0,161,48,28,80,1067,730
146905,HULL-DAISETTA ISD,490,0,0,0,37,55,18,38,377,353
146906,LIBERTY ISD,2110,10,8,0,763,335,40,170,951,1211
146907,TARKINGTON ISD,1871,3,7,1,155,11,20,164,1670,860
147901,COOLIDGE ISD,337,0,0,0,174,74,7,50,80,281
147902,GROESBECK ISD,1829,18,29,1,380,270,32,197,1095,1161
147903,MEXIA ISD,1971,27,3,0,849,575,67,183,449,1541
148901,BOOKER ISD,417,0,0,0,281,0,2,37,132,210
148902,FOLLETT ISD,191,0,0,0,55,0,4,13,128,93
148903,HIGGINS ISD,151,1,0,0,25,1,1,24,120,89
148905,DARROUZETT ISD,112,0,1,0,46,0,2,9,63,68
149901,GEORGE WEST ISD,1121,4,4,0,623,7,10,97,470,549
149902,THREE RIVERS ISD,717,2,0,0,400,2,2,70,306,425
150901,LLANO ISD,1791,10,12,0,406,7,42,188,1309,1092
152802,RISE ACADEMY,267,0,0,0,76,182,4,33,5,229
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,204,0,1,0,159,23,0,36,19,188
152901,LUBBOCK ISD,29057,523,87,0,16824,4009,552,3109,7031,19148
152902,NEW DEAL ISD,713,0,2,0,350,12,20,54,327,432
152903,SLATON ISD,1298,1,1,0,869,75,16,150,333,1000
152906,LUBBOCK-COOPER ISD,5307,63,26,5,1772,63,106,366,3263,1751
152907,FRENSHIP ISD,8811,246,26,17,3392,334,229,678,4572,2986
152908,ROOSEVELT ISD,1065,6,7,2,583,57,10,95,397,811
152909,SHALLOWATER ISD,1657,0,6,0,520,16,19,122,1095,704
152910,IDALOU ISD,973,0,0,0,404,4,4,81,556,347
153903,O'DONNELL ISD,321,0,0,0,225,0,0,22,94,246
153904,TAHOKA ISD,589,1,0,1,371,14,5,42,194,386
153905,NEW HOME ISD,345,0,1,0,103,0,3,23,237,93
153907,WILSON ISD,116,0,0,0,93,0,0,14,22,93
154901,MADISONVILLE CISD,2328,13,4,0,744,486,53,155,1026,1678
154903,NORTH ZULCH ISD,349,6,0,0,49,3,1,31,287,233
155901,JEFFERSON ISD,1158,5,10,0,67,426,25,100,623,672
156902,STANTON ISD,963,0,1,0,625,3,18,78,312,499
156905,GRADY ISD,231,2,0,0,84,0,0,15,143,69
157901,MASON ISD,653,5,0,0,240,1,1,52,406,312
158901,BAY CITY ISD,3727,26,7,0,2288,570,59,290,775,2523
158902,TIDEHAVEN ISD,823,0,0,0,424,24,10,51,361,562
158904,MATAGORDA ISD,188,0,0,0,72,0,5,13,110,131
158905,PALACIOS ISD,1441,129,1,0,955,41,24,131,288,959
158906,VAN VLECK ISD,931,2,0,0,265,120,40,82,501,516
159901,EAGLE PASS ISD,15011,45,225,0,14605,15,15,1155,105,11393
160901,BRADY ISD,1241,6,1,0,599,35,16,158,582,759
160904,ROCHELLE ISD,203,0,0,0,45,1,0,26,156,114
160905,LOHN ISD,127,0,2,0,61,0,1,18,61,99
161801,WACO CHARTER SCHOOL,223,0,0,0,175,41,0,18,4,222
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,783,6,3,0,241,311,14,44,205,505
161807,HARMONY SCIENCE ACAD (WACO),8633,1079,43,8,3384,1994,207,448,1925,4981
161901,CRAWFORD ISD,585,5,4,1,49,5,5,47,514,129
161903,MIDWAY ISD,7643,359,30,15,1727,909,175,512,4425,2369
161906,LA VEGA ISD,2966,2,2,0,1604,762,56,195,533,2482
161907,LORENA ISD,1668,5,10,0,236,16,26,133,1372,473
161908,MART ISD,489,0,0,0,75,125,23,59,264,355
161909,MCGREGOR ISD,1373,2,13,0,672,102,20,98,560,970
161910,MOODY ISD,693,0,4,0,212,40,18,65,417,446
161912,RIESEL ISD,596,1,0,0,112,20,10,54,451,252
161914,WACO ISD,14950,59,14,0,8865,4395,239,1181,1375,13021
161916,WEST ISD,1351,0,1,0,248,32,29,75,1038,613
161918,AXTELL ISD,780,0,4,0,141,14,17,128,599,432
161919,BRUCEVILLE-EDDY ISD,778,3,6,0,203,10,17,83,536,449
161920,CHINA SPRING ISD,2460,22,2,2,359,100,54,228,1918,624
161921,CONNALLY ISD,2328,6,18,2,705,740,67,179,786,1834
161922,ROBINSON ISD,2316,11,18,0,560,71,60,231,1595,731
161923,BOSQUEVILLE ISD,625,1,3,3,148,40,8,65,420,236
161924,HALLSBURG ISD,159,0,0,0,18,3,2,9,132,76
161925,GHOLSON ISD,248,0,0,0,56,7,0,24,182,187
162904,MCMULLEN COUNTY ISD,263,3,1,0,93,1,2,14,160,64
163901,DEVINE ISD,1960,0,1,0,1211,7,19,176,719,1091
163902,D'HANIS ISD,342,0,2,0,185,0,6,33,148,180
163903,NATALIA ISD,1126,4,1,2,928,6,10,115,173,853
163904,HONDO ISD,2135,4,4,2,1483,17,17,175,606,1355
163908,MEDINA VALLEY ISD,4195,16,20,8,2386,113,67,402,1577,2110
164901,MENARD ISD,304,0,0,0,145,0,3,28,155,199
165802,MIDLAND ACADEMY CHARTER SCHOOL,441,3,4,0,273,34,3,17,119,169
165901,MIDLAND ISD,24300,486,72,24,14823,1944,340,1628,6633,10278
165902,GREENWOOD ISD,2154,4,0,0,949,19,21,103,1158,609
166901,CAMERON ISD,1681,6,1,0,795,279,30,151,568,1198
166902,GAUSE ISD,186,2,0,0,42,23,7,18,109,113
166903,MILANO ISD,449,4,0,0,100,18,16,32,308,228
166904,ROCKDALE ISD,1587,6,6,0,733,172,31,152,634,1093
166905,THORNDALE ISD,604,0,0,0,151,12,15,42,425,288
166907,BUCKHOLTS ISD,176,0,0,0,110,2,1,17,61,139
167901,GOLDTHWAITE ISD,601,1,1,0,158,1,3,54,433,284
167902,MULLIN ISD,246,0,0,0,90,44,3,89,107,223
167904,PRIDDY ISD,114,0,0,0,33,0,0,10,80,80
168901,COLORADO ISD,1029,8,2,1,533,87,14,85,383,552
168902,LORAINE ISD,168,0,1,0,88,11,2,11,65,105
168903,WESTBROOK ISD,296,0,2,0,102,0,2,32,185,95
169901,BOWIE ISD,1704,6,10,0,253,10,44,153,1380,848
169902,NOCONA ISD,809,1,5,0,237,4,24,73,534,447
169906,GOLD BURG ISD,137,0,3,0,13,0,6,12,114,56
169908,MONTAGUE ISD,124,0,0,0,10,0,1,10,110,42
169909,PRAIRIE VALLEY ISD,140,0,0,0,8,0,2,14,127,77
169910,FORESTBURG ISD,192,0,0,0,24,0,4,19,161,72
169911,SAINT JO ISD,257,1,2,0,41,0,4,32,207,112
170801,TEXAS SERENITY ACADEMY,408,0,0,0,243,157,2,31,2,374
170902,CONROE ISD,56164,2021,280,112,19657,3538,1516,4212,29036,20106
170903,MONTGOMERY ISD,7924,87,47,7,1022,245,150,483,6362,1862
170904,WILLIS ISD,6905,48,27,6,2347,531,207,490,3742,4004
170906,MAGNOLIA ISD,12424,99,86,0,3826,248,248,1043,7914,4882
170907,SPLENDORA ISD,3624,3,10,0,1185,25,50,297,2348,2105
170908,NEW CANEY ISD,12937,194,51,12,6908,388,194,1216,5200,8098
171901,DUMAS ISD,4554,323,22,0,3215,40,50,428,901,3192
171902,SUNRAY ISD,520,1,1,0,292,3,9,42,213,249
172902,DAINGERFIELD-LONE STAR ISD,1085,7,2,0,201,447,56,139,369,857
172905,PEWITT CISD,982,1,4,0,105,140,61,89,667,654
173901,MOTLEY COUNTY ISD,167,0,0,0,49,1,1,15,115,126
174801,STEPHEN F AUSTIN STATE UNIVERSITY,250,15,1,1,17,19,7,8,190,19
174901,CHIRENO ISD,373,0,0,1,60,26,11,27,273,246
174902,CUSHING ISD,506,2,1,2,65,20,14,60,400,344
174903,GARRISON ISD,734,5,5,0,77,143,16,66,488,342
174904,NACOGDOCHES ISD,6423,173,12,6,2890,1856,89,481,1393,5189
174906,WODEN ISD,788,3,0,0,168,10,18,34,586,478
174908,CENTRAL HEIGHTS ISD,1151,8,6,0,179,50,21,69,882,437
174909,MARTINSVILLE ISD,364,0,0,0,45,18,9,46,290,156
174910,ETOILE ISD,130,0,2,0,5,0,1,17,119,102
174911,DOUGLASS ISD,449,0,7,0,70,30,10,43,330,154
175902,BLOOMING GROVE ISD,869,1,0,0,227,26,46,55,563,504
175903,CORSICANA ISD,5904,41,17,147,2857,1033,147,484,1659,4374
175904,DAWSON ISD,468,0,2,0,67,34,7,36,356,292
175905,FROST ISD,416,0,0,0,133,9,14,27,257,217
175907,KERENS ISD,628,1,1,0,157,170,8,59,290,491
175910,MILDRED ISD,685,2,2,6,82,13,17,49,561,245
175911,RICE ISD,876,0,0,0,485,28,11,56,350,592
176901,BURKEVILLE ISD,293,0,0,0,2,96,0,22,191,218
176902,NEWTON ISD,1008,4,4,0,49,392,41,137,518,469
176903,DEWEYVILLE ISD,653,0,5,0,22,9,3,67,611,319
177901,ROSCOE COLLEGIATE ISD,582,2,0,0,310,9,4,26,253,261
177902,SWEETWATER ISD,2172,6,4,0,1120,139,41,245,857,1474
177903,BLACKWELL CISD,131,0,1,0,20,0,1,20,107,53
177905,HIGHLAND ISD,215,1,0,0,32,1,0,16,179,75
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,185,0,0,0,180,2,0,0,2,155
178807,CORPUS CHRISTI MONTESSORI SCHOOL,163,6,0,0,102,5,4,7,44,37
178808,SEASHORE CHARTER SCHOOLS,470,9,2,0,88,2,9,30,354,6
178901,AGUA DULCE ISD,397,0,1,0,321,1,0,28,73,262
178902,BISHOP CISD,1351,8,4,1,1095,13,5,132,221,797
178903,CALALLEN ISD,4004,44,12,4,2250,64,40,380,1581,1605
178904,CORPUS CHRISTI ISD,38675,696,77,38,30707,1547,270,3480,5337,25757
178905,DRISCOLL ISD,286,0,0,0,249,0,2,22,32,203
178906,LONDON ISD,771,17,2,0,354,12,7,44,376,84
178908,PORT ARANSAS ISD,504,8,6,0,86,1,19,43,384,176
178909,ROBSTOWN ISD,2885,0,2,0,2798,28,2,291,49,2256
178912,TULOSO-MIDWAY ISD,3872,15,7,3,3004,46,27,387,770,2028
178913,BANQUETE ISD,910,1,0,0,742,7,0,78,158,629
178914,FLOUR BLUFF ISD,5779,92,11,11,2323,202,346,589,2791,2456
178915,WEST OSO ISD,1982,0,0,0,1696,231,11,204,41,1837
179901,PERRYTON ISD,2425,7,14,2,1721,4,12,167,657,1321
180901,BOYS RANCH ISD,281,0,1,1,44,39,8,42,184,225
180902,VEGA ISD,359,3,2,0,47,1,2,28,301,108
180903,ADRIAN ISD,117,0,1,0,62,0,3,18,49,76
180904,WILDORADO ISD,92,1,0,0,24,0,0,3,66,28
181901,BRIDGE CITY ISD,2805,67,11,2,409,28,53,210,2238,981
181905,ORANGEFIELD ISD,1781,37,8,0,160,3,37,128,1533,682
181906,WEST ORANGE-COVE CISD,2410,7,9,2,281,1450,118,269,539,2171
181907,VIDOR ISD,4877,34,14,4,341,14,78,629,4394,2531
181908,LITTLE CYPRESS-MAURICEVILLE CISD,3336,46,16,0,323,223,96,417,2632,1301
182901,GORDON ISD,201,0,0,0,32,1,5,19,162,71
182902,GRAFORD ISD,335,2,2,0,45,0,6,26,279,170
182903,MINERAL WELLS ISD,3332,6,19,0,1289,113,79,266,1819,2402
182904,SANTO ISD,478,0,0,0,88,0,9,43,378,224
182905,STRAWN ISD,172,0,0,0,56,4,6,17,104,99
182906,PALO PINTO ISD,124,0,0,0,28,0,2,8,91,67
183801,PANOLA CHARTER SCHOOL,154,0,0,0,10,12,2,16,127,54
183901,BECKVILLE ISD,704,2,0,0,68,40,14,40,575,233
183902,CARTHAGE ISD,2718,21,5,0,489,630,43,279,1524,1405
183904,GARY ISD,458,0,0,0,32,1,5,44,418,216
184801,CROSSTIMBERS ACADEMY,90,0,0,0,12,1,2,7,71,41
184901,POOLVILLE ISD,533,0,3,0,94,1,2,41,432,302
184902,SPRINGTOWN ISD,3353,13,23,3,576,33,77,295,2625,1820
184903,WEATHERFORD ISD,7708,61,38,7,1896,184,177,678,5341,3268
184904,MILLSAP ISD,878,0,6,0,126,7,13,66,726,353
184907,ALEDO ISD,5025,40,25,0,582,80,125,326,4170,628
184908,PEASTER ISD,1089,4,6,0,121,8,16,104,932,345
184909,BROCK ISD,1172,2,4,1,90,14,25,66,1033,118
184911,GARNER ISD,198,2,0,0,38,0,3,15,152,105
185901,BOVINA ISD,485,0,0,0,446,0,3,25,33,409
185902,FARWELL ISD,551,0,2,0,287,2,2,44,256,343
185903,FRIONA ISD,1141,2,0,0,983,10,4,106,140,901
185904,LAZBUDDIE ISD,193,0,3,0,70,0,0,17,119,139
186901,BUENA VISTA ISD,177,0,0,0,138,0,0,4,38,93
186902,FORT STOCKTON ISD,2475,14,2,0,2138,17,9,136,292,1527
186903,IRAAN-SHEFFIELD ISD,543,0,5,3,326,34,3,53,167,241
187901,BIG SANDY ISD,498,2,103,0,36,5,12,54,336,258
187903,GOODRICH ISD,239,0,0,0,115,39,6,17,75,206
187904,CORRIGAN-CAMDEN ISD,988,1,0,0,345,256,14,108,366,728
187906,LEGGETT ISD,168,0,3,0,35,44,3,18,81,134
187907,LIVINGSTON ISD,4049,20,16,0,862,417,105,408,2627,2741
187910,ONALASKA ISD,893,5,8,0,67,9,21,100,779,650
188901,AMARILLO ISD,33169,1791,165,33,15125,3283,961,3117,11808,22322
188902,RIVER ROAD ISD,1310,6,10,1,310,23,35,133,922,801
188903,HIGHLAND PARK ISD,888,77,7,0,287,36,20,94,459,485
188904,BUSHLAND ISD,1493,7,7,0,189,8,32,122,1246,315
189901,MARFA ISD,351,1,0,0,299,0,2,37,49,241
189902,PRESIDIO ISD,1373,21,1,0,1326,0,5,98,17,1223
190903,RAINS ISD,1630,6,24,3,244,37,65,164,1248,987
191901,CANYON ISD,9396,93,46,9,2114,216,103,883,6812,2471
192901,REAGAN COUNTY ISD,887,2,1,0,725,7,4,59,144,309
193801,BIG SPRINGS CHARTER SCHOOL,231,0,0,0,133,9,3,97,82,160
193902,LEAKEY ISD,236,0,0,0,91,0,4,21,139,150
194902,AVERY ISD,365,0,5,0,31,1,17,48,309,193
194903,RIVERCREST ISD,677,2,4,0,85,29,27,73,528,394
194904,CLARKSVILLE ISD,613,1,1,0,136,351,17,60,104,546
194905,DETROIT ISD,532,1,1,0,26,57,18,70,428,345
195901,PECOS-BARSTOW-TOYAH ISD,2433,24,7,2,2209,14,4,206,172,1681
195902,BALMORHEA ISD,161,0,0,0,140,0,0,14,20,137
196901,AUSTWELL-TIVOLI ISD,161,0,0,0,118,3,0,9,39,83
196902,WOODSBORO ISD,528,4,0,0,270,16,12,66,223,264
196903,REFUGIO ISD,750,0,0,0,510,78,8,62,152,453
197902,MIAMI ISD,209,0,2,0,20,2,0,12,184,38
198901,BREMOND ISD,443,2,3,0,61,53,8,42,314,205
198902,CALVERT ISD,169,0,0,0,20,131,3,23,13,128
198903,FRANKLIN ISD,1101,17,0,0,171,70,15,107,824,419
198905,HEARNE ISD,933,1,0,0,389,439,10,115,92,846
198906,MUMFORD ISD,612,7,0,0,351,41,15,50,197,465
199901,ROCKWALL ISD,14902,432,149,29,3144,983,536,1281,9626,3680
199902,ROYSE CITY ISD,5061,45,35,5,1498,298,126,379,3051,1837
200901,BALLINGER ISD,963,8,0,0,445,15,15,75,476,554
200902,MILES ISD,437,2,0,0,159,0,0,30,273,146
200904,WINTERS ISD,587,1,0,1,366,8,11,52,197,436
200906,OLFEN ISD,56,0,0,0,35,3,1,7,17,38
201902,HENDERSON ISD,3462,27,20,3,948,664,65,273,1734,2132
201903,LANEVILLE ISD,171,0,0,0,44,96,3,18,25,163
201904,LEVERETTS CHAPEL ISD,277,0,0,0,96,19,14,11,145,190
201907,MOUNT ENTERPRISE ISD,410,0,6,0,27,54,11,41,309,211
201908,OVERTON ISD,510,0,0,0,42,73,15,42,376,248
201910,TATUM ISD,1713,1,5,0,438,424,37,119,805,952
201913,CARLISLE ISD,661,1,5,0,350,13,11,42,278,524
201914,WEST RUSK COUNTY CONSOLIDATED ISD,1071,0,11,0,247,158,22,97,630,685
202903,HEMPHILL ISD,881,5,5,0,66,91,44,96,667,516
202905,WEST SABINE ISD,690,0,0,0,22,69,26,66,571,531
203901,SAN AUGUSTINE ISD,766,5,0,0,160,416,20,97,161,614
203902,BROADDUS ISD,418,0,2,0,28,5,12,38,369,315
204901,COLDSPRING-OAKHURST CISD,1512,4,6,1,113,343,43,134,999,946
204904,SHEPHERD ISD,1921,13,3,0,512,132,36,128,1221,1356
205901,ARANSAS PASS ISD,1847,5,11,1,1132,48,31,177,618,1311
205902,GREGORY-PORTLAND ISD,4588,45,36,4,2527,64,82,426,1830,1908
205903,INGLESIDE ISD,2290,38,9,4,1238,36,57,169,902,1117
205904,MATHIS ISD,1705,0,1,0,1570,10,5,163,115,1445
205905,ODEM-EDROY ISD,1002,0,4,0,874,2,4,61,117,707
205906,SINTON ISD,2178,8,4,0,1796,32,13,193,320,1546
205907,TAFT ISD,1106,1,2,0,999,5,6,113,90,957
206901,SAN SABA ISD,710,2,2,0,384,4,5,75,310,467
206902,RICHLAND SPRINGS ISD,117,0,1,0,20,1,3,14,89,71
206903,CHEROKEE ISD,113,1,1,0,28,4,2,12,76,76
207901,SCHLEICHER ISD,592,4,0,0,422,1,8,39,156,265
208901,HERMLEIGH ISD,236,0,0,0,93,0,7,19,134,84
208902,SNYDER ISD,2885,23,20,0,1765,63,34,239,978,1361
208903,IRA ISD,261,0,0,0,50,0,2,13,209,61
209901,ALBANY ISD,487,0,2,1,74,11,11,43,384,183
209902,MORAN ISD,98,0,0,0,5,0,0,19,92,74
210901,CENTER ISD,2783,100,0,11,1129,581,38,253,918,2059
210902,JOAQUIN ISD,717,2,0,0,103,38,12,75,557,436
210903,SHELBYVILLE ISD,831,0,0,0,103,167,24,88,534,509
210904,TENAHA ISD,571,0,0,0,211,142,14,79,203,520
210905,TIMPSON ISD,630,0,0,0,90,149,18,78,371,371
210906,EXCELSIOR ISD,92,0,0,0,8,1,3,16,80,51
211901,TEXHOMA ISD,151,0,0,0,88,0,0,6,62,96
211902,STRATFORD ISD,576,1,0,0,370,5,10,43,187,345
212801,CUMBERLAND ACADEMY,1030,37,0,0,230,145,23,62,593,396
212804,UT TYLER INNOVATION ACADEMY,545,10,2,0,52,21,21,33,434,105
212901,ARP ISD,870,6,0,0,107,114,33,66,606,427
212902,BULLARD ISD,2450,9,14,0,173,115,56,267,2082,864
212903,LINDALE ISD,3860,42,15,3,563,266,150,351,2813,1667
212904,TROUP ISD,1080,7,7,4,120,136,23,78,778,587
212905,TYLER ISD,18004,234,36,0,8155,5347,324,1224,3906,12836
212906,WHITEHOUSE ISD,4731,165,28,4,567,525,146,421,3283,1821
212909,CHAPEL HILL ISD,3537,28,3,0,1506,643,95,279,1262,2525
212910,WINONA ISD,977,3,3,0,244,196,12,118,515,637
213801,BRAZOS RIVER CHARTER SCHOOL,238,0,0,0,43,10,3,35,181,138
213901,GLEN ROSE ISD,1663,13,19,1,480,11,34,106,1100,698
214901,RIO GRANDE CITY CISD,10875,21,0,0,10668,0,0,1011,184,10102
214902,SAN ISIDRO ISD,240,0,0,0,238,0,0,29,0,207
214903,ROMA ISD,6425,0,0,0,6418,0,0,308,6,5461
215901,BRECKENRIDGE ISD,1470,4,24,1,471,29,17,145,918,946
216901,STERLING CITY ISD,325,0,0,0,148,0,11,30,165,124
217901,ASPERMONT ISD,250,3,0,0,79,8,1,21,159,129
218901,SONORA ISD,919,1,0,0,626,3,9,87,275,439
219901,HAPPY ISD,259,0,0,0,44,3,3,18,206,119
219903,TULIA ISD,1077,3,3,0,639,99,7,117,324,833
219905,KRESS ISD,225,0,2,2,134,15,0,22,72,177
220801,TREETOPS SCHOOL INTERNATIONAL,363,13,5,2,47,52,30,21,210,38
220802,ARLINGTON CLASSICS ACADEMY,1392,136,5,2,228,339,55,54,623,246
220809,FORT WORTH ACADEMY OF FINE ARTS,517,10,1,0,100,52,19,12,332,78
220810,WESTLAKE ACADEMY CHARTER SCHOOL,815,92,3,0,92,38,44,35,545,0
220811,EAST FORT WORTH MONTESSORI ACADEMY,492,21,1,0,151,228,13,19,73,408
220814,TEXAS SCHOOL OF THE ARTS,334,9,4,0,69,59,13,17,180,32
220815,CHAPEL HILL ACADEMY,507,7,1,0,105,294,17,38,82,318
220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,2489,112,2,2,1493,664,62,146,151,1876
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,864,49,0,0,195,283,31,57,303,392
220818,PRIME PREP ACADEMY,327,0,0,0,23,295,3,17,2,242
220901,ARLINGTON ISD,63814,4020,319,127,28397,15634,1340,5232,14039,43521
220902,BIRDVILLE ISD,24329,1216,170,72,9585,1994,681,2213,10631,13891
220904,EVERMAN ISD,5528,22,11,11,2968,2155,93,458,265,4582
220905,FORT WORTH ISD,85695,1628,171,85,53730,19624,1114,6341,9340,63585
220906,GRAPEVINE-COLLEYVILLE ISD,13689,1204,68,13,3175,698,670,985,7857,3038
220907,KELLER ISD,33552,2583,167,67,7381,2784,1342,2851,19191,7918
220908,MANSFIELD ISD,33357,2168,133,33,8305,9073,1634,2768,12008,12675
220910,LAKE WORTH ISD,3197,35,12,6,1889,380,86,284,786,2490
220912,CROWLEY ISD,14918,596,89,29,4475,6190,432,1312,3102,9532
220914,KENNEDALE ISD,3127,112,15,12,684,650,100,253,1547,1278
220915,AZLE ISD,6141,36,36,0,1185,55,178,540,4642,2910
220916,HURST-EULESS-BEDFORD ISD,22365,1498,111,492,6530,3936,715,1945,9080,11674
220917,CASTLEBERRY ISD,4073,12,12,0,3148,52,40,293,806,3307
220918,EAGLE MT-SAGINAW ISD,18609,725,130,37,6643,1860,595,1507,8578,8001
220919,CARROLL ISD,7869,904,31,7,668,157,306,542,5791,118
220920,WHITE SETTLEMENT ISD,6646,119,33,13,2365,431,265,618,3409,3535
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14031,617,70,28,4125,1739,575,1080,6889,5149
221901,ABILENE ISD,17291,328,69,17,7417,2092,691,1780,6691,10962
221904,MERKEL ISD,1127,1,7,2,272,13,23,132,804,625
221905,TRENT ISD,215,1,0,0,23,1,4,12,184,82
221911,JIM NED CISD,1133,4,4,0,123,4,21,94,973,314
221912,WYLIE ISD,3992,75,19,3,610,103,127,239,3053,586
222901,TERRELL COUNTY ISD,142,0,0,0,89,1,0,8,49,44
223901,BROWNFIELD ISD,1808,7,3,0,1365,70,19,139,343,1417
223902,MEADOW ISD,348,0,3,0,243,2,4,26,92,257
223904,WELLMAN-UNION CISD,248,0,0,0,109,1,0,26,136,151
224901,THROCKMORTON ISD,194,0,0,0,36,2,1,14,150,91
224902,WOODSON ISD,147,0,0,0,31,1,2,21,113,84
225902,MOUNT PLEASANT ISD,5415,32,16,0,3682,660,64,509,958,4516
225905,WINFIELD ISD,141,0,0,0,118,1,0,12,20,126
225906,CHAPEL HILL ISD,1002,9,3,0,353,31,19,98,586,538
225907,HARTS BLUFF ISD,544,3,3,0,246,7,8,26,275,355
226801,TEXAS LEADERSHIP,1766,14,1,0,898,146,54,100,649,810
226901,CHRISTOVAL ISD,496,0,1,0,103,0,14,23,374,105
226903,SAN ANGELO ISD,14626,131,43,14,8600,614,234,1418,4987,8483
226905,WATER VALLEY ISD,316,1,2,0,67,7,6,38,228,162
226906,WALL ISD,1103,1,0,2,219,2,12,68,865,155
226907,GRAPE CREEK ISD,1108,5,0,0,462,12,21,125,608,671
226908,VERIBEST ISD,282,1,1,0,106,0,3,36,170,141
227803,WAYSIDE SCHOOLS,1368,28,5,1,923,58,45,91,303,813
227804,NYOS CHARTER SCHOOL,922,63,1,0,330,130,28,70,366,375
227805,TEXAS EMPOWERMENT ACADEMY,271,1,1,0,13,246,7,14,1,271
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,439,2,3,0,146,72,22,161,190,295
227814,CHAPARRAL STAR ACADEMY,358,41,2,0,85,16,7,8,205,0
227816,HARMONY SCIENCE ACADEMY (AUSTIN),3444,609,6,0,1804,351,89,189,585,1804
227817,CEDARS INTERNATIONAL ACADEMY,392,7,1,0,279,85,5,14,14,324
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,304,3,0,0,200,31,13,17,52,168
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,3860,7,0,0,3582,185,23,304,61,3439
227821,AUSTIN DISCOVERY SCHOOL,491,1,0,0,116,15,31,33,325,102
227824,THE EAST AUSTIN COLLEGE PREP ACADE,847,0,0,0,725,106,1,86,11,728
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,411,0,2,0,355,39,0,52,13,383
227826,MONTESSORI FOR ALL,276,6,0,0,99,35,11,9,125,125
227827,THE EXCEL CENTER (FOR ADULTS),132,1,0,0,78,36,5,0,10,105
227901,AUSTIN ISD,84191,3115,168,84,50177,6735,2273,8334,21721,50430
227904,PFLUGERVILLE ISD,23913,1793,71,47,11263,4113,908,2415,5715,12386
227907,MANOR ISD,8819,229,17,8,5547,2028,202,652,784,6887
227909,EANES ISD,7937,881,15,7,1015,71,341,627,5611,214
227910,DEL VALLE ISD,11648,58,34,0,9656,1106,116,1071,687,10320
227912,LAGO VISTA ISD,1363,9,6,4,288,13,39,141,1000,410
227913,LAKE TRAVIS ISD,8796,404,26,0,1750,87,351,615,6165,1143
228901,GROVETON ISD,715,2,0,0,93,45,32,65,539,431
