DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
101869,2014,,-2,,0,2,-6,2,-5,126,,,,,,,,,0,,0,,0,6,0,32,,124,,0,,0,6,1,1,-2,119,,0,,0,,0,,0,2,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,1,1,17,,,,,,,,,0,,,,,,,,,0
105801,2014,,-2,,0,,-6,,-6,173,,0,,0,,0,,0,2,,0,,0,,0,,0,2,,0,,0,,0,1,1,91,,0,,0,,0,,0,28,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,20,,0,,0,,0,,0,7,,0,1,1,,0,1,1,134
105802,2014,,-3,,0,64,2,2,-6,230,,0,,0,,-1,,0,3,,0,,0,27,3,,-1,59,,0,,0,46,2,1,-1,150,,0,,0,22,-4,1,-1,121,,0,,0,,-1,,0,1,,,,,,,,,0,,0,,0,5,1,1,2,16,,0,,0,,-1,,0,5,,0,,0,15,2,1,1,40
108802,2014,,-6,,-1,2,-6,,-6,1179,,0,,0,1,3,,0,21,,0,,0,,0,,0,2,,0,,0,37,,1,0,963,,0,,0,43,,1,0,1082,,0,,0,,0,,0,4,,,,,,,,,0,,0,,0,1,2,,0,55,,0,,0,,0,,0,2,,0,,0,1,2,1,2,67
108804,2014,,-5,,-1,2,-6,2,-6,623,,,,,,,,,0,,,,,,,,,0,,0,,0,1,-2,6,1,586,,0,,0,10,,6,0,618,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,40,,,,,,,,,0,,0,,0,,0,,0,5
108807,2014,,-6,,-5,149,-6,365,-6,16066,,0,,0,1,-1,1,-2,161,,0,,0,1,-1,33,6,193,,0,1,0,116,-4,333,4,13897,,0,1,0,143,1,319,-6,15263,,0,,0,,0,1,1,16,,,,,,,,,0,,0,1,2,7,1,29,4,707,,0,,0,,-1,1,1,32,,0,,0,1,-2,1,-5,402
108808,2014,,-6,,-1,,-6,2,-6,2205,,0,,0,,0,,0,2,,0,,0,,0,,0,11,,0,,0,,0,48,,1819,,0,,0,,0,58,,2121,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,66,,,,,,,,,0,,0,,0,,0,,0,66
108809,2014,,-2,,0,,-6,,-6,149,,,,,,,,,0,,0,,0,,0,,0,2,,0,,0,,0,,0,125,,0,,0,,0,,0,146,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,8,,,,,,,,,0,,0,,0,,0,,0,1
123803,2014,,-5,,-1,,-6,2,-6,468,,,,,,,,,0,,0,,0,,0,1,-1,404,,0,,0,,0,1,-1,402,,0,,0,,0,1,2,37,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,21,,0,,0,,0,,0,5,,0,,0,,0,,0,22
123805,2014,,-4,,0,,-6,,-6,294,,,,,,,,,0,,0,,0,,0,16,6,126,,0,,0,,0,1,0,259,,0,,0,,0,1,1,124,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,13,,0,,0,,0,1,2,12,,0,,0,,0,1,2,31
123807,2014,,-3,,0,,-6,2,-6,264,,,,,,,,,0,,0,,0,,0,,0,10,,0,,0,,0,26,,245,,0,,0,,0,26,,247,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,11,,,,,,,,,0,,0,,0,,0,,0,7
130801,2014,,-2,,0,,-6,20,3,134,,0,,0,,0,,0,1,,0,,0,,0,1,-1,12,,0,,0,,0,20,2,119,,0,,0,,0,11,2,55,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,7,-1,61,,0,,0,,0,,-1,4,,0,,0,,0,1,-5,61
152802,2014,,-3,,0,,-6,53,6,273,,,,,,,,,0,,0,,0,,0,39,2,181,,0,,0,,0,47,1,229,,0,,0,,0,1,-6,85,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,5,-1,40,,0,,0,,0,1,1,3,,0,,0,,0,,-1,4
152803,2014,,-4,,0,,-6,,-6,340,,,,,,,,,0,,0,,0,,0,,0,36,,0,,0,,0,,0,281,,0,,0,,0,,0,269,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,51,,0,,0,,0,,0,4,,0,,0,,0,,0,29
161801,2014,,-3,,0,2,-6,2,-6,222,,,,,,,,,0,,0,,0,,-1,5,5,49,,0,,0,1,-3,19,,219,,0,,0,1,-1,14,,170,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,16,,,,,,,,,0,,0,,0,,0,,0,3
161802,2014,,-6,,-1,,-6,,-6,760,,0,,0,,0,,0,5,,0,,0,,0,,0,326,,0,,0,,0,,0,478,,0,,0,,0,,0,195,,0,,0,,0,,0,5,,,,,,,,,0,,0,,0,,0,,0,36,,0,,0,,0,,0,13,,0,,0,,0,,0,217
161807,2014,,-6,2,-1,,-6,580,6,4185,,0,,0,,0,21,1,146,,0,1,1,,0,99,-1,716,,0,1,-1,,0,469,6,2641,,0,1,1,,0,365,6,2067,,0,,0,,0,7,3,17,,0,,0,,0,,-1,8,,0,1,2,,0,55,6,193,,0,,0,,0,15,2,71,,0,,-1,,0,73,-6,1163
165802,2014,,-5,,-1,,-6,,-6,481,,0,,0,,0,,0,6,,0,,0,,0,,0,39,,0,,0,,0,1,1,256,,0,,0,,0,1,1,290,,0,,0,,0,,0,3,,,,,,,,,0,,0,,0,,0,,0,23,,0,,0,,0,,0,3,,0,,0,1,1,,0,139
170801,2014,,-5,,-1,76,-5,2,-6,476,,,,,,,,,0,,0,,0,41,3,24,,188,,0,,0,70,-1,46,,447,,0,,0,1,-6,1,-1,279,,,,,,,,,0,,,,,,,,,0,,0,,0,6,1,1,2,31,,0,,0,,0,,0,1,,0,,0,1,-1,1,3,8
174801,2014,,-3,,0,,-6,,-6,252,,0,,0,,0,,0,13,,0,,0,,0,,0,17,,0,,0,,0,,0,17,,0,,0,,0,,0,15,,0,,0,,0,,0,1,,0,,0,,0,,0,1,,0,,0,,0,,0,12,,0,,0,,0,,0,6,,0,,0,,0,,0,198
178801,2014,,-3,,0,,-6,,-6,260,,,,,,,,,0,,0,,0,,0,,0,9,,0,,0,,0,,0,242,,0,,0,,0,,0,249,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,5,,,,,,,,,0,,0,,0,,0,,0,2
178807,2014,,-2,,0,2,-6,,-6,182,,0,,0,,0,,0,6,,0,,0,,0,,0,2,,0,,0,1,1,,0,23,,0,,0,1,-1,,0,111,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,1,2,,0,5,,,,,,,,,0,,0,,0,1,1,,0,62
178808,2014,,-5,,-1,2,-6,,-6,488,,0,,0,,0,,0,10,,0,,0,,0,,0,3,,0,,0,,0,,0,6,,0,,0,1,1,,0,94,,0,,0,,0,,0,3,,,,,,,,,0,,0,,0,1,2,,0,24,,0,,0,,0,,0,14,,0,,0,1,-1,,0,364
183801,2014,,-3,,0,,-6,,-6,198,,0,,0,,0,,0,3,,0,,0,,0,,0,13,,0,,0,,0,,0,70,,0,,0,,0,,0,18,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,12,,0,,0,,0,,0,4,,0,,0,,0,,0,159
184801,2014,,-2,,0,,-6,,-6,154,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,,0,,0,75,,0,,0,,0,,0,30,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,16,,0,,0,,0,,0,3,,0,,0,,0,,0,117
193801,2014,,-4,,0,30,-6,130,6,307,,0,,0,,0,,-1,2,,0,,0,1,-1,1,-4,21,,0,,0,1,-6,1,-6,282,,0,,0,1,-6,58,-2,158,,,,,,,,,0,,0,,0,,0,1,1,2,,0,,0,16,1,112,6,155,,,,,,,,,0,,0,,0,16,2,46,-2,124
212801,2014,,-6,,-1,197,-2,98,2,920,,0,,0,1,-4,7,2,38,,0,,0,63,6,43,6,138,1,1,,0,109,6,58,6,324,1,2,,0,48,2,14,-2,177,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,26,4,18,5,63,,0,,0,1,-2,,-2,25,,0,,0,76,-6,34,-6,541
212804,2014,,-5,,-1,,-6,2,-6,592,,0,,0,,0,1,2,15,,0,,0,1,2,1,2,37,,0,,0,,0,11,,132,,0,,0,,0,7,6,53,,0,,0,,0,,0,4,,,,,,,,,0,,0,,0,,0,1,2,41,,0,,0,,0,,0,15,,0,,0,,0,28,,468
213801,2014,,-6,,-1,,-6,,-6,991,,0,,0,,0,,0,5,,0,,0,,0,,0,101,,0,,0,,0,,0,592,,0,,0,,0,,0,159,,0,,0,,0,,0,10,,,,,,,,,0,,0,,0,,0,,0,140,,0,,0,,0,,0,24,,0,,0,,0,,0,693
220801,2014,,-4,,0,,-6,,-6,349,,0,,0,,0,,0,11,,0,,0,,0,,0,57,,0,,0,,0,,0,49,,0,,0,,0,,0,35,,0,,0,,0,,0,4,,0,,0,,0,,0,3,,0,,0,,0,,0,22,,0,,0,,0,,0,25,,0,,0,,0,,0,213
220802,2014,,-6,,-1,124,-6,75,-6,1386,,0,,0,1,-5,1,-3,122,,0,,0,27,-1,26,3,327,,0,,0,36,3,16,1,276,,0,,0,28,2,10,-2,251,,0,,0,1,1,1,1,7,,0,,0,,0,,0,1,,0,,0,13,5,17,6,46,,0,,0,1,-2,1,-1,50,,0,,0,59,1,34,1,628
220809,2014,,-5,,-1,,-6,,-6,538,,0,,0,,0,,0,9,,0,,0,,0,1,2,62,,0,,0,,0,1,2,76,,0,,0,1,2,1,2,94,,0,,0,,0,,0,2,,0,,0,,0,,0,2,,0,,0,,0,,0,15,,0,,0,,0,,0,12,,0,,0,1,1,1,1,357
220810,2014,,-6,,-1,,-6,,-6,712,,0,,0,,0,,0,74,,0,,0,,0,,0,26,,,,,,,,,0,,0,,0,1,2,1,2,75,,0,,0,,0,,0,4,,,,,,,,,0,,0,,0,1,2,1,2,30,,0,,0,,0,,0,28,,0,,0,,0,,0,503
220811,2014,,-5,,-1,,-6,,-6,574,,0,,0,,0,,0,22,,0,,0,,0,1,1,260,,0,,0,,0,1,0,471,,0,,0,,0,,0,188,,0,,0,,0,,0,2,,0,,0,,0,,0,1,,0,,0,,0,,0,24,,0,,0,,0,,0,14,,0,,0,,0,1,2,86
220814,2014,,-4,,0,2,-6,,-6,346,,0,,0,,0,,0,5,,0,,0,1,1,1,2,44,,0,,0,1,1,,0,41,,0,,0,,-1,1,2,64,,0,,0,,0,,0,3,,,,,,,,,0,,0,,0,1,2,,0,23,,0,,0,,0,,0,18,,0,,0,1,-1,1,1,211
220815,2014,,-5,,-1,,-6,20,-5,511,,0,,0,,0,,0,4,,0,,0,,0,13,1,284,,0,,0,,0,1,-6,318,,0,,0,,0,1,-2,111,,,,,,,,,0,,0,,0,,0,1,2,3,,0,,0,,0,8,5,41,,0,,0,,0,1,1,18,,0,,0,,0,,-3,90
220817,2014,,-6,,-1,2,-6,2,-6,770,,0,,0,,0,,0,49,,0,,0,1,1,1,1,254,,0,,0,1,1,5,3,362,,0,,0,1,1,1,1,173,,0,,0,,0,1,4,2,,,,,,,,,0,,0,,0,1,2,1,2,49,,0,,0,1,2,1,2,31,,0,,0,6,5,6,5,261
221801,2014,,-6,,-5,105,-6,493,-6,16206,,0,,0,,-3,1,-6,600,,0,,0,1,-6,105,6,2204,,0,,0,44,1,188,-2,6790,,0,,0,46,5,86,-6,4473,,0,,0,,-1,1,-1,65,,0,,0,,0,,-1,32,,0,,0,21,5,71,6,1313,,0,,0,1,-2,22,1,697,,0,,0,42,-3,270,3,8135
226801,2014,,-6,,-1,2,-6,2,-6,1348,,0,,0,,0,,0,13,,0,1,3,1,2,1,2,44,,0,,0,7,4,18,,581,,0,,0,1,1,9,,656,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,1,2,1,2,90,,0,,0,1,2,1,2,43,,0,1,1,14,,11,,590
227803,2014,,-6,,-1,137,-6,2,-6,1319,,0,,0,,-2,,0,29,,0,,0,1,-3,,0,61,,0,1,1,106,6,22,,712,,0,1,1,110,5,22,,831,,0,,0,,-1,,0,7,,,,,,,,,0,,0,,0,12,2,1,2,84,,0,,0,1,-2,1,2,42,,0,,0,21,-4,1,1,351
227804,2014,,-6,,-1,258,3,91,1,959,,0,,0,1,-5,1,-3,57,,0,,0,1,-6,1,-5,135,,0,,0,130,3,32,-2,407,,0,1,1,91,1,31,1,326,,0,,0,,-1,,0,1,,,,,,,,,0,,0,,0,42,5,21,5,75,,0,,0,1,-3,,-2,27,,0,,0,104,-1,34,-2,414
227805,2014,,-3,,0,2,-6,2,-6,256,,,,,,,,,0,,0,,0,1,-2,1,-2,231,,0,,0,1,-1,1,-1,202,,0,,0,,0,,0,12,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,17,,0,,0,1,2,1,2,10,,0,,0,,0,,0,3
227806,2014,2,-6,2,1,161,-6,2,-6,2179,,0,,0,,-2,,0,35,1,1,1,1,50,6,1,1,327,10,,10,,161,6,1,-1,1349,1,1,1,1,1,-6,5,4,643,,0,,0,,-1,,0,11,,,,,,,,,0,1,1,1,1,21,-6,1,1,752,,0,,0,1,-3,,0,85,1,1,1,1,61,-4,1,1,1079
227814,2014,,-5,,-1,,-6,,-6,426,,0,,0,,0,1,2,40,,0,,0,,0,,0,23,,0,,0,,0,,0,3,,0,,0,1,1,1,1,106,,0,,0,,0,,0,3,,,,,,,,,0,,0,,0,,0,,0,7,,0,,0,,0,,0,8,,0,,0,,0,1,1,246
227816,2014,,-6,2,1,,-6,272,-2,3279,,0,,0,,0,1,-6,318,,0,1,1,,0,49,5,371,,0,1,-1,,0,194,6,1685,,0,1,1,,0,180,6,1528,,0,,0,,0,1,1,7,,,,,,,,,0,,0,1,2,,0,43,6,177,,0,,0,,0,1,-4,89,,0,1,1,,0,35,-6,967
227817,2014,,-4,,0,64,-3,73,6,376,,0,,0,,0,,0,1,,0,,0,20,1,30,3,111,,0,,0,64,3,1,-6,352,,0,,0,39,-1,32,-5,239,,0,,0,5,4,1,1,3,,,,,,,,,0,,0,,0,13,5,15,5,18,,0,,0,,-1,1,1,4,,0,,0,,-2,1,-2,18
227819,2014,,-4,,0,,-6,2,-6,316,,0,,0,,0,,0,4,,0,,0,,0,1,1,36,,0,,0,,0,11,,159,,0,,0,,0,11,,216,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,1,2,25,,0,,0,,0,,0,10,,0,,0,,0,1,1,48
227820,2014,,-6,,-2,389,-6,210,-6,3202,,0,,0,,-1,,-1,10,,0,,0,1,-6,1,-5,176,,0,1,0,371,4,189,-1,2917,,0,1,0,371,4,173,-5,2930,,,,,,,,,0,,,,,,,,,0,,0,1,2,52,6,44,6,211,,0,,0,,-2,,-2,26,,0,,0,1,-3,1,-2,58
227821,2014,,-5,,0,2,-6,2,-6,403,,0,,0,,0,,0,3,,0,,0,1,2,1,2,12,,0,,0,1,1,1,1,83,,0,,0,1,1,1,1,91,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,33,,0,,0,1,2,1,2,15,,0,,0,14,,13,,281
227824,2014,,-6,,-1,2,-6,134,6,974,,,,,,,,,0,,0,,0,1,1,1,-6,133,,0,,0,1,-2,121,-2,914,,0,,0,1,-1,105,-2,819,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,27,3,119,,0,,0,,0,1,1,5,,0,,0,,0,1,-1,18
227825,2014,,-4,2,3,,-6,148,6,313,,,,,,,,,0,,0,,0,,0,1,-5,25,,0,1,1,,0,1,-6,95,,0,1,-1,,0,131,-1,278,,,,,,,,,0,,,,,,,,,0,,0,1,2,,0,18,3,21,,0,,0,,0,1,1,1,,0,,0,,0,1,-2,9
234801,2014,,-4,,0,,-6,19,-2,301,,,,,,,,,0,,0,,0,,0,1,-2,54,,0,,0,1,1,1,-6,184,,0,,0,,0,,-1,10,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,14,4,117,,0,,0,,0,1,1,3,,0,,0,1,1,10,-3,234
236801,2014,,-3,,0,,-6,,-6,220,,,,,,,,,0,,0,,0,,0,,0,51,,0,,0,,0,,0,220,,0,,0,,0,,0,87,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,45,,0,,0,,0,,0,3,,0,,0,,0,,0,79
240801,2014,,-5,,-1,,-6,,-6,555,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,524,,0,,0,,0,,0,549,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,78,,,,,,,,,0,,0,,0,,0,,0,3
246801,2014,,-6,,-1,,-6,,-6,1048,,0,,0,,0,,0,203,,0,,0,,0,,0,45,,0,,0,,0,,0,88,,0,,0,,0,,0,202,,0,,0,,0,,0,5,,0,,0,,0,,0,2,,0,,0,,0,,0,42,,0,,0,,0,,0,30,,0,,0,,0,1,1,560
3801,2015,,-6,,-1,273,6,,-6,867,,0,,0,5,-1,,0,20,,0,,0,78,5,1,2,143,,0,,0,178,6,1,1,435,,0,,0,45,-1,1,2,150,,,,,,,,,0,,0,,0,,-1,,0,1,,0,,0,22,2,,0,52,,0,,0,5,1,,0,16,1,1,,0,140,-5,1,1,537
13801,2015,,-5,,-1,,-6,,-6,469,,0,,0,,0,1,3,13,,0,,0,,0,,0,6,,0,,0,1,1,7,2,337,,0,,0,1,1,1,1,374,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,25,,0,,0,,0,,0,5,,0,,0,,0,,0,71
14801,2015,,-6,2,1,272,-6,337,5,3180,,0,,0,1,1,,-1,13,,0,,-1,171,6,162,6,426,,0,1,-1,239,6,272,5,2312,,0,1,-1,80,-6,120,-6,1863,,0,,0,1,-1,5,2,22,,0,,0,,-1,1,1,6,,0,1,2,22,-1,25,-2,308,,0,,0,1,-2,1,-2,41,,0,1,1,12,-6,45,-6,811
14803,2015,,-6,,-1,,-6,,-6,1215,,0,,0,,0,,0,15,,0,1,2,,0,,0,180,,0,,0,,0,,0,616,,0,,0,,0,,0,327,,0,,0,,0,,0,9,,0,,0,,0,,0,4,,0,,0,,0,,0,117,,0,,0,,0,,0,49,,0,,0,,0,,0,633
14804,2015,,-6,,-1,25,-6,91,-6,1724,,0,,0,,-1,1,-1,41,,0,,0,,-1,1,-3,105,,0,,0,1,-3,45,6,414,,0,,0,14,5,27,3,336,,0,,0,,0,,-1,9,,,,,,,,,0,,0,,0,20,6,37,6,191,,0,,0,1,1,1,-1,53,,0,1,1,1,-6,51,-3,1179
15801,2015,,-5,,-1,,-6,2,-6,672,,0,,0,,0,,0,4,,0,,0,,0,,0,23,,0,,0,1,1,1,-1,427,,0,,0,1,0,1,-1,586,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,67,,0,,0,,0,,0,7,,0,,0,1,2,1,2,52
15802,2015,,-6,,-1,61,-6,62,-6,1506,,0,,0,,-1,1,1,6,,0,,0,44,6,39,6,470,,0,,0,1,-6,1,-6,1503,,0,,0,1,-6,1,-6,959,,,,,,,,,0,,0,,0,,0,,0,2,,0,,0,14,6,5,2,74,,0,,0,,-1,1,1,14,,0,,0,1,-1,1,-1,56
15805,2015,,-6,,-1,116,-5,70,1,761,,,,,,,,,0,,0,,0,,-2,1,1,12,,0,,0,110,5,65,2,646,,0,,0,105,-3,64,-2,725,,,,,,,,,0,,,,,,,,,0,,0,,0,20,4,9,2,62,,0,,0,,0,,0,1,,0,,0,11,4,1,-1,23
15806,2015,,-6,,-1,2,-6,144,5,1249,,0,,0,,0,,0,1,,0,,0,1,1,75,6,378,,0,,0,1,-2,131,-2,1169,,0,,0,1,-1,60,-6,796,,0,,0,,0,,0,1,,0,,0,,0,1,1,5,,0,,0,1,2,16,2,85,,0,,0,,0,1,-1,25,,0,,0,,0,1,-2,44
15807,2015,19,-1,,-1,26,-6,146,5,1238,,0,,0,,0,,0,1,6,3,,0,6,2,34,4,171,1,-6,,0,1,-6,110,-2,994,13,-1,,0,20,-1,100,-4,972,,,,,,,,,0,,0,,0,,0,,0,1,5,2,,0,5,2,24,2,137,,-1,,0,,-1,1,-1,20,,-1,,0,,-1,1,-4,73
15808,2015,,-6,,-1,2,-6,57,-6,2219,,0,,0,,0,,0,2,,0,,0,1,1,19,5,324,,0,,0,1,-1,51,2,1826,,0,,0,1,1,22,-1,910,,0,,0,,0,1,1,18,,,,,,,,,0,,0,,0,1,1,29,3,774,,0,,0,,0,,-1,55,,0,,0,,-1,1,-6,910
15809,2015,,-5,,-1,,-6,55,3,502,,0,,0,,0,,0,1,,0,,0,,0,,-1,11,,0,,0,,0,40,-3,427,,0,,0,,0,55,3,466,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,10,2,59,,0,,0,,0,,0,1,,0,,0,,0,,-2,23
15814,2015,,-3,,0,,-6,2,-6,257,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,,0,6,1,239,,0,,0,,0,6,0,251,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,1,27,,0,,0,,0,,0,2,,0,,0,,0,,0,2
15815,2015,,-6,,-1,,-6,2,-6,737,,0,,0,,0,,0,49,,0,,0,,0,8,6,69,,0,,0,,0,1,-1,495,,0,,0,,0,1,-1,525,,0,,0,,0,,0,1,,0,,0,,0,,0,1,,0,,0,,0,1,2,46,,0,,0,,0,1,2,19,,0,,0,,0,1,2,72
15816,2015,,-3,,0,,-6,,-6,242,,,,,,,,,0,,0,,0,,0,,0,36,,0,,0,,0,,0,89,,0,,0,,0,,0,177,,0,,0,,0,,0,3,,,,,,,,,0,,0,,0,,0,,0,11,,0,,0,,0,,0,2,,0,,0,,0,,0,23
15819,2015,,-6,,-1,49,-6,99,3,930,,0,,0,,0,,-1,4,,0,,0,17,-1,29,-2,345,,0,1,1,31,-2,80,3,653,,0,1,1,15,1,40,3,277,,0,,0,,-1,1,1,5,,,,,,,,,0,,0,,0,9,3,15,3,70,,0,,0,1,-1,1,-2,45,1,1,,0,1,-6,19,-2,255
15820,2015,,-5,,-1,2,-6,2,-6,524,,,,,,,,,0,,0,,0,,0,1,2,25,,0,,0,7,1,1,-1,459,,0,,0,7,1,11,,425,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,1,1,1,1,80,,0,,0,,0,1,3,6,,0,,0,,-1,1,1,65
15822,2015,,-6,,-2,2,-6,160,-6,4606,,0,,0,,0,,-2,51,,0,,0,1,2,16,2,350,,0,,0,19,,120,2,3215,,0,,0,23,,111,-5,3671,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,25,5,286,,0,,0,1,3,6,2,88,,0,,0,1,2,27,4,442
15825,2015,,-3,,0,2,-6,2,-6,280,,,,,,,,,0,,0,,0,,0,,0,15,,0,,0,1,-1,1,-1,248,,0,,0,1,-2,6,1,258,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,24,,0,,0,1,3,,0,1,,0,,0,,0,,0,6
15826,2015,,-6,2,1,28,-6,314,6,2102,,0,,0,,0,,-1,2,,0,,0,1,1,12,1,59,,0,1,-1,28,3,288,5,1799,,0,1,-2,19,-5,295,-1,1988,,,,,,,,,0,,,,,,,,,0,,0,1,2,6,3,47,5,164,,0,,0,1,2,1,-1,8,,0,,0,,-1,1,-3,44
15827,2015,,-6,,-1,,-6,126,6,908,,0,,0,,0,1,-2,35,,0,,0,,0,13,-1,116,,0,,0,,0,86,3,518,,0,,0,,0,93,6,485,,0,,0,,0,,-1,2,,,,,,,,,0,,0,,0,,0,18,4,64,,0,,0,,0,1,-3,50,,0,,0,,0,12,-5,221
15828,2015,,-6,,-2,,-6,340,4,3488,,0,,0,,0,1,-3,66,,0,1,2,,0,47,5,258,,0,1,1,,0,281,6,2379,,0,1,0,,0,270,-1,2801,,0,,0,,0,,-1,7,,0,,0,,0,,-1,3,,0,,0,,0,39,6,174,,0,,0,,0,,-3,42,,0,1,2,,0,1,-6,314
15830,2015,,-6,,-1,2,-6,2,-6,1924,,0,,0,,0,,0,13,,0,,0,1,2,1,2,44,,0,,0,30,,82,,1328,,0,,0,1,-1,95,,1712,,0,,0,1,4,1,4,4,,0,,0,,0,,0,2,,0,,0,1,2,1,2,79,,0,,0,,0,1,4,6,,0,,0,,0,1,2,142
15831,2015,,-6,,-1,,-6,85,-2,1235,,0,,0,,0,,-3,57,,0,,0,,0,15,5,86,,0,,0,,0,63,3,767,,0,,0,,0,63,1,877,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,11,3,83,,0,,0,,0,,-1,10,,0,,0,,0,7,-3,204
15833,2015,,-2,,0,2,-6,2,-5,176,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,1,-1,8,2,120,,0,,0,1,-1,1,-1,145,,0,,0,,0,,0,3,,0,,0,,0,,0,1,,0,,0,1,1,1,1,22,,0,,0,,0,,0,2,,0,,0,1,1,1,1,23
15834,2015,,-6,,-1,,-6,,-6,1220,,0,,0,1,1,5,5,329,,0,,0,,0,6,6,38,,,,,5,,13,,0,,0,,0,12,6,13,6,401,,0,,0,,0,,0,2,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,1,2,7,6,76,,0,,0,9,5,14,6,372
15835,2015,,-5,,-1,2,-6,33,-4,630,,0,,0,1,2,1,-1,35,,0,,0,1,2,,-1,20,,0,,0,5,5,6,1,88,,0,,0,9,,12,-1,230,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,8,5,22,,0,,0,1,2,1,1,13,,0,,0,1,-1,14,-2,331
15836,2015,,-3,,0,,-6,,-6,289,,0,,0,,0,,0,3,,0,,0,,0,,0,3,,0,,0,6,5,,0,55,,0,,0,1,1,1,1,146,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,8,,0,,0,1,2,,0,12,,0,,0,8,5,1,1,123
21803,2015,,-5,,-1,,-6,2,-6,506,,0,,0,,0,,0,1,,0,,0,1,1,11,,289,,0,,0,1,0,1,-2,464,,0,,0,,0,1,1,188,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,31,,0,,0,,0,,0,4,,0,,0,,0,1,2,24
21805,2015,,-6,,-1,2,-6,117,5,978,,0,,0,,0,,-1,4,,0,,0,50,,97,6,591,,0,,0,59,,78,-2,725,,0,,0,1,1,1,-6,352,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,7,2,36,,0,,0,,0,,-1,2,,0,,0,1,2,1,-2,29
