DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
11902,2012,147,6,,-3,1523,6,349,-5,4422,,,,,1,,,,0,35,5,,0,365,6,91,6,575,130,6,1,1,1216,6,298,6,3118,91,3,1,1,780,-2,183,-1,2344,,,,,1,,,,0,,,,,1,,,,0,28,5,,0,221,6,54,5,398,1,-1,,0,1,-6,1,-3,88,1,-6,1,1,340,-6,1,-6,1371
11904,2012,40,1,,-1,793,6,77,-6,1872,1,1,,0,1,-4,1,1,19,1,-2,,0,96,3,1,-4,168,32,4,,0,538,5,61,5,1119,14,2,,0,218,3,27,3,449,,-1,,0,1,-4,,-1,19,,,,,,,,,0,8,2,,0,111,3,23,5,206,1,-1,,0,38,3,1,-1,56,20,-2,,0,435,-5,34,-5,1179
11905,2012,,-3,,0,2,-6,,-6,215,,0,,0,,0,,0,2,,0,,0,,0,,0,2,,0,,0,1,-1,,0,143,,0,,0,1,1,,0,101,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,,0,24,,,,,,,,,0,,0,,0,1,-1,,0,112
12901,2012,,-6,,-1,147,-2,2,-6,619,,0,,0,,-1,,0,6,,0,,0,1,-2,,0,19,,0,,0,110,6,1,-1,340,1,1,,0,46,4,1,1,130,,0,,0,1,-1,,0,6,,,,,,,,,0,1,2,,0,10,-2,1,2,62,,0,,0,1,-1,,0,6,,0,,0,96,-2,1,-1,452
13901,2012,112,5,,-2,1532,6,393,2,3843,,,,,1,,1,,0,1,-1,,0,38,2,1,-4,77,84,1,1,1,1241,6,328,6,2809,101,3,1,0,1302,4,346,5,3151,,,,,9,,1,,0,,,,,,,,,0,10,1,,0,187,5,55,5,346,,,,,1,,1,,0,1,-6,,0,172,-5,33,-5,576
13902,2012,,-3,,0,,-6,,-6,169,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,,0,111,,0,,0,1,1,,0,127,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,14,,,,,,,,,0,,0,,0,,0,,0,42
13903,2012,2,-4,,-1,333,6,40,-2,503,,,,,,,,,0,,0,,0,1,-1,,-1,5,1,-1,1,1,254,4,35,4,339,1,-1,,0,206,1,26,1,297,,,,,,,,,0,,,,,,,,,0,1,1,,0,56,2,8,2,65,,0,,0,1,-1,,-1,5,1,1,1,1,120,-1,14,-1,191
13905,2012,2,-6,,-1,126,-6,2,-6,889,,,,,,,,,0,,0,,0,,-1,,0,9,1,-1,,0,92,4,12,,544,1,-1,,0,88,2,1,-1,578,,0,,0,,-1,,0,9,,,,,,,,,0,1,2,,0,24,4,1,2,89,,0,,0,,-1,,0,9,1,1,,0,38,-1,1,1,293
14802,2012,,-2,,0,,-6,,-6,128,,,,,,,,,0,,0,,0,,0,,0,73,,0,,0,,0,,0,81,,0,,0,,0,,0,18,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,32,,0,,0,,0,,0,5,,0,,0,,0,,0,32
14901,2012,18,-2,,-1,128,-6,25,-6,1212,,0,,0,,-1,,-1,12,,-1,,0,1,-1,,-1,24,10,2,,0,62,5,18,5,408,7,2,,0,1,-6,13,5,255,,0,,0,1,-1,,-1,12,,,,,,,,,0,6,4,,0,26,5,15,6,109,,-1,,0,,-2,,-1,24,11,-2,,0,107,3,12,-4,897
14902,2012,,-5,,-1,296,6,43,1,445,,,,,,,,,0,1,2,,0,42,1,10,3,53,8,2,,0,235,2,37,2,331,7,2,,0,173,-2,23,-2,285,,,,,,,,,0,,,,,,,,,0,,0,,0,31,1,6,1,40,,0,,0,14,3,1,1,9,1,1,,0,67,-1,1,-5,102
14903,2012,176,-3,2,-3,3133,6,574,-6,10272,,-3,,0,11,-6,,-5,205,1,-5,1,2,454,6,69,5,719,124,6,1,1,2271,6,428,6,5054,81,5,6,5,1214,6,233,5,3287,,-2,,0,34,1,1,-3,103,,,,,9,,1,,0,38,5,1,1,798,6,168,6,1130,1,-3,,0,98,1,22,2,308,71,-5,1,-1,1313,-6,236,-6,5752
14905,2012,2,-5,,-1,83,-6,,-6,651,,,,,,,,,0,1,2,,0,10,5,,0,20,1,-1,,0,53,2,,0,352,1,1,,0,21,-1,,0,189,,,,,1,,,,0,,,,,,,,,0,1,2,,0,19,5,,0,46,1,3,,0,1,1,,0,7,1,-1,,0,46,-3,,0,430
14906,2012,1378,6,128,6,24228,6,6726,6,46311,16,-6,,-3,257,-6,57,-6,1389,755,6,84,6,11597,6,3496,6,15746,864,6,88,5,14957,6,4352,6,25286,270,-6,15,-5,5390,-6,1287,-6,12041,11,-1,1,-1,186,-5,61,-1,463,10,-2,1,-1,204,-3,74,1,463,259,6,33,6,4535,6,1584,6,5094,80,-1,1,-4,1345,-3,368,-2,2779,236,-6,19,-5,5249,-6,1383,-6,13430
14907,2012,22,1,,-1,146,-6,36,-6,924,,0,,0,1,-1,,-1,9,1,1,,0,1,-1,1,1,18,17,3,,0,108,6,24,3,465,1,-3,,0,28,-3,1,-5,249,1,1,,0,6,3,1,1,9,,,,,,,,,0,1,-1,,0,25,4,17,6,83,,0,,0,1,-1,,-1,9,16,1,,0,104,1,1,-6,628
14908,2012,17,-3,,-1,214,-6,48,-6,1461,,0,,0,,-2,,-1,15,,0,,0,1,-1,,-1,15,10,4,,0,109,6,21,3,397,1,-2,,0,50,2,6,-2,278,,0,,0,1,-1,,-1,15,,,,,5,,,,0,1,-1,,0,38,6,15,6,102,,-1,,0,1,-2,,-1,29,1,-6,,0,151,-2,42,2,1110
14909,2012,339,6,,-5,4431,6,2406,6,9697,1,-3,,0,27,-6,9,-6,194,151,6,,0,2037,6,1224,6,2715,301,6,1,1,3883,6,2166,6,7234,117,-2,1,1,1535,-6,732,-6,3782,,-3,,0,1,-6,10,-4,97,,,,,1,,,,0,54,6,,0,467,6,385,6,776,1,-5,,0,127,-1,85,2,291,57,-6,1,1,681,-6,346,-6,2715
14910,2012,21,-2,2,1,516,5,53,-6,1513,1,,,,,,,,0,1,1,,0,13,1,,-1,30,12,1,1,1,322,6,39,5,722,1,-3,,-1,145,3,1,-5,363,1,2,1,3,5,-1,1,1,15,,,,,,,,,0,10,5,1,2,109,6,18,6,151,,0,,0,6,1,1,1,15,14,-1,1,-1,347,-3,39,1,1089
15803,2012,,-6,,-1,,-6,2,-6,793,,,,,,,,,0,,0,,0,,0,1,2,79,,0,,0,,0,1,-2,755,,0,,0,,0,1,-1,650,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,32,,0,,0,,0,,0,8,,0,,0,,0,,0,48
15817,2012,,-6,,-1,,-6,168,6,835,,,,,,,,,0,,0,,0,,0,1,-1,8,,0,,0,,0,112,-6,767,,0,,0,,0,160,1,793,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,15,-2,100,,,,,,,,,0,,0,,0,,0,1,-3,33
15823,2012,,-2,,0,,-6,2,-5,121,,0,,0,,0,,0,1,,0,,0,,0,,0,2,,0,,0,,0,1,-1,105,,0,,0,,0,7,1,113,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,1,16,,,,,,,,,0,,0,,0,,0,,0,5
15832,2012,,-3,,0,,-6,2,-6,182,,0,,0,,0,,0,2,,0,,0,,0,,0,9,,0,,0,1,1,22,,119,,0,,0,10,1,1,-1,160,,,,,,,,,0,,0,,0,,0,,0,2,,0,,0,,0,1,2,18,,0,,0,,0,1,2,4,,0,,0,,0,1,2,7
15901,2012,67,-5,,-3,587,-6,136,-6,5015,1,-1,,0,1,-6,1,-2,150,1,-1,,0,27,5,1,-1,100,39,6,,0,279,6,82,6,1073,43,5,,0,339,6,77,5,1906,,,,,1,,,,0,,,,,,,,,0,15,5,1,2,95,6,29,6,301,1,-1,,0,9,-1,1,-1,100,17,-6,1,1,205,-6,29,-6,2808
15904,2012,980,6,35,6,6062,6,2474,6,16268,,,,,1,,1,,0,6,,,,18,,17,,0,874,-1,25,-4,5365,-2,2184,-2,14511,954,1,1,-6,5927,5,2402,1,15780,1,,,,1,,1,,0,,,,,,,,,0,161,6,9,4,830,6,471,6,1464,1,,,,1,,1,,0,13,-2,1,1,110,-1,45,-1,325
15905,2012,311,4,2,-5,3235,-6,1987,6,13341,,,,,1,,,,0,1,-2,,0,25,-2,1,-6,133,303,1,1,-2,3112,-2,1915,-1,12887,1,-6,9,,3176,1,1955,2,13074,,,,,1,,1,,0,,,,,,,,,0,64,6,1,2,640,6,437,6,1334,,,,,1,,1,,0,1,-2,,0,27,-1,14,-2,133
15906,2012,,-6,,-1,2,-6,2,-6,1282,,0,,0,,0,,0,38,,0,,0,1,1,1,1,192,,0,,0,,0,1,2,110,,0,,0,1,1,1,1,244,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,77,,0,,0,1,1,1,1,154,,0,,0,5,3,8,4,641
15907,2012,1106,-5,40,-2,11223,-6,6927,6,61155,,,,,1,,1,,0,90,4,9,5,717,2,944,6,3669,1046,3,1,-6,10850,6,6672,6,56691,983,-3,31,-3,10281,3,5736,-6,55651,,,,,1,,18,,0,,,,,1,,1,,0,216,6,9,3,2307,6,1755,6,6116,5,,,,21,,38,,0,28,2,,-1,187,-3,184,5,1223
15908,2012,191,-3,2,-4,3468,6,1152,4,10965,,,,,,,,,0,1,-1,,0,28,-2,1,-5,110,172,1,1,-1,3068,1,1025,2,9649,1,-6,8,1,3363,-1,1095,-5,10636,,,,,1,,,,0,,,,,,,1,,0,30,5,,0,461,6,270,6,877,,,,,1,,,,0,1,-2,,0,70,1,38,4,219
15909,2012,52,-5,2,-1,1641,6,527,6,4285,,,,,,,,,0,1,1,,0,23,2,1,-3,43,1,-6,1,-1,1503,6,486,6,3428,44,-1,1,-1,1437,2,422,-5,3685,,,,,1,,,,0,,,,,1,,1,,0,11,4,1,2,221,6,98,6,343,,-1,,0,7,-3,1,-3,43,1,-3,1,1,168,-3,79,3,514
15910,2012,1280,-6,125,6,18260,-6,1787,-6,72904,9,-6,1,-3,142,-6,8,-6,2916,211,6,19,5,2959,6,403,6,5103,903,6,88,6,12931,6,1432,6,33026,790,6,72,1,10932,6,1046,5,40097,1,,,,58,,1,,0,1,,,,23,,1,,0,289,6,33,6,3562,6,538,6,6561,30,-2,1,-2,433,-6,47,-1,2187,235,-6,27,-3,3713,-6,277,-6,22600
15911,2012,126,-6,22,5,3827,6,1122,5,10376,,,,,10,,,,0,1,-5,1,-1,618,6,159,6,830,99,4,1,-6,3105,6,911,6,6900,88,1,15,-1,2441,-6,689,-6,7159,1,,,,1,,1,,0,,,,,1,,1,,0,24,4,6,3,624,6,223,6,1141,1,-1,1,1,19,-4,1,-5,104,28,1,1,-3,733,-3,264,3,2179
15912,2012,562,6,2,-5,5812,6,2492,6,13852,1,,,,13,,5,,0,23,2,1,2,185,1,155,6,416,503,5,1,-1,5263,6,2266,6,11539,514,1,1,-2,5346,3,2186,-6,12605,1,,,,1,,1,,0,,,,,1,,1,,0,75,4,1,2,1101,6,517,6,1385,,-4,,0,45,-2,16,-2,139,1,-6,,0,215,-5,124,-1,693
15913,2012,2,-6,,-1,82,-6,2,-6,1278,,0,,0,,-2,,0,26,,-1,,0,1,-6,6,5,230,1,1,,0,27,1,7,5,399,1,1,,0,29,3,6,5,320,,,,,,,,,0,,0,,0,,-1,,0,13,,0,,0,13,2,1,2,128,1,2,,0,1,-3,5,6,102,,-1,,0,31,-2,5,3,601
15914,2012,16,-5,,-1,92,-6,107,-6,1836,,-1,,0,,-2,1,-2,55,8,4,,0,27,3,40,5,349,5,-1,,0,31,-1,57,5,646,1,-2,,0,17,-2,18,-3,459,,0,,0,,-1,1,1,18,,0,,0,,-1,,-1,18,5,3,,0,10,1,36,6,184,1,-1,,0,14,2,1,-5,165,1,-4,,0,34,-2,39,-2,789
15915,2012,1678,-6,72,-2,38321,6,13178,6,105666,13,-6,,-2,310,-6,90,-6,3170,172,6,1,-2,3392,6,1406,6,6340,1234,6,47,3,28257,6,10148,6,56743,1236,6,47,-1,28881,6,9846,6,71853,1,,,,70,,36,,0,1,,1,,53,,16,,0,388,6,34,6,7942,6,3789,6,12680,34,-3,,-2,690,-6,223,-6,3170,213,-6,18,2,4925,-6,1561,-6,21133
15916,2012,551,3,2,-6,11731,6,3906,6,25161,1,-5,,0,86,-6,32,-6,503,217,6,1,1,5092,6,1818,6,6290,426,6,6,2,8764,6,2976,6,16078,245,-5,8,4,4598,-6,1425,-6,13084,1,,,,36,,11,,0,1,,,,31,,5,,0,101,6,1,2,1912,6,890,6,2264,14,-1,,0,372,2,99,-2,755,67,-5,1,1,1516,-6,516,-6,4529
15917,2012,200,6,2,-2,580,-6,552,-1,5805,,,,,1,,,,0,1,-1,,0,15,4,12,3,58,171,2,1,-1,479,1,468,3,4714,179,1,1,-1,515,-1,484,-2,5166,1,,,,,,1,,0,,,,,,,,,0,21,1,,0,80,4,94,6,580,1,-1,1,3,1,-3,1,-3,58,13,-2,1,2,43,-2,48,-1,522
16901,2012,2,-5,,-1,177,-3,2,-6,768,,0,,0,,-2,,0,8,,,,,,,,,0,6,4,,0,110,6,1,1,321,1,1,,0,41,-2,1,1,215,1,3,,0,5,2,1,3,8,,,,,,,,,0,1,1,,0,33,4,1,1,84,,0,,0,10,3,,0,15,1,-1,,0,121,1,1,-1,522
16902,2012,28,2,,-1,241,-4,111,1,1050,,,,,,,1,,0,,-1,,0,1,-1,1,1,10,1,-6,,0,161,5,84,6,553,1,-5,,0,101,3,39,1,368,,,,,,,,,0,,,,,,,,,0,1,-1,,0,39,4,27,5,105,1,1,,0,1,-2,1,-1,21,15,-1,,0,133,-2,66,-1,640
17901,2012,,-3,,0,,-6,,-6,216,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,56,,0,,0,,0,,0,37,,0,,0,,0,,0,2,,,,,,,,,0,,0,,0,,0,,0,9,,0,,0,,0,,0,19,,0,,0,,0,,0,160
18901,2012,,-6,,-1,,-6,18,-6,1216,,0,,0,,0,,0,12,,0,,0,,0,1,1,36,13,5,,0,,0,12,1,655,7,5,,0,,0,1,-3,377,,0,,0,,0,,0,12,,,,,,,,,0,,0,,0,,0,5,3,122,,0,,0,,0,,-1,24,12,4,,0,,0,1,-6,766
18902,2012,2,-5,,-1,82,-6,2,-6,577,,,,,,,,,0,,0,,0,,-2,,0,17,1,-1,1,1,59,2,1,-1,357,1,1,1,1,29,1,7,5,196,1,3,,0,1,1,,0,6,,,,,,,,,0,1,1,,0,12,1,1,1,63,,0,,0,1,-2,,0,23,1,-1,,0,48,1,11,,335
18903,2012,,-2,,0,,-6,,-5,122,,,,,,,,,0,,,,,,,,,0,1,0,,0,,0,,0,116,1,1,,0,,0,,0,76,,,,,,,,,0,,,,,,,,,0,1,2,,0,,0,,0,22,,0,,0,,0,,0,4,,0,,0,1,1,,0,43
18904,2012,,-6,,-1,66,-6,,-6,702,,0,,0,,-1,,0,7,,0,,0,,-1,,0,14,,0,,0,44,2,,0,390,,0,,0,18,2,,0,147,,0,,0,,-1,,0,7,,,,,,,,,0,,0,,0,15,3,,0,84,,0,,0,,-1,,0,7,1,1,,0,48,-1,,0,526
18905,2012,2,-2,,0,65,1,,-6,232,,,,,,,,,0,,,,,,,,,0,1,-1,,0,60,3,,0,191,1,-1,,0,46,3,,0,125,,,,,,,,,0,,,,,,,,,0,1,1,,0,6,-1,,0,26,,,,,,,,,0,1,1,,0,19,-3,,0,107
18906,2012,,-2,,0,,-6,,-6,148,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,1,84,,0,,0,,0,,0,38,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,12,,,,,,,,,0,,0,,0,,0,5,1,110
18907,2012,2,-2,,-1,104,3,2,-6,300,,,,,,,,,0,,0,,0,,-1,,0,3,1,-1,,0,93,5,1,-1,210,,0,,0,7,-1,1,2,24,,,,,,,,,0,,,,,,,,,0,1,2,,0,20,4,1,2,27,,0,,0,,-1,,0,3,6,1,,0,97,1,1,-2,270
18908,2012,,-2,,0,,-6,,-6,136,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,,0,107,,0,,0,,0,,0,34,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,11,,,,,,,,,0,,0,,0,14,3,,0,102
19901,2012,2,-6,,-1,180,-6,2,-6,924,,,,,,,,,0,5,5,1,1,95,6,11,,231,1,-1,1,1,156,6,1,-1,593,,0,,0,16,-1,1,2,83,,0,,0,1,-1,,0,9,,,,,,,,,0,1,1,,0,49,6,1,1,102,,0,,0,1,-4,,0,46,8,3,,0,64,-6,1,-1,554
19902,2012,25,2,2,2,202,-5,65,-5,996,,,,,,,,,0,1,-2,1,1,57,5,28,6,149,19,3,1,-1,139,5,49,5,550,,-2,,0,9,-2,,-4,80,,,,,,,,,0,,,,,,,,,0,1,-1,1,1,35,3,16,4,110,1,-1,,0,31,5,12,4,70,13,-2,1,-1,105,-6,25,-6,697
19903,2012,2,-5,,-1,278,6,2,-6,554,,,,,,,,,0,1,2,,0,43,5,1,2,33,1,1,,0,184,6,7,4,268,,0,,0,11,2,,0,11,,0,,0,,-2,1,3,6,,,,,,,,,0,1,1,,0,57,5,1,1,66,,0,,0,8,-1,1,2,17,1,-1,,0,216,-5,1,-1,493
19905,2012,37,2,,-1,273,-6,43,-6,1522,,,,,,,,,0,18,5,,0,92,5,11,1,335,30,5,,0,199,6,31,3,820,1,-1,,0,24,3,1,-1,76,1,1,,0,1,-1,,-1,15,,,,,,,,,0,11,4,,0,57,5,16,6,167,,-2,,0,1,-5,1,-1,76,1,-6,,0,145,-5,24,-2,1005
19906,2012,2,-6,,-1,233,-6,22,-6,1251,,,,,1,,,,0,,0,,0,12,1,,-1,50,5,4,,0,121,6,8,1,449,,0,,0,9,-1,1,1,50,,0,,0,,-2,,-1,13,,,,,,,,,0,1,2,,0,42,5,5,2,125,1,2,,0,1,-2,,-1,25,1,-2,,0,203,-2,1,-6,1126
19907,2012,322,6,2,-2,2612,6,1512,6,7803,,-2,,0,1,-6,,-6,78,266,6,1,1,2112,6,1280,6,3511,269,6,1,-1,2322,6,1351,6,5212,8,-6,,-1,175,-6,51,-6,936,,-2,,0,1,-6,1,-5,78,,,,,,,,,0,101,6,1,1,703,6,445,6,858,6,-3,,0,42,-6,1,-6,312,42,-6,,-1,278,-6,140,-6,2887
19908,2012,154,6,,-2,1965,6,302,1,3075,,,,,,,,,0,98,5,,0,1295,6,194,6,1476,129,4,1,1,1815,6,275,6,2303,,-5,1,2,1,-6,9,-2,154,,,,,,,,,0,,,,,1,,,,0,43,6,,0,356,6,95,6,369,16,3,,0,120,1,26,2,184,40,-5,,0,497,-6,73,-6,1261
19909,2012,2,-5,,-1,120,-5,,-6,609,,,,,,,,,0,,,,,,,,,0,1,-1,,0,76,1,,0,364,,0,,0,1,-2,,0,24,,,,,,,,,0,,,,,,,,,0,1,1,,0,18,1,,0,91,,0,,0,1,-2,,0,24,24,,,0,1,-6,,0,560
19910,2012,,-3,,0,,-6,,-6,168,,0,,0,,0,,0,2,,,,,,,,,0,,0,,0,,0,,0,77,,0,,0,,0,,0,2,,0,,0,,0,,0,2,,,,,,,,,0,,0,,0,,0,,0,17,,0,,0,,0,,0,8,,0,,0,,0,,0,155
19911,2012,,-5,,-1,,-6,,-6,505,,0,,0,,0,,0,5,,0,,0,,0,,0,10,,0,,0,,0,,0,65,,0,,0,,0,,0,20,,0,,0,,0,,0,5,,,,,,,,,0,,0,,0,,0,1,2,30,,0,,0,,0,,0,5,,0,,0,,0,1,0,465
19912,2012,2,-6,,-2,292,-6,26,-6,2080,,0,,0,1,-5,,-1,83,1,1,,0,81,6,1,-1,229,1,1,,0,123,6,17,5,551,,0,,0,7,-4,,-1,125,,0,,0,1,-1,,-1,21,,,,,,,,,0,1,2,,0,48,6,10,6,146,,0,,0,6,1,1,1,42,1,-1,1,1,192,-5,17,-2,1560
19913,2012,,-2,,0,,-6,,-5,113,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,71,,0,,0,,0,,0,9,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,10,,0,,0,,0,,0,2,,0,,0,,0,,0,101
19914,2012,,-2,,0,,-6,,-6,140,,,,,,,,,0,,0,,0,,0,,0,7,,0,,0,,0,,0,83,,0,,0,,0,,0,6,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,13,,0,,0,,0,,0,11,,0,,0,,0,,0,115
20901,2012,287,-6,20,2,5745,6,1233,-6,19306,1,-6,,-2,68,-6,12,-6,1544,51,3,1,-1,1155,6,242,6,2510,216,6,1,-6,4199,6,965,6,10251,147,3,1,-5,2981,6,590,3,8688,1,-1,1,2,17,-6,1,-5,193,1,,,,11,,1,,0,57,6,5,3,1098,6,382,6,1738,1,-3,1,1,85,-4,19,-2,386,82,-2,9,2,1428,-6,361,-3,6178
20902,2012,162,3,19,5,3331,6,453,-6,7039,,-1,,0,1,-6,,-3,70,1,-6,1,-1,695,6,99,6,845,123,5,13,1,2605,6,348,6,4259,70,-1,9,1,1578,2,182,-3,3238,,,,,1,,5,,0,,,,,,,,,0,31,5,5,3,424,6,126,6,634,1,-2,,-1,82,2,31,6,141,55,-2,1,-5,963,-6,136,-5,2745
20904,2012,2,-5,,-1,307,6,69,-1,793,,,,,1,,,,0,,0,,0,1,-1,1,1,8,1,1,,0,161,6,38,5,248,1,1,,0,60,-1,16,1,159,,0,,0,1,-1,1,1,8,,,,,,,,,0,1,2,,0,47,4,10,2,71,,0,,0,15,2,1,-1,24,1,-1,,0,227,-1,47,-2,587
20905,2012,397,6,2,-5,4299,6,713,-6,13417,1,-4,,0,9,-6,1,-5,268,72,6,,0,748,6,126,6,1073,304,6,1,-1,3398,6,572,6,7822,195,1,1,1,2296,6,363,2,6574,,-3,,0,16,-5,1,-4,134,,,,,,,,,0,73,6,,0,834,6,168,6,1342,1,-4,,0,107,3,1,-5,268,116,-5,1,1,1123,-6,198,-6,5233
20906,2012,40,-1,,-2,1183,6,83,-6,2145,,,,,1,,,,0,1,-3,,0,262,6,31,6,343,27,3,1,1,920,6,61,5,1118,13,2,1,1,288,4,1,-6,429,1,1,,0,1,-5,,-1,21,,,,,1,,1,,0,5,1,,0,152,6,8,1,172,1,-1,,0,22,-3,1,-1,64,19,-2,,0,597,-6,36,-4,1287
20907,2012,86,4,2,-1,1454,6,145,-6,3257,,-1,,0,,-6,,-1,33,12,1,1,1,271,6,31,5,358,64,5,1,-1,922,6,109,6,1710,28,2,1,1,413,2,40,1,847,,-1,,0,8,-2,,-1,33,1,,,,5,,1,,0,16,3,,0,262,6,30,5,326,1,-1,1,2,69,4,1,-2,98,40,-3,,-2,688,-6,67,-4,1889
20908,2012,190,-6,25,3,4068,-6,593,-6,20060,7,-5,1,-1,76,-6,1,-6,2006,47,4,1,-2,1227,6,208,6,3410,74,5,7,1,1852,6,312,6,5396,63,3,12,3,1316,6,183,3,5416,1,-1,,-1,29,-2,1,-3,201,,,1,,11,,1,,0,43,6,1,-1,967,6,177,6,1805,1,-3,,-1,71,-6,13,-2,602,66,-4,6,-3,1338,-6,176,-6,8826
20910,2012,2,-1,,0,179,6,35,4,209,,0,,0,,-1,,-1,2,,0,,0,5,1,1,1,4,1,-1,,0,148,4,1,-6,146,,-1,,0,61,-2,1,-6,90,,,,,,,,,0,,,,,,,,,0,1,2,,0,37,4,13,5,21,,0,,0,14,2,1,-1,8,5,3,,0,99,1,21,1,107
21901,2012,201,-2,2,-4,2365,-6,736,-6,11344,,-6,,0,23,-6,,-6,908,83,6,,-1,999,6,317,6,1475,130,6,1,1,1675,6,488,6,4038,1,-6,1,1,563,5,185,5,2269,,,,,,,,,0,,,,,,,,,0,47,6,1,2,529,6,223,6,908,1,-2,1,3,54,1,16,1,227,60,-6,1,-1,726,-6,218,-6,6353
21902,2012,330,-1,,-6,7579,6,2716,6,16809,,,,,1,,1,,0,139,6,1,1,3277,6,1316,6,3530,285,6,5,2,6791,6,2458,6,12102,149,-3,1,1,3357,-6,1050,-6,8573,,,,,1,,,,0,,,,,,,,,0,38,4,,0,809,6,322,6,1177,1,-2,,0,46,-5,1,-6,168,1,-6,1,1,883,-6,330,-6,4370
22004,2012,,-2,,0,,-6,,-5,124,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,1,1,86,,0,,0,1,1,1,1,82,,0,,0,,0,,0,2,,,,,,,,,0,,0,,0,,0,,0,11,,,,,,,,,0,,0,,0,,0,,0,40
22901,2012,19,-2,,-1,182,-6,,-6,1219,1,2,,0,1,-1,,0,12,,0,,0,1,-1,,0,12,11,1,,0,107,2,,0,630,9,-2,,0,110,-2,,0,792,1,,,,5,,,,0,,,,,,,,,0,5,3,,0,35,5,,0,110,,0,,0,1,-1,,0,12,1,-3,,0,62,1,,0,378
22902,2012,,-1,,0,,-6,,-4,65,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,55,,0,,0,,0,,0,49,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,8,,0,,0,,0,,0,1,,0,,0,,0,,0,15
22903,2012,,-1,,0,,-4,,-2,23,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,7,,0,,0,,0,,0,17,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,1,,0,,0,,0,,0,4
23902,2012,,-3,,0,,-6,,-6,196,,,,,,,,,0,,0,,0,,0,,0,4,,0,,0,1,1,,0,115,,0,,0,1,1,,0,82,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,22,,0,,0,,0,,0,4,,0,,0,1,1,,0,106
24901,2012,44,3,,-1,258,-6,44,-6,1621,,,,,,,,,0,,,,,,,,,0,29,-4,1,0,205,-2,37,1,1339,1,-6,5,0,253,-2,1,-6,1605,,,,,,,,,0,,,,,,,,,0,10,4,,0,39,4,1,-2,146,,,,,,,,,0,1,1,,0,5,2,1,1,16
25901,2012,15,-2,,-1,279,-3,,-6,1175,,,,,,,,,0,1,1,,0,1,-5,,0,47,1,-5,,0,218,6,1,1,660,1,-2,,0,58,-2,,0,282,,0,,0,1,-1,,0,12,,,,,,,,,0,1,-1,,0,35,1,,0,129,,-1,,0,15,4,1,3,24,1,-6,,0,193,-1,1,1,823
