DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total EXPULSION ACTIONS,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
128901,KARNES CITY ISD,03,1055,1.9,69.9,27.3,0.2,0.1,0.1,0.6,63.4,8.6,2,0.7886,5.8140,0,0.7153,1.8315,0,0,0,0
128902,KENEDY ISD,03,717,3.1,83.5,11.7,0.7,0.1,0,0.8,73.5,10.6,1,1.3605,0,0,1.1976,0,0,0,1,0
128903,RUNGE ISD,03,317,0.6,88,11,0,0.3,0,0,80.8,9.8,1,1.2376,0,0,1.1364,0,1,0,1,1
128904,FALLS CITY ISD,20,357,0.8,19,79.3,0,0.3,0,0.6,23.2,6.7,1,0,0,0,0,1.2610,1,0,1,0
129901,CRANDALL ISD,10,3164,9.9,19,67.6,0.6,0.8,0,2.1,41.4,7.8,0,1,1,1,1,1,1,1,1,1
129902,FORNEY ISD,10,8633,10.6,23.4,61.4,0.6,1.5,0.1,2.5,26.8,7.8,0,1,1,1,1,1,1,1,1,1
129903,KAUFMAN ISD,10,3848,5.1,42,49.6,0.6,0.7,0,1.9,65.9,9.3,2,0.7587,5.3763,0,1.1905,1.0081,0,0,1,0
129904,KEMP ISD,10,1435,2.5,19.4,74.9,0.8,0.2,0,2.2,67.2,10.7,1,1.4881,0,0,5.1546,0,0,0,1,0
129905,MABANK ISD,10,3392,1.9,14.1,79.2,0.5,0.8,0,3.6,61.1,9.1,1,1.6367,10.9890,0,0,1.2626,0,0,1,0
129906,TERRELL ISD,10,4191,23.9,43.8,28.4,0.5,1,0,2.4,70.2,9.1,2,0.7123,0,0,1.1416,1.7606,0,0,1,0
129910,SCURRY-ROSSER ISD,10,975,3.4,12.4,81.9,0.6,0.1,0.1,1.4,46.2,10.1,0,1,1,1,1,1,1,1,1,1
130801,MEADOWLAND CHARTER SCHOOL,20,97,9.3,41.2,45.4,0,1,0,3.1,88.7,45.4,0,1,1,1,1,1,1,1,1,1
130901,BOERNE ISD,20,7205,0.4,28.1,68.2,0.4,0.9,0.1,1.7,19.2,7.2,2,2.6042,0,0,0,0.7331,0,0,0,29.4118
130902,COMFORT ISD,13,1115,0.4,55.7,42.2,0.1,0.2,0,1.5,56.4,9.7,0,1,1,1,1,1,1,1,1,1
131001,KENEDY COUNTY WIDE CSD,02,82,1.2,89,7.3,0,0,0,2.4,70.7,3.7,0,1,1,1,1,1,1,1,1,1
132902,JAYTON-GIRARD ISD,17,136,1.5,24.3,74.3,0,0,0,0,39.7,11.8,0,1,1,1,1,1,1,1,1,1
133901,CENTER POINT ISD,20,579,1.4,53,43.7,0.2,0,0,1.7,71.8,7.6,0,1,1,1,1,1,1,1,1,1
133902,HUNT ISD,20,199,0,27.6,71.4,0,0,0.5,0.5,30.2,6.5,0,1,1,1,1,1,1,1,1,1
133903,KERRVILLE ISD,20,4991,1.9,45.8,48.8,0.3,1.2,0.2,1.8,57.5,6.6,2,0.8696,0,0,1.0917,1.0246,0,0,0,0
133904,INGRAM ISD,20,1005,0.8,42.8,52.7,0.3,0.8,0.1,2.5,68.6,7.9,0,1,1,1,1,1,1,1,1,1
133905,DIVIDE ISD,20,13,0,53.8,46.2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
134901,JUNCTION ISD,15,665,0.2,40.5,57.4,0,0.6,0,1.4,60.8,9.8,0,1,1,1,1,1,1,1,1,1
135001,GUTHRIE CSD,17,106,0,13.2,86.8,0,0,0,0,21.7,4.7,0,1,1,1,1,1,1,1,1,1
136901,BRACKETT ISD,20,640,0.8,68.1,30,0.2,0.2,0,0.8,56.9,9.5,1,1.7575,0,0,1.4684,0,0,0,1,0
137901,KINGSVILLE ISD,02,3423,3.9,85.9,9.1,0.2,0.9,0,0.1,75.4,10.3,0,1,1,1,1,1,1,1,1,1
137902,RICARDO ISD,02,700,0.1,80.9,18.4,0,0.4,0,0.1,56.1,3.1,0,1,1,1,1,1,1,1,1,1
137903,RIVIERA ISD,02,434,0.2,68.4,28.1,0.5,0.7,0.9,1.2,57.8,5.8,0,1,1,1,1,1,1,1,1,1
137904,SANTA GERTRUDIS ISD,02,588,1.4,76.9,19.4,0,1.4,0,1,37.2,3.2,1,0,31.2500,0,1.3004,0,1,0,1,0
138902,KNOX CITY-O'BRIEN CISD,09,303,7.6,48.8,41.6,0,0,0,2,64.4,15.2,0,1,1,1,1,1,1,1,1,1
138903,MUNDAY CISD,09,383,4.7,54.8,35.8,0,0,0,4.7,64,17.5,0,1,1,1,1,1,1,1,1,1
138904,BENJAMIN ISD,09,95,1.1,36.8,61.1,0,0,0,1.1,73.7,12.6,0,1,1,1,1,1,1,1,1,1
139905,CHISUM ISD,08,897,4.8,7.9,82.6,2.3,0,0,2.3,48.5,10,1,0,0,0,0,1.2107,0,1,1,0
139908,ROXTON ISD,08,172,15.7,13.4,66.3,1.2,0.6,0,2.9,75,12.8,0,1,1,1,1,1,1,1,1,1
139909,PARIS ISD,08,3591,35.2,19.6,38.1,1.1,0.7,0,5.3,78.1,10.3,3,0.4268,3.2362,0.9470,1.7007,0,0,0,1,6.2893
139911,NORTH LAMAR ISD,08,2883,5.1,7.5,82.1,2.4,0.8,0.2,2,48.2,12.8,8,0.2593,0.9766,0,0,1.2180,0,0,0,0
139912,PRAIRILAND ISD,08,1133,1,6.2,89,0.9,0,0,3,55.3,9.7,0,1,1,1,1,1,1,1,1,1
140901,AMHERST ISD,17,150,4.7,84.7,10.7,0,0,0,0,85.3,12.7,1,1.1723,7.8740,0,1.1806,0,1,1,1,1
140904,LITTLEFIELD ISD,17,1413,6.7,67.2,24.2,0.4,0,0,1.5,73.7,10.5,1,1.3569,0,0,1.4881,0,0,1,1,0
140905,OLTON ISD,17,635,0.6,78.1,20.9,0,0,0,0.3,73.9,10.1,1,1.3532,0,0,1.2804,0,1,1,1,0
140907,SPRINGLAKE-EARTH ISD,17,384,2.6,66.7,30.5,0,0,0,0.3,62.5,10.4,0,1,1,1,1,1,1,1,1,1
140908,SUDAN ISD,17,448,1.8,54.2,42,0,0,0,2,63.4,7.1,0,1,1,1,1,1,1,1,1,1
141901,LAMPASAS ISD,12,3380,2.6,24.2,68,0.6,1.1,0.6,3,51.4,9.7,1,1.9455,0,0,0,0,0,0,166.6667,0
141902,LOMETA ISD,12,313,1.6,49.5,45.7,0.6,1,0,1.6,76.4,9.6,0,1,1,1,1,1,1,1,1,1
142901,COTULLA ISD,20,1364,0.2,91.3,7.5,0.3,0.4,0,0.3,82.3,7.8,0,1,1,1,1,1,1,1,1,1
143901,HALLETTSVILLE ISD,03,1019,9.7,19.7,66.9,0.1,0.4,0,3.1,39.8,9.5,0,1,1,1,1,1,1,1,1,1
143902,MOULTON ISD,03,318,0.6,43.4,54.1,0.6,0,0,1.3,54.1,8.8,0,1,1,1,1,1,1,1,1,1
143903,SHINER ISD,03,583,8.9,13.9,74.4,0.2,0.5,0,2.1,33.3,11.1,0,1,1,1,1,1,1,1,1,1
143904,VYSEHRAD ISD,03,124,11.3,11.3,73.4,0,3.2,0,0.8,44.4,7.3,0,1,1,1,1,1,1,1,1,1
143905,SWEET HOME ISD,03,145,0.7,20.7,76.6,0,0,0,2.1,21.4,6.9,0,1,1,1,1,1,1,1,1,1
143906,EZZELL ISD,03,66,0,4.5,90.9,0,0,0,4.5,47,12.1,0,1,1,1,1,1,1,1,1,1
144901,GIDDINGS ISD,13,1917,9.7,54.8,33.2,0.3,0.3,0.1,1.8,68.3,8.3,0,1,1,1,1,1,1,1,1,1
144902,LEXINGTON ISD,13,944,8.7,11.9,75.6,0.3,0.1,0.1,3.3,42.7,11,0,1,1,1,1,1,1,1,1,1
144903,DIME BOX ISD,13,185,34.1,36.8,24.9,0.5,0.5,0,3.2,78.4,16.8,0,1,1,1,1,1,1,1,1,1
145901,BUFFALO ISD,06,988,6.3,38.3,50.3,0.4,1.2,0,3.5,65.4,6.9,0,1,1,1,1,1,1,1,1,1
145902,CENTERVILLE ISD,06,687,8.2,11.2,78.3,0.7,0.4,0,1.2,40,7.9,0,1,1,1,1,1,1,1,1,1
145906,NORMANGEE ISD,06,513,8.2,14,73.5,0.2,1,0.2,2.9,48,8,0,1,1,1,1,1,1,1,1,1
145907,OAKWOOD ISD,06,159,33.3,12.6,49.7,0,0,0,4.4,83,9.4,0,1,1,1,1,1,1,1,1,1
145911,LEON ISD,06,729,1.9,27.6,66.5,0.5,2.5,0,1,53.9,7,1,1.8553,0,0,0,1.5038,0,0,1,0
146901,CLEVELAND ISD,04,3818,11,44.6,41.5,0.5,0.9,0.1,1.4,77.1,7.9,1,0,0,0,0,2.4096,0,0,0,0
146902,DAYTON ISD,04,5069,8.1,33.6,54.6,1.6,0.4,0.1,1.6,61.6,7.9,2,0.8117,6.3291,0,1.4881,0.9158,0,0,0,0
146903,DEVERS ISD,04,174,2.9,21.8,73.6,0,0.6,0.6,0.6,35.6,8.6,0,1,1,1,1,1,1,1,1,1
146904,HARDIN ISD,04,1297,3.6,11.2,82.1,0.5,0.1,0.1,2.4,51.1,6.4,1,1.9569,15.6250,0,0,1.2180,0,0,0,0
146905,HULL-DAISETTA ISD,05,499,11.8,6.4,77.6,0.2,0.2,0,3.8,72.7,8,0,1,1,1,1,1,1,1,1,1
146906,LIBERTY ISD,04,2067,17.7,32.7,47,0.8,0.6,0,1.3,59.8,7.5,1,1.6722,0,0,0,2.1277,0,0,1,0
146907,TARKINGTON ISD,04,1880,0.7,8,89.1,0.5,0.1,0.1,1.4,47.7,7.3,0,1,1,1,1,1,1,1,1,1
147901,COOLIDGE ISD,12,325,24.3,47.4,25.2,0.3,0,0,2.8,83.1,16.9,0,1,1,1,1,1,1,1,1,1
147902,GROESBECK ISD,12,1855,14,19.6,61.3,1.8,0.9,0.2,2.2,61.2,11.4,0,1,1,1,1,1,1,1,1,1
147903,MEXIA ISD,12,1977,30,42.5,23.2,0,1.1,0,3.1,83.4,11,0,1,1,1,1,1,1,1,1,1
148901,BOOKER ISD,16,414,0,66.9,31.9,0.5,0,0,0.7,56.8,7.7,0,1,1,1,1,1,1,1,1,1
148902,FOLLETT ISD,16,179,0,23.5,73.2,0.6,1.1,0,1.7,52,7.3,0,1,1,1,1,1,1,1,1,1
148903,HIGGINS ISD,16,138,2.2,18.1,79,0,0,0,0.7,58,13.8,0,1,1,1,1,1,1,1,1,1
148905,DARROUZETT ISD,16,113,0,45.1,51.3,0.9,0,0.9,1.8,65.5,6.2,0,1,1,1,1,1,1,1,1,1
149901,GEORGE WEST ISD,02,1121,0.8,54.5,43.4,0.3,0.4,0,0.7,40.4,7.4,1,2.4752,0,0,1.8349,0,0,0,1,0
149902,THREE RIVERS ISD,02,636,0.5,54.4,44.3,0,0.5,0,0.3,50.8,9.1,1,1.9685,0,0,1.8382,0,1,0,1,0
150901,LLANO ISD,13,1823,0.4,21.5,74.1,0.7,0.7,0,2.7,59.2,10,1,1.6892,0,0,4.6512,0,0,0,1,0
152802,RISE ACADEMY,17,261,66.3,31,1.5,0,0,0,1.1,83.9,14.6,0,1,1,1,1,1,1,1,1,1
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,17,225,10.7,79.1,8.4,0.4,0,0,1.3,82.7,15.1,0,1,1,1,1,1,1,1,1,1
152805,HARMONY SCIENCE ACAD (LUBBOCK),17,806,13.2,61.7,23.4,0.1,0.1,0,1.5,68.1,9.4,0,1,1,1,1,1,1,1,1,1
152901,LUBBOCK ISD,17,29029,13.5,57.2,25.3,0.4,1.7,0.1,1.9,67.1,10.7,25,0.0596,2.6168,0.2963,1.6084,0.1581,0,0,0,0
152902,NEW DEAL ISD,17,746,1.5,49.2,45.8,0.4,0,0,3.1,56,8.2,0,1,1,1,1,1,1,1,1,1
152903,SLATON ISD,17,1290,5,67.1,26.3,0.2,0.1,0,1.3,75.7,12.6,2,0.6605,0,10.0000,0.7452,0,0,0,1,0
152906,LUBBOCK-COOPER ISD,17,4956,1.3,33.3,61.4,0.4,1.5,0,2,33.2,7.6,0,1,1,1,1,1,1,1,1,1
152907,FRENSHIP ISD,17,8363,3.7,37.8,53,0.3,2.9,0.1,2.1,37.1,7.4,3,0.8985,0,9.0090,0.8818,0.6289,0,0,0,0
152908,ROOSEVELT ISD,17,1051,4.5,54.2,38.8,0.6,0.5,0.2,1.2,75.4,9.9,1,1.3263,0,0,1.8450,0,0,0,0,0
152909,SHALLOWATER ISD,17,1585,0.9,31.3,66.1,0.4,0.1,0,1.3,40.8,7.6,1,0,0,0,0,1.5129,0,0,1,0
152910,IDALOU ISD,17,982,0.7,43,55.9,0,0,0,0.4,39,7.9,0,1,1,1,1,1,1,1,1,1
153903,O'DONNELL ISD,17,298,0.3,71.1,27.9,0.3,0,0.3,0,80.2,6.4,1,1.2469,0,0,1.4065,0,0,1,0,1
153904,TAHOKA ISD,17,626,4,59.7,33.9,0.3,0.3,0.2,1.6,65.2,7.8,0,1,1,1,1,1,1,1,1,1
153905,NEW HOME ISD,17,301,0,31.9,66.8,0.3,0,0,1,34.2,6.6,0,1,1,1,1,1,1,1,1,1
153907,WILSON ISD,17,135,1.5,70.4,28.1,0,0,0,0,69.6,10.4,0,1,1,1,1,1,1,1,1,1
154901,MADISONVILLE CISD,06,2333,21,32.1,43.7,0.2,0.7,0,2.2,74.6,7,1,1.3405,0,4.7619,0,0,0,0,1,0
154903,NORTH ZULCH ISD,06,351,0.3,11.7,85.2,0.3,1.7,0,0.9,66.4,10.5,0,1,1,1,1,1,1,1,1,1
155901,JEFFERSON ISD,08,1215,37.4,5.6,52.9,1.1,0.8,0,2.1,75.2,9.5,1,1.3298,0,0,0,1.8904,0,0,1,0
156902,STANTON ISD,18,869,0.6,64.9,32,0.6,0.1,0,1.8,52.6,8.1,0,1,1,1,1,1,1,1,1,1
156905,GRADY ISD,18,242,0.4,41.3,57,0,0.8,0,0.4,27.7,5.8,0,1,1,1,1,1,1,1,1,1
157901,MASON ISD,15,705,0.4,36.5,62.8,0,0.3,0,0,53.9,8.9,0,1,1,1,1,1,1,1,1,1
158901,BAY CITY ISD,03,3601,16.2,59.5,21.8,0.3,0.7,0,1.4,72,8.4,0,1,1,1,1,1,1,1,1,1
158902,TIDEHAVEN ISD,03,800,3.3,50.5,44.8,0.1,0,0,1.4,66.3,6.3,0,1,1,1,1,1,1,1,1,1
158904,MATAGORDA ISD,03,203,0,44.3,51.2,0,0,0,4.4,76.8,6.4,0,1,1,1,1,1,1,1,1,1
158905,PALACIOS ISD,03,1489,2.6,65.7,21,0.2,9.3,0.1,1.3,65.5,9.1,1,1.5267,0,0,1.5221,0,0,0,0,0
158906,VAN VLECK ISD,03,923,12.4,28.8,54,0,0.2,0,4.7,53.7,9.1,0,1,1,1,1,1,1,1,1,1
159901,EAGLE PASS ISD,20,15033,0.1,97.5,0.7,1.5,0.2,0,0.1,77.3,7.1,2,0.6468,7.0423,0,0.5128,71.4286,0,0,1,0
160901,BRADY ISD,15,1249,2.6,49.2,46.5,0.2,0.4,0,1.1,66.6,13,0,1,1,1,1,1,1,1,1,1
160904,ROCHELLE ISD,15,203,1,18.7,79.3,0,0,0.5,0.5,60.1,12.8,0,1,1,1,1,1,1,1,1,1
160905,LOHN ISD,15,103,0,46.6,49.5,1.9,0,0,1.9,76.7,15.5,0,1,1,1,1,1,1,1,1,1
161801,WACO CHARTER SCHOOL,12,216,22.2,76.4,1.4,0,0,0,0,98.6,7.4,0,1,1,1,1,1,1,1,1,1
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,723,42.9,25.6,28.6,0.6,0.7,0,1.7,62.9,4.8,0,1,1,1,1,1,1,1,1,1
161807,HARMONY SCIENCE ACAD (WACO),12,3945,17.1,49.4,27.8,0.4,3.5,0.2,1.7,63.1,4.6,2,0.7924,10.8696,2.9240,1.0121,0,0,0,0,0
161901,CRAWFORD ISD,12,571,0.5,8.6,88.8,0.5,0.9,0,0.7,22.8,8.6,1,0,0,0,0,1.1261,0,0,1,0
161903,MIDWAY ISD,12,7435,11.3,21.2,59.6,0.5,5.1,0.1,2.3,29.9,6.8,15,2.0067,0.9804,0.5900,1.8868,0.7830,0,1.3072,0,0
161906,LA VEGA ISD,12,2917,24.6,53.1,19.8,0.3,0.2,0,2,88.6,7.4,1,1.1287,13.5135,0,0,5.0505,0,0,1,0
161907,LORENA ISD,12,1655,1,14.7,82.5,0.7,0.3,0,0.8,28.2,7.6,1,3.5461,0,0,0,1.2121,0,0,1,0
161908,MART ISD,12,487,27.7,12.5,54.2,0,0.4,0,5.1,76.6,11.1,1,1.3055,0,0,0,1.8450,1,0,1,0
161909,MCGREGOR ISD,12,1392,7,48.8,41.3,1,0.4,0.1,1.4,73.3,7.5,2,0.6821,6.6667,0,1.0246,1.2107,0,0,0,0
161910,MOODY ISD,12,677,5.6,31.3,59.8,0.6,0,0,2.7,66.3,12,0,1,1,1,1,1,1,1,1,1
161912,RIESEL ISD,12,587,2.7,18.6,76.7,0,0,0,2,45.1,11.2,1,2.2173,0,0,0,1.3038,1,1,1,0
161914,WACO ISD,12,14848,29.3,58.4,10.1,0.5,0.3,0,1.4,88.2,9.4,57,1.1139,1.8664,2.0358,0.6309,0.1737,0,0,1,1.2531
161916,WEST ISD,12,1364,2.6,16.4,79.1,0.3,0.1,0.1,1.4,55.4,5.8,3,0.6017,0,12.8205,2.0325,0.4214,0,0,0,0
161918,AXTELL ISD,12,771,2.1,19.1,75.5,0.8,0.4,0.1,2.1,59.8,16.2,0,1,1,1,1,1,1,1,1,1
161919,BRUCEVILLE-EDDY ISD,12,762,2,25.7,69.2,0.9,0.5,0.1,1.6,55.1,10.6,2,0.9074,4.7170,25.0000,0,0.7225,0,0,0,0
161920,CHINA SPRING ISD,12,2450,3.6,15.3,78.4,0.1,0.7,0.1,1.9,28.2,9,0,1,1,1,1,1,1,1,1,1
161921,CONNALLY ISD,12,2343,31.2,29.8,35,0.7,0.2,0.1,2.9,79.3,8.4,9,0.1401,1.3228,0,0,2.8571,0,0,0,0
161922,ROBINSON ISD,12,2269,2.7,23.1,70.1,0.9,0.5,0,2.6,34,10.5,1,2.9412,9.5238,0,0,1.4265,0,0,1,0
161923,BOSQUEVILLE ISD,12,620,6,22.9,69,0.3,0,0.6,1.1,46.1,9.5,0,1,1,1,1,1,1,1,1,1
161924,HALLSBURG ISD,12,151,3.3,7.3,84.8,0.7,0,0,4,36.4,4.6,0,1,1,1,1,1,1,1,1,1
161925,GHOLSON ISD,12,247,6.1,21.9,70.9,0.4,0,0,0.8,78.1,9.3,0,1,1,1,1,1,1,1,1,1
162904,MCMULLEN COUNTY ISD,02,245,0.4,38.8,58.8,0,1.2,0,0.8,22,6.9,0,1,1,1,1,1,1,1,1,1
163901,DEVINE ISD,20,1990,0.4,62.4,36.1,0.2,0,0,0.9,57.4,9.5,2,0.8711,5.2632,0,0.8013,1.3850,0,1,1,0
163902,D'HANIS ISD,20,339,0.9,57.5,39.5,0.3,0,0,1.8,54.9,10.9,0,1,1,1,1,1,1,1,1,1
163903,NATALIA ISD,20,1097,0.5,79.4,18.6,0.2,0.4,0.2,0.8,80.9,9.5,0,1,1,1,1,1,1,1,1,1
163904,HONDO ISD,20,2151,0.7,68.9,29.1,0.3,0.2,0,0.8,61.3,7.9,0,1,1,1,1,1,1,1,1,1
163908,MEDINA VALLEY ISD,20,3872,2,56.4,38.8,0.5,0.4,0.1,1.8,53,10,0,1,1,1,1,1,1,1,1,1
164901,MENARD ISD,15,317,0.9,47.9,50.5,0,0,0,0.6,67.8,8.5,0,1,1,1,1,1,1,1,1,1
165802,MIDLAND ACADEMY CHARTER SCHOOL,18,469,8.1,60.3,29,0.6,1.3,0,0.6,53.3,4.7,0,1,1,1,1,1,1,1,1,1
165901,MIDLAND ISD,18,23491,8.2,60,28.6,0.3,1.6,0,1.3,46.4,6.8,150,1.5948,1.8627,2.7642,1.2556,0.0233,2.2222,0,1,0.5128
165902,GREENWOOD ISD,18,1988,1,42.3,55.4,0.1,0.1,0.1,1.2,29.2,4.6,2,1.7123,0,0,1.1820,0.9025,0,0,0,0
166901,CAMERON ISD,06,1665,16.4,46.8,34.8,0.1,0.5,0,1.4,73.2,8.6,1,1.3661,0,0,2.1368,0,0,0,1,0
166902,GAUSE ISD,06,193,11.9,26.4,55.4,0,2.1,0,4.1,68.4,6.2,0,1,1,1,1,1,1,1,1,1
166903,MILANO ISD,06,432,4.9,18.8,72.5,0,0.9,0,3,53,10,0,1,1,1,1,1,1,1,1,1
166904,ROCKDALE ISD,06,1567,12.4,43.7,40.5,0.3,0.6,0,2.6,64.8,9.7,0,1,1,1,1,1,1,1,1,1
166905,THORNDALE ISD,13,619,1.8,25,71.1,0,0,0,2.1,46.7,7.8,0,1,1,1,1,1,1,1,1,1
166907,BUCKHOLTS ISD,06,175,1.1,64.6,32,0,0,0,2.3,78.9,9.7,0,1,1,1,1,1,1,1,1,1
167901,GOLDTHWAITE ISD,12,591,0.2,27.1,72.1,0.2,0.2,0,0.3,45.9,9,0,1,1,1,1,1,1,1,1,1
167902,MULLIN ISD,12,122,10.7,28.7,60.7,0,0,0,0,88.5,28.7,0,1,1,1,1,1,1,1,1,1
167903,STAR ISD,12,51,0,41.2,58.8,0,0,0,0,88.2,9.8,0,1,1,1,1,1,1,1,1,1
167904,PRIDDY ISD,12,104,0,27.9,72.1,0,0,0,0,71.2,10.6,0,1,1,1,1,1,1,1,1,1
168901,COLORADO ISD,14,1037,6.4,54.5,36.8,0.4,0.7,0,1.3,59.8,8.5,0,1,1,1,1,1,1,1,1,1
168902,LORAINE ISD,14,155,7.7,54.2,38.1,0,0,0,0,66.5,7.1,0,1,1,1,1,1,1,1,1,1
168903,WESTBROOK ISD,14,261,0,34.5,62.8,1.1,0.4,0,1.1,38.7,13.4,1,0,0,1,0,1.5924,0,0,1,0
169901,BOWIE ISD,09,1704,0.5,15.4,80.4,0.7,0.3,0.1,2.7,47.1,9.4,1,2.1231,0,0,0,1.2438,0,0,0,0
169902,NOCONA ISD,09,815,0.5,27.4,67.7,1.3,0.4,0.1,2.6,57.3,8.7,0,1,1,1,1,1,1,1,1,1
169906,GOLD BURG ISD,09,116,0,8.6,88.8,1.7,0,0,0.9,64.7,12.9,0,1,1,1,1,1,1,1,1,1
169908,MONTAGUE ISD,09,109,0,11.9,85.3,0.9,0,0,1.8,32.1,4.6,0,1,1,1,1,1,1,1,1,1
169909,PRAIRIE VALLEY ISD,09,139,0,9.4,89.2,0,0,0,1.4,59.7,8.6,0,1,1,1,1,1,1,1,1,1
169910,FORESTBURG ISD,09,184,0,14.7,83.2,1.6,0,0,0.5,41.3,9.2,0,1,1,1,1,1,1,1,1,1
169911,SAINT JO ISD,09,279,0.4,13.6,83.5,0.7,0.4,0,1.4,46.2,13.3,0,1,1,1,1,1,1,1,1,1
170801,TEXAS SERENITY ACADEMY,06,416,39.4,58.7,1.7,0,0,0,0.2,94,6.5,0,1,1,1,1,1,1,1,1,1
170902,CONROE ISD,06,54808,6.3,34.2,52.7,0.5,3.5,0.2,2.7,36.2,7.3,150,2.0626,2.1918,1.2698,1.2476,0.9108,1.3333,0,0,0.2469
170903,MONTGOMERY ISD,06,7527,3.3,12.6,80.7,0.6,1,0.2,1.6,25.7,6.2,2,15.5642,8.0645,0,3.9683,0.6196,0,0,0,0
170904,WILLIS ISD,06,6769,8.2,33.3,54.6,0.4,0.8,0.1,2.6,61.8,6.9,10,0.1618,1.4493,1.2195,0.3003,1.0989,0,12.5000,0,3.8462
170906,MAGNOLIA ISD,06,12176,1.8,29.7,65.3,0.7,0.6,0,1.9,40.3,8.9,3,5.7899,18.7266,18.5185,1.1223,0.5105,0,0,1,0
170907,SPLENDORA ISD,06,3565,0.7,30.6,67.2,0.4,0.1,0,1,60.8,7.8,1,1.6447,12.8205,0,0,1.4881,0,0,1,0
170908,NEW CANEY ISD,06,12282,2.8,51.4,42.6,0.4,1.5,0.1,1.3,62.4,9.2,43,1.1926,1.5167,0,0.5882,1.6377,0,0,0,0
171901,DUMAS ISD,16,4592,0.8,69.6,19.4,0.5,8.4,0,1.4,68.7,8.7,1,0,0,0,0,5.1546,0,0,1,0
171902,SUNRAY ISD,16,529,0.4,53.9,44.2,0.2,0.2,0,1.1,49.7,7,0,1,1,1,1,1,1,1,1,1
172902,DAINGERFIELD-LONE STAR ISD,08,1123,41.1,17.5,37,0.1,0.6,0,3.8,79.9,11.6,1,1.2516,8.6207,0,0,2.7027,0,0,1,0
172905,PEWITT CISD,08,997,14.8,10.5,68.9,0.4,0.1,0,5.2,65.3,8.8,0,1,1,1,1,1,1,1,1,1
173901,MOTLEY COUNTY ISD,17,163,0.6,28.8,69.9,0.6,0,0,0,77.9,6.7,0,1,1,1,1,1,1,1,1,1
174801,STEPHEN F AUSTIN STATE UNIVERSITY,07,246,6.9,6.1,78.5,0.4,5.3,0.4,2.4,6.9,4.9,0,1,1,1,1,1,1,1,1,1
174901,CHIRENO ISD,07,375,5.6,16,75.2,0,0,0.3,2.9,76.5,7.5,0,1,1,1,1,1,1,1,1,1
174902,CUSHING ISD,07,505,3.2,11.7,80.8,0.6,0.4,0.4,3,64,11.5,1,0,0,0,0,1.2376,0,0,0,0
174903,GARRISON ISD,07,747,19,10.4,66.5,0.5,0.5,0,2.9,46.3,10.2,0,1,1,1,1,1,1,1,1,1
174904,NACOGDOCHES ISD,07,6501,28.4,45,22.4,0.2,2.7,0.1,1.3,80,6.7,0,1,1,1,1,1,1,1,1,1
174906,WODEN ISD,07,778,2.6,19.5,75.7,0,0.8,0,1.4,59.3,4.9,0,1,1,1,1,1,1,1,1,1
174908,CENTRAL HEIGHTS ISD,07,1128,4.3,14.1,78.5,0.4,1,0,1.8,36.3,6,1,2.7548,0,0,0,1.2739,0,0,1,0
174909,MARTINSVILLE ISD,07,375,4,12.8,81.1,0,0,0,2.1,47.5,13.9,0,1,1,1,1,1,1,1,1,1
174910,ETOILE ISD,07,151,0.7,4,92.1,2,0,0,1.3,74.8,13.9,0,1,1,1,1,1,1,1,1,1
174911,DOUGLASS ISD,07,427,5.6,14.5,76.8,1.6,0,0,1.4,39.3,9.6,0,1,1,1,1,1,1,1,1,1
175902,BLOOMING GROVE ISD,12,855,3.6,26,64.8,0.4,0.2,0,5,56.4,7.6,0,1,1,1,1,1,1,1,1,1
175903,CORSICANA ISD,12,5983,17.7,47.8,29.3,0.3,0.6,2,2.3,74.7,8.5,17,0.0787,0.6920,0,1.4767,1.0038,0,0,0,0
175904,DAWSON ISD,12,455,8.6,13.2,76,0.9,0,0,1.3,65.9,9.2,0,1,1,1,1,1,1,1,1,1
175905,FROST ISD,12,427,1.6,32.3,61.4,0.7,0,0,4,53.6,8,0,1,1,1,1,1,1,1,1,1
175907,KERENS ISD,12,593,28.5,23.4,46.9,0.2,0.2,0,0.8,73.9,9.1,0,1,1,1,1,1,1,1,1,1
175910,MILDRED ISD,12,705,1.8,11.9,81.6,0.3,0.3,1.3,2.8,37.7,7.1,0,1,1,1,1,1,1,1,1,1
175911,RICE ISD,12,904,2.3,53.5,42.8,0.1,0.1,0,1.1,66.9,5.9,0,1,1,1,1,1,1,1,1,1
