DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total IN SCHOOL SUSPENSIONS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average
057838,UPLIFT EDUCATION - PEAK PREPARATOR,10,1943,12.6,82.6,2.7,0,0.8,0.2,1.2,83.9,7.1,203,1.0745,1.9427,3.5968,0.6441,0.1824,1,0.6158,0,0.4105
057839,LA ACADEMIA DE ESTRELLAS,10,1058,1.2,97.4,1.1,0.1,0,0,0.1,94.5,9.7,0,1,1,1,1,1,1,1,1,1
057840,RICHLAND COLLEGIATE HIGH SCHOOL,10,458,17.9,23.4,27.5,0.2,29,0.2,1.7,18.3,0,0,1,1,1,1,1,1,1,1,1
057841,RECONCILIATION ACADEMY,10,203,16.3,80.3,2.5,0,0.5,0,0.5,97.5,4.4,0,1,1,1,1,1,1,1,1,1
057842,UPLIFT EDUCATION - WILLIAMS PREPAR,10,2335,6.2,92,0.7,0.1,0.6,0,0.4,91.1,5.2,86,1.2764,3.1306,0.1875,1.0617,0,0,1.9380,1,0
057843,UPLIFT EDUCATION - HAMPTON PREPARA,10,950,68.8,28.6,0.8,0.1,0.3,0,1.3,74.6,6.1,36,1.1543,0.4554,1.2516,0.4856,0,0,0,1,0
057844,MANARA ACADEMY,10,494,23.5,3.2,24.9,0,46.6,0,1.8,49.8,6.1,3,0.6693,0,1.4184,0,1.3387,1,0,1,18.5185
057845,UME PREPARATORY ACADEMY,10,392,6.4,19.4,63,0.5,8.2,0,2.6,17.1,5.4,0,1,1,1,1,1,1,1,1,1
057846,LEGACY PREPARATORY,10,980,23.8,54.6,15.6,0,3.7,0,2.3,74.2,4.8,42,1.4119,0,1.3005,1.1774,0.1526,1,0,1,1.0352
057847,VILLAGE TECH SCHOOLS,10,636,31.4,30.2,30.2,0.2,1.9,0.2,6,27.5,0.8,3,1.2121,0,1.0616,1.1038,1.1038,0,0,0,0
057848,INTERNATIONAL LEADERSHIP OF TEXAS,10,2499,19,55.9,17.7,0.4,5.5,0,1.4,54.9,4.4,164,1.2884,2.7716,2.2786,0.6545,1.0335,1.5244,0.1109,1,0.4355
057903,CARROLLTON-FARMERS BRANCH ISD,10,26289,16.5,54.9,16,0.3,10.5,0.1,1.6,62.4,9,7909,1.2524,1.6142,2.2958,0.8920,0.5943,1.0115,0.1577,1.0115,0.9878
057904,CEDAR HILL ISD,10,7848,66,23.2,6.4,0.4,1.3,0.1,2.7,68.2,8.4,5083,1.1899,1.7378,1.2278,0.6309,0.4396,0.6394,0.0151,0.1967,0.4518
057905,DALLAS ISD,10,159487,23.4,69.8,4.7,0.4,1.2,0.1,0.5,89.2,7.4,9800,1.0002,1.8533,1.6623,0.8207,0.4950,0.8418,0.3146,1.4286,1.2653
057906,DESOTO ISD,10,9399,77.5,17.8,2.9,0.2,0.3,0,1.2,65.9,9.7,2863,1.0685,1.0803,1.1556,0.5239,0.3613,0.1746,0,1,0.0291
057907,DUNCANVILLE ISD,10,13074,40.6,50.2,5.7,0.8,1.8,0.1,0.9,74.8,9.1,8022,1.1141,1.7329,1.5484,0.6561,0.5271,0.5298,0.0069,0.1247,0.8310
057909,GARLAND ISD,10,57504,17.2,50.8,21.3,0.5,8.2,0.1,2,60.9,8.6,16640,1.1390,1.7330,1.9231,0.9433,0.6955,0.8293,0.2206,0.6611,0.9495
057910,GRAND PRAIRIE ISD,10,27637,17.5,65.4,11.8,0.3,3.3,0.1,1.7,71.8,8.9,9683,1.1235,1.5131,1.5113,0.9874,0.6074,0.0344,0.2253,0.1033,0.6136
057911,HIGHLAND PARK ISD,10,7012,0.5,5,88.2,0.2,4.3,0.1,1.6,0,7.1,95,1,3.5582,0,0.2105,1.1099,0,0.2448,0,0
057912,IRVING ISD,10,35259,12.8,71.7,9.6,1.3,3.3,0.2,1.2,80.6,7.4,9638,1.0573,2.0639,1.9243,0.8782,1.0105,0.7343,0.1981,0.8819,0.7609
057913,LANCASTER ISD,10,6820,78,17.9,2.8,0.7,0.2,0,0.4,83.9,8.7,1828,0.9735,1.6537,1.1383,0.5501,0.3126,0.5470,0.2735,1,0.1368
057914,MESQUITE ISD,10,39806,24.5,53,18,0.6,1.8,0.1,1.9,70.7,9.9,19239,1.1541,1.9888,1.7738,0.7602,0.7381,0.9876,0.1559,1.0396,1.0450
057916,RICHARDSON ISD,10,38169,22.3,40,27.8,0.4,6.9,0.1,2.5,57.7,10.4,7028,1.3657,2.1877,1.9110,1.0892,0.3373,0.7114,0.2660,0,0.9277
057919,SUNNYVALE ISD,10,1366,6,9.6,56.9,0.2,23.9,0.1,3.3,10.8,8.1,70,2.5132,1.9400,4.5238,0.1488,1.0294,0,0.4782,0,0.4329
057922,COPPELL ISD,10,11329,4.6,12.8,43.9,0.5,35.2,0.1,2.8,10.2,4.7,496,3.2021,6.6060,3.8131,1.6696,0.9874,0,0.4926,2.0161,0.0720
058902,DAWSON ISD,17,170,0,63.5,34.7,1.2,0,0,0.6,51.8,8.2,31,1.2455,0.3934,1,1.0668,0.9296,0,1,1,0
058905,KLONDIKE ISD,17,256,0.4,33.6,63.7,0.4,1.2,0,0.8,34.8,5.9,26,2.2104,7.1708,0,1.6026,0.7246,0,0,1,0
058906,LAMESA ISD,17,2046,3.6,76.8,17.5,0.6,0.6,0,0.8,73,7.3,704,1.2084,1.5567,2.2491,1.0672,0.5519,0.2367,0,1,0.1776
058909,SANDS CISD,17,212,0.5,43.4,53.8,1.4,0.9,0,0,54.2,8.5,2,0.9225,5.8824,0,1.1521,0.9294,0,0,1,1
059901,HEREFORD ISD,16,4210,0.6,86.9,11.7,0.1,0.3,0,0.4,82.1,6.7,646,1.1388,1.2476,3.0960,1.0813,0.3308,0,0.5160,1,0.3870
059902,WALCOTT ISD,16,145,2.1,78.6,19.3,0,0,0,0,72.4,4.8,0,1,1,1,1,1,1,1,1,1
060902,COOPER ISD,08,791,13.7,8.2,73.3,1.3,0.1,0,3.4,64.2,9.4,149,1.1813,2.1419,1.5676,1.0640,0.9065,0,0,1,0.9870
060914,FANNINDEL ISD,08,200,35,3.5,53,1,1,0,6.5,82.5,11.5,17,1.4973,0.5115,0.1681,0,1.6648,0,0,1,0.9050
061802,TEXAS EDUCATION CENTERS,11,664,13.4,32.8,50,0.2,0.8,0.9,2,50.8,13.4,0,1,1,1,1,1,1,1,1,1
061804,LEADERSHIP PREP SCHOOL,10,425,6.6,9.9,36.9,0.7,43.1,0,2.8,4,4.7,0,1,1,1,1,1,1,1,1,1
061901,DENTON ISD,11,26047,12,30.8,51.6,0.8,2.8,0.1,1.8,42.3,9.6,2481,1.6475,2.2798,2.2572,1.1189,0.6921,1.0077,0.0144,0.4031,1.0301
061902,LEWISVILLE ISD,11,52698,9.4,27.5,47.9,0.4,11.7,0.1,3,30.9,9.6,9177,1.6532,2.3122,2.4100,1.2050,0.7562,0.0272,0.3567,0.1090,1.2640
061903,PILOT POINT ISD,11,1414,2.5,39.5,54.1,0.8,0.6,0.2,2.1,51.3,7.4,69,1.4691,2.5460,0.5797,0.7705,1.2323,0,0,0,0.6901
061905,KRUM ISD,11,1995,1.8,24,71.4,0.7,0.6,0.1,1.5,35.9,9.6,529,1.7850,1.3784,3.2556,1.2760,0.8737,0,0,0,0.7561
061906,PONDER ISD,11,1255,1.5,19.9,75.6,0.7,0.6,0.1,1.6,39.4,7.6,179,1.6590,2.4993,2.6071,1.4317,0.8572,0,0,0,1.7458
061907,AUBREY ISD,11,2060,3.5,16.8,76.7,0.5,0.7,0,1.7,28.4,7.2,244,1.8183,2.5046,2.8103,0.9514,0.9565,0.8197,0,1,0.2411
061908,SANGER ISD,11,2673,2.7,24.1,68.6,1,0.6,0,3,43.7,9.3,603,1.5445,1.6405,1.7198,1.1698,0.9041,0.1658,0.2764,1,1.6031
061910,ARGYLE ISD,11,1947,0.3,10.8,86.3,0.5,0.8,0,1.2,12.6,8.3,2,23.8095,60.2410,166.6667,0,0.5794,0,0,1,0
061911,NORTHWEST ISD,11,18893,6.3,20.1,67.4,0.6,2.9,0.1,2.5,19.1,7.8,2646,1.9846,2.3160,1.2898,1.2128,0.9364,0.8818,0.3779,0,1.1036
061912,LAKE DALLAS ISD,11,3952,7.1,26.2,58.5,1.1,2.4,0.2,4.6,41.1,11,435,1.3927,2.0063,1.8456,1.0705,0.8370,0.2090,0.0958,0,2.0490
061914,LITTLE ELM ISD,11,6607,14.7,40.1,39.7,0.4,2,0.1,3,47.9,7.9,533,1.2730,1.6624,1.4933,1.1790,0.7231,0.4690,0.0938,1.8762,0.5003
062901,CUERO ISD,03,2104,13,43.6,40.4,0.1,0.5,0,2.3,56.4,9.5,1351,1.4463,1.4414,1.9131,0.9796,0.6816,13.3235,0,1,1.5447
062902,NORDHEIM ISD,03,173,2.9,42.2,54.9,0,0,0,0,44.5,10.4,2,1.1236,4.8077,0,1.1848,0.9107,1,1,1,1
062903,YOAKUM ISD,03,1615,8.4,59.3,30.7,0.1,0.4,0,1.2,70.7,10.5,446,1.5001,1.4948,0.0267,1.3120,0.7084,0,0,1,0.1868
062904,YORKTOWN ISD,03,505,4.6,49.5,45.5,0,0,0,0.4,55,10.3,209,1.4963,2.3691,1.5602,1.3726,0.5468,1,1,1,0
062905,WESTHOFF ISD,03,69,7.2,40.6,52.2,0,0,0,0,50.7,2.9,1,1.9724,0,0,0,1.9157,1,1,1,1
062906,MEYERSVILLE ISD,03,116,0,15.5,84.5,0,0,0,0,26.7,8.6,2,1.8727,5.8140,1,3.2258,0.5917,1,1,1,1
063903,SPUR ISD,17,292,2.4,44.5,51,0,0,0,2.1,53.8,10.3,28,2.8545,2.0804,1.4881,2.0064,0.0700,1,1,1,1.7007
063906,PATTON SPRINGS ISD,17,105,0,28.6,71.4,0,0,0,0,85.7,11.4,11,0.1061,0.7974,1,1.5893,0.7639,1,1,1,1
064903,CARRIZO SPRINGS CISD,20,2455,0.5,93,5.6,0.1,0.6,0,0.2,75.2,7.1,1400,1.2168,2.0221,0.1429,1.0545,0.3189,0.7143,0,1,0
065901,CLARENDON ISD,16,458,10.5,13.8,71.6,0,0.7,0.7,2.8,52.4,9.4,103,1.6305,1.5493,2.7739,2.1106,0.5831,1,0,0,0
065902,HEDLEY ISD,16,112,1.8,19.6,75.9,1.8,0,0,0.9,74.1,14.3,3,0.4498,20.9790,0,1.7007,0.4392,18.5185,1,1,0
066005,RAMIREZ CSD,02,24,0,95.8,4.2,0,0,0,0,100,0,0,1,1,1,1,1,1,1,1,1
066901,BENAVIDES ISD,02,366,0,99.2,0.8,0,0,0,0,76.2,10.7,2,71.5223,70.0935,1,0.5040,62.5000,1,1,1,1
066902,SAN DIEGO ISD,02,1345,0.3,98.4,1.3,0,0,0,0,77.2,7.5,2,58.2902,100.0000,0,0.5081,38.4615,1,1,1,1
066903,FREER ISD,02,833,0.2,88.7,9.7,0.4,0.5,0,0.5,67.8,11.3,263,1.0431,1.3459,0,1.0074,1.0976,0,0,1,0
067902,CISCO ISD,14,878,0.3,17.9,78,0.3,0.5,0,3,61.6,9.5,33,1.5250,1.9139,0,0.1693,0.9713,10.1010,0,1,6.0606
067903,EASTLAND ISD,14,1077,1.6,26.6,69.8,0.2,1.1,0,0.6,51.5,8.3,27,0.9349,0.4462,2.3148,0.1392,1.3265,0,0,1,0
067904,GORMAN ISD,14,313,0.6,37.7,59.4,0,0,0,2.2,67.1,12.5,27,1.2143,2.3704,0,0.6877,1.2470,1,1,1,0
067907,RANGER ISD,14,469,2.8,22.8,71.2,1.3,0.4,0,1.5,76.3,11.5,101,1.1549,1.6358,1.7680,0.9988,0.8204,6.0929,0,1,3.9604
067908,RISING STAR ISD,14,180,0.6,19.4,78.3,0,0.6,0,1.1,80.6,8.9,9,1.2407,1.2484,0,0,1.2771,1,0,1,0
068801,RICHARD MILBURN ACADEMY (ECTOR COU,18,712,3.8,65.2,29.9,0.4,0,0.1,0.6,60.4,9.7,0,1,1,1,1,1,1,1,1,1
068802,COMPASS ACADEMY CHARTER SCHOOL,18,465,2.2,29,66.7,0,0.2,0,1.9,29,4.1,0,1,1,1,1,1,1,1,1,1
068901,ECTOR COUNTY ISD,18,30796,4,72.1,21.5,0.4,0.9,0.2,1,50.8,7.1,6346,1.2222,1.8044,1.7885,1.0456,0.7388,1.1818,0.0175,0.0788,1.0715
069901,ROCKSPRINGS ISD,15,275,0,82.5,17.5,0,0,0,0,74.5,8.7,78,1.2390,1.7683,1,1.1033,0.5128,1,1,1,1
069902,NUECES CANYON CISD,15,291,0,47.8,50.5,0.3,0,0,1.4,71.1,10.3,27,0.9376,0.3596,1,0.7748,1.2468,0,1,1,0
070801,WAXAHACHIE FAITH FAMILY ACADEMY,10,414,19.1,35.5,44.4,0.2,0,0,0.7,43.5,6.3,2,1.1494,0,2.6178,1.4085,0,0,1,1,0
070901,AVALON ISD,10,337,1.5,36.2,61.7,0,0,0.3,0.3,60.8,11.6,2,0.8224,0,0,1.3812,0.8104,1,1,0,0
070903,ENNIS ISD,10,5691,11.9,55.9,30.3,0.1,0.4,0.3,1,70,9.5,2063,1.1426,2.0512,2.2729,0.9270,0.6751,0,0.1212,0.1616,0.5817
070905,FERRIS ISD,10,2470,7.1,68.3,23,0.7,0.2,0,0.6,80.1,8.8,1193,1.0214,2.1908,1.7119,0.8137,1.3266,0.1197,0.4191,1,1.2573
070907,ITALY ISD,10,513,13.1,31,52,0.2,0.8,0,2.9,57.1,9.2,64,1.0946,0.1698,1.6698,0.9577,0.7812,0,0,1,2.6940
070908,MIDLOTHIAN ISD,10,7694,4.8,20.6,70.6,0.5,1.3,0.1,2,23.5,9,1480,1.5411,1.7192,1.7736,0.9906,0.9609,0.1351,0.0520,0,1.5541
070909,MILFORD ISD,10,246,21.1,32.9,39,0.4,0,0,6.5,76,10.6,30,1.4912,0.3145,1.8957,0.1013,1.3675,0,1,1,0.5128
070910,PALMER ISD,10,1157,1.5,41.6,54.7,0.3,0.3,0,1.6,56.6,13.6,443,1.2044,1.9918,3.6117,0.9876,0.9698,0.7524,0,1,0.1411
070911,RED OAK ISD,10,5571,17.8,32.3,46.3,0.7,0.8,0.1,2,43.9,10.1,2906,1.3569,1.5809,1.5775,0.9524,0.8361,1.3273,0.0430,0.3441,0.7226
070912,WAXAHACHIE ISD,10,7795,11.9,35.4,48.7,0.4,0.5,0.1,3,50,9.9,3477,1.3828,1.6995,1.8731,1.0619,0.7654,0.8628,0.6327,0,0.7286
070915,MAYPEARL ISD,10,1036,2.1,16.5,78.8,0.4,0.7,0.3,1.3,39.5,11,69,1.5777,1.9763,0.6901,0.0878,1.1035,0,0,0,7.8038
071801,BURNHAM WOOD CHARTER SCHOOL DISTRI,19,914,3.1,81.3,11.3,0.1,3.3,0,1,45.8,4.2,0,1,1,1,1,1,1,1,1,1
071803,PASO DEL NORTE ACADEMY CHARTER DIS,19,306,0,96.4,3.6,0,0,0,0,94.8,3.3,0,1,1,1,1,1,1,1,1,1
071804,EL PASO ACADEMY,19,417,1.4,93.5,4.3,0,0.2,0.5,0,68.3,7.2,0,1,1,1,1,1,1,1,1,1
071806,HARMONY SCIENCE ACAD (EL PASO),19,1731,3.2,86.2,9.1,0.4,0,0.2,0.9,74.4,5.4,0,1,1,1,1,1,1,1,1,1
071807,LA FE PREPARATORY SCHOOL,19,275,0,98.5,1.5,0,0,0,0,93.8,5.8,0,1,1,1,1,1,1,1,1,1
071809,VISTA DEL FUTURO CHARTER SCHOOL,19,255,2.4,87.8,8.6,0,0.8,0,0.4,56.1,5.5,0,1,1,1,1,1,1,1,1,1
071901,CLINT ISD,19,11805,0.8,94.7,3.8,0.2,0.1,0,0.4,85.6,6.3,2329,1.0579,1.0155,1.0734,1.0215,0.5989,0.2147,0,1,0.1073
071902,EL PASO ISD,19,61290,3.9,82.8,10.4,0.2,1.1,0.3,1.3,69.7,9.5,8022,1.1419,1.5353,1.4543,1.0216,0.7623,1.4336,0.2720,0.3324,0.8630
071903,FABENS ISD,19,2355,0,98.9,1.1,0,0,0,0,89.3,10.9,3,198.5816,253.8226,1,0.3370,30.3030,1,1,1,1
071904,SAN ELIZARIO ISD,19,4109,0.1,99.3,0.5,0.1,0,0,0,93,7.9,0,1,1,1,1,1,1,1,1,1
071905,YSLETA ISD,19,43007,1.7,92.9,4.5,0.2,0.3,0.1,0.4,80.9,10.4,0,1,1,1,1,1,1,1,1,1
071906,ANTHONY ISD,19,813,0.7,94.2,4.8,0,0,0,0.2,100,8.5,2,30.5000,35.2941,0,0.5308,10.4167,1,1,1,0
071907,CANUTILLO ISD,19,5977,0.8,94.6,3.9,0.1,0.3,0,0.3,74.8,9.3,897,1.1357,1.4505,0.1394,1.0170,0.8861,0,0.3716,1,0
071908,TORNILLO ISD,19,1336,0,99,0.9,0,0,0,0.1,94.4,5,0,1,1,1,1,1,1,1,1,1
071909,SOCORRO ISD,19,44405,2.2,91.2,5,0.3,0.6,0.2,0.5,72.2,7.8,0,1,1,1,1,1,1,1,1,1
072801,PREMIER HIGH SCHOOLS,11,3373,6.5,61.3,29.7,0.5,0.4,0,1.5,66,7.7,22,1.0331,0.5903,0.6993,1.4089,0.1530,0,11.3636,1,0
072802,ERATH EXCELS ACADEMY INC,11,208,1.4,58.2,38.5,1,0,0,1,87,12,24,0.0479,0.3472,0,0.7159,1.5152,0,1,1,0
072901,THREE WAY ISD,11,61,0,57.4,37.7,0,0,0,4.9,78.7,8.2,0,1,1,1,1,1,1,1,1,1
072902,DUBLIN ISD,11,1179,0.9,58.1,39.2,0.3,0.2,0.1,1.3,76.2,5.6,90,1.0645,0.1984,0,1.0518,0.9921,0,0,0,0
072903,STEPHENVILLE ISD,11,3711,1,30,65.6,0.8,0.9,0,1.8,48.7,7.8,578,1.4814,1.9963,0.1730,1.2630,0.9099,0.2163,0,1,1.1534
072904,BLUFF DALE ISD,11,112,0,8,86.6,1.8,0,0,3.6,20.5,4.5,0,1,1,1,1,1,1,1,1,1
072908,HUCKABAY ISD,11,164,0,17.7,79.3,1.8,0.6,0,0.6,44.5,2.4,25,1.0787,10.0000,1,1.1299,1.0088,0,0,1,0
072909,LINGLEVILLE ISD,11,219,0,48.4,49.3,0,0,0,2.3,56.2,5.9,14,0.7626,1.2107,1,0,2.0284,1,1,1,0
072910,MORGAN MILL ISD,11,114,0,13.2,84.2,0,0,0,2.6,43,4.4,0,1,1,1,1,1,1,1,1,1
073901,CHILTON ISD,12,509,17.3,56.8,23.6,0.2,0,0.2,2,80.4,11.6,296,1.3908,1.8639,1.7380,1.2193,0.0143,0,1,0,0.1689
073903,MARLIN ISD,12,965,56.6,33.1,8.5,0.3,0.3,0.1,1.1,88.4,14.1,336,1.0572,1.4986,1.2041,0.6744,0.7703,0,0,0,2.7056
073904,WESTPHALIA ISD,12,158,0.6,24.1,73.4,0.6,0,0,1.3,17.7,8.9,1,5.6497,11.2360,0,0,1.3624,0,1,1,0
073905,ROSEBUD-LOTT ISD,12,634,13.4,36.1,47.3,0.5,0,0,2.7,68.5,12,13,0.1123,0.6410,0.5741,0.2131,1.7889,0,1,1,0
074903,BONHAM ISD,10,1949,8.1,20.8,65.6,1.4,0.4,0.1,3.7,68.8,12.1,235,1.2865,1.4067,1.7862,0.7774,1.0444,0.3040,0,0,0.1150
074904,DODD CITY ISD,10,359,1.7,5.8,90.3,0.3,0,0,1.9,44.6,7.8,2,1.1211,6.4103,29.4118,0,0.5537,0,1,1,0
074905,ECTOR ISD,10,269,2.2,12.3,82.2,1.5,1.1,0,0.7,48.7,13.8,2,5.1335,3.6232,0,4.0650,0.6083,0,0,1,0
074907,HONEY GROVE ISD,10,586,12.1,17.2,64.5,1.7,0.2,0,4.3,63,10.8,197,1.3053,1.6450,1.8039,0.8263,0.9759,0.2986,0,1,0.1180
074909,LEONARD ISD,10,884,4.1,16.7,74.7,1.7,0.3,0,2.5,58.9,9.4,58,1.2002,1.4674,0.4205,0.1032,1.2694,0,0,1,0.6897
074911,SAVOY ISD,10,269,0,6.3,84.8,1.9,0.7,0,6.3,50.6,11.9,3,8.5639,2.8011,1,5.2910,0.3931,0,0,1,5.2910
074912,TRENTON ISD,10,534,2.2,15.4,78.5,1.5,0.6,0,1.9,42.1,9.4,74,1.0914,1.2938,3.0713,0.7898,0.8779,0,0,1,6.4011
074917,SAM RAYBURN ISD,10,498,1,9,86.3,0.6,0,0,3,45,9,27,1.0700,2.4691,3.7037,0.4115,0.9871,6.1728,1,1,1.2346
075901,FLATONIA ISD,13,609,3.9,55.5,38.8,0.2,0.7,0,1,58.5,9,47,1.3457,0.2364,3.8189,0.6517,1.2612,0,0,1,0
075902,LA GRANGE ISD,13,1901,10.8,35.7,50.5,0.3,0.6,0,2.2,51.5,7.6,492,1.4484,2.9685,2.9359,0.8654,0.6882,0,0,1,1.2010
075903,SCHULENBURG ISD,13,706,14,38.7,45,0.6,0.4,0,1.3,61.3,9.3,459,1.3470,2.4598,2.9101,0.7037,0.7020,0.3631,0,1,0.1676
075906,FAYETTEVILLE ISD,13,211,1.4,10.4,87.7,0,0,0,0.5,27,8.5,2,1.8519,0,0,4.8077,0.5701,1,1,1,0
075908,ROUND TOP-CARMINE ISD,13,284,4.6,16.2,74.6,0.7,0,0,3.9,31.7,10.9,3,1.0515,3.0581,7.2464,2.0576,0.4468,0,1,1,0
076903,ROBY CISD,14,238,1.7,31.9,62.2,0,0,0,4.2,54.2,9.2,0,1,1,1,1,1,1,1,1,1
076904,ROTAN ISD,14,302,3,49,45.4,0.3,0.3,0,2,64.2,8.6,61,1.0980,2.0968,0.5464,1.9739,0.0361,0,0,1,0
077901,FLOYDADA ISD,17,746,3.6,79.2,16.8,0,0,0,0.4,72.3,7.6,200,1.2863,1.3158,2.5000,1.0922,0.2679,1,1,1,0
077902,LOCKNEY ISD,17,505,1.8,76.2,21.6,0.2,0,0,0.2,69.3,9.3,50,1.0390,1.2903,1.1111,1.2336,0.0926,0,1,1,0
078901,CROWELL ISD,09,222,3.6,30.6,63.1,0,1.4,0,1.4,63.5,15.3,14,0.1125,0.4669,1.9841,0.2334,1.3584,1,0,1,0
079901,LAMAR CISD,04,27024,18.6,45.4,28.3,0.3,5.9,0.1,1.5,47.6,8.3,6827,1.5903,1.9324,1.7262,1.2167,0.3991,0.0488,0.0943,0.1465,0.5176
079906,NEEDVILLE ISD,04,2825,3.8,43.1,51.3,0.2,0.4,0,1.2,37.6,8.4,379,1.6982,2.0417,0.9027,1.4999,0.6121,0,0.6596,1,0.2199
079907,FORT BEND ISD,04,70512,29.2,26.4,18.6,0.4,22.9,0.1,2.4,35.9,6.3,14936,1.7810,1.7057,1.9714,1.0477,0.4589,0.0167,0.1760,0.0670,0.9150
079910,STAFFORD MSD,04,3479,40.4,44.4,4.8,0.3,7.9,0.1,2.1,69,8.2,1498,1.1203,1.4084,1.3302,0.9216,0.6258,1.1126,0.0507,3.3378,0.6040
080901,MOUNT VERNON ISD,08,1646,4.7,25.4,65.4,0.3,1.1,0,3.1,55.3,9.2,205,1.1026,2.1739,1.3492,0.7298,1.1337,0,0.4435,1,0.1574
081902,FAIRFIELD ISD,12,1762,16.2,21.2,58.6,0.5,1,0.2,2.4,49.1,7.2,29,1.8962,0.4789,2.9800,0.1627,0.7650,0,0,0,1.4368
081904,TEAGUE ISD,12,1270,14.1,26.3,56.9,0.5,0.2,0.1,1.9,53.6,6.7,180,1.3371,3.8972,2.2853,0.7393,0.8299,1.1111,0,0,0.2924
081905,WORTHAM ISD,12,492,14.2,14.4,68.9,0,0.6,0,1.8,53,8.7,79,1.2897,1.4550,1.9611,0.0879,0.9921,1,2.1097,1,0.7032
081906,DEW ISD,12,145,6.2,12.4,75.9,0,1.4,0,4.1,48.3,6.2,0,1,1,1,1,1,1,1,1,1
082902,DILLEY ISD,20,1006,0.1,90.9,8.4,0,0.5,0,0.1,79.5,7.2,187,1.0695,2.0053,0,0.9707,1.4006,1,0,1,0
082903,PEARSALL ISD,20,2318,0.3,93,6.1,0.2,0.2,0,0.1,86,8.4,1484,1.0076,1.5563,0.2246,0.9934,1.2151,0.3369,0.3369,1,0
083901,SEAGRAVES ISD,17,590,8.1,80.2,11.2,0.2,0.2,0,0.2,63.9,6.8,77,1.2194,1.1459,0.1603,1.1011,0.8117,6.4935,0,1,0
083902,LOOP ISD,17,118,1.7,58.5,39.8,0,0,0,0,54.2,5.9,2,0.9225,0,0,0.8547,1.2563,1,1,1,1
083903,SEMINOLE ISD,17,2725,1.1,45.8,51.7,0.1,0.5,0.1,0.7,46.9,7.6,332,1.3808,2.5761,0.2738,1.5915,0.5127,0,0,0,0.4303
084801,MAINLAND PREPARATORY ACADEMY,04,412,76.2,16,4.4,0.2,0.7,0,2.4,84.5,1,0,1,1,1,1,1,1,1,1,1
084802,ODYSSEY ACADEMY INC,04,708,11,68.2,17.2,0.7,0.4,0,2.4,84.9,8.6,17,0.0693,0.6840,0.5348,1.2938,0.3420,0,0,1,0
084804,AMBASSADORS PREPARATORY ACADEMY,04,320,61.9,26.6,7.8,0.3,2.2,0,1.3,90.6,5.3,0,1,1,1,1,1,1,1,1,1
084805,PREMIER LEARNING ACADEMY,04,418,52.6,27.3,17.5,0.2,1,0,1.4,77.3,6.2,90,1.1355,1.7921,1.6265,0.0407,0.6984,0,0,1,0.7937
084901,DICKINSON ISD,04,9966,16.9,47.2,31,0.4,2.5,0.1,2.1,63.8,8.9,5573,1.2051,1.5726,1.5682,0.9706,0.7646,3.1401,0.2081,1.4355,0.9826
084902,GALVESTON ISD,04,6796,23.9,44.9,26.9,0.7,2.1,0.1,1.5,73.6,7.1,3226,1.1283,1.7464,1.6731,0.7981,0.7905,0.7528,0,3.4098,1.3639
084903,HIGH ISLAND ISD,05,148,2,7.4,81.1,0,1.4,0,8.1,64.2,8.1,4,0.3894,0,12.5000,3.3784,0.3083,1,0,1,3.0864
084904,LA MARQUE ISD,04,2523,69.2,19.5,7.6,2.1,0.3,0.1,1.3,78.1,10.5,1131,0.9804,1.2294,1.2062,0.5668,0.6980,0.0421,0,0,0.0680
084906,TEXAS CITY ISD,04,6069,19.9,42.7,34.8,0.9,0.6,0.2,0.9,67.4,8.2,3716,1.2226,1.5588,1.8973,0.8300,0.7192,1.2259,0.0449,0.1346,0.6877
084908,HITCHCOCK ISD,04,1528,46.1,27.7,23.2,0.3,0.4,0.1,2.3,87.7,8.5,887,1.0117,1.2998,1.2888,0.8425,0.6366,0.3758,0,1.1274,0.9803
084909,SANTA FE ISD,04,4606,0.4,17.7,79.3,0.5,0.7,0.1,1.3,35.4,10.5,1550,1.4088,1.6959,0.1613,0.8602,1.0414,1.0323,0.7373,0.6452,0.7940
084910,CLEAR CREEK ISD,04,39808,8.2,28,50.1,0.2,9.8,0.1,3.5,27.5,9.5,8549,1.5917,2.0624,1.7660,1.1079,0.9734,0.7018,0.2268,2.1055,0.9024
084911,FRIENDSWOOD ISD,04,6045,2,15.4,74.2,0.3,6.1,0.1,2,8.5,7.9,334,3.2758,2.7287,1.4970,1.6525,0.9482,0.9980,0.0491,2.9940,0.1497
