DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total IN SCHOOL SUSPENSIONS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average
142901,COTULLA ISD,20,1364,0.2,91.3,7.5,0.3,0.4,0,0.3,82.3,7.8,474,1.0869,2.2179,1.0549,1.0907,0.0281,0,0,1,0
143901,HALLETTSVILLE ISD,03,1019,9.7,19.7,66.9,0.1,0.4,0,3.1,39.8,9.5,438,1.9274,2.1389,2.4008,1.1010,0.7747,0,0,1,1.0311
143902,MOULTON ISD,03,318,0.6,43.4,54.1,0.6,0,0,1.3,54.1,8.8,18,1.1296,0.6313,0,0.8961,1.1296,0,1,1,0
143903,SHINER ISD,03,583,8.9,13.9,74.4,0.2,0.5,0,2.1,33.3,11.1,95,1.6437,1.8018,2.7203,0.0757,0.9904,0,0,1,0.5013
143904,VYSEHRAD ISD,03,124,11.3,11.3,73.4,0,3.2,0,0.8,44.4,7.3,2,1.1261,6.8493,0,4.4248,0.6812,1,0,1,0
143905,SWEET HOME ISD,03,145,0.7,20.7,76.6,0,0,0,2.1,21.4,6.9,15,2.4922,7.7295,0,0,1.3055,1,1,1,0
143906,EZZELL ISD,03,66,0,4.5,90.9,0,0,0,4.5,47,12.1,2,1.0638,4.1322,1,11.1111,0.5501,1,1,1,0
144901,GIDDINGS ISD,13,1917,9.7,54.8,33.2,0.3,0.3,0.1,1.8,68.3,8.3,427,1.1007,1.8340,2.8972,0.7778,0.8676,0.7806,0,0,0.1301
144902,LEXINGTON ISD,13,944,8.7,11.9,75.6,0.3,0.1,0.1,3.3,42.7,11,282,1.4284,2.2244,2.7309,1.3410,0.6661,0,0,0,3.0088
144903,DIME BOX ISD,13,185,34.1,36.8,24.9,0.5,0.5,0,3.2,78.4,16.8,82,1.4622,2.7584,1.6093,0.0331,1.7142,0,0,1,0.3811
145901,BUFFALO ISD,06,988,6.3,38.3,50.3,0.4,1.2,0,3.5,65.4,6.9,187,1.0466,2.5575,2.2069,0.5864,1.2332,1.3369,0.4456,1,0.1528
145902,CENTERVILLE ISD,06,687,8.2,11.2,78.3,0.7,0.4,0,1.2,40,7.9,205,1.5000,1.3584,1.6062,1.0889,0.9033,0,0,1,3.2520
145906,NORMANGEE ISD,06,513,8.2,14,73.5,0.2,1,0.2,2.9,48,8,90,1.7361,3.7500,3.1165,0.0794,0.9826,0,0,0,0.3831
145907,OAKWOOD ISD,06,159,33.3,12.6,49.7,0,0,0,4.4,83,9.4,18,0.0669,0.5910,2.6693,0.4409,0.1118,1,1,1,0
145911,LEON ISD,06,729,1.9,27.6,66.5,0.5,2.5,0,1,53.9,7,52,1.2131,0.2747,1.0121,0.0697,1.4170,0,0.7692,1,0
146901,CLEVELAND ISD,04,3818,11,44.6,41.5,0.5,0.9,0.1,1.4,77.1,7.9,2226,1.0908,1.8879,1.5682,0.8894,0.9883,1.7969,0.0499,0.4492,0.7701
146902,DAYTON ISD,04,5069,8.1,33.6,54.6,1.6,0.4,0.1,1.6,61.6,7.9,2646,1.1651,2.2245,1.7450,0.8470,1.0127,0.0236,0.0945,0,1.2755
146903,DEVERS ISD,04,174,2.9,21.8,73.6,0,0.6,0.6,0.6,35.6,8.6,0,1,1,1,1,1,1,1,1,1
146904,HARDIN ISD,04,1297,3.6,11.2,82.1,0.5,0.1,0.1,2.4,51.1,6.4,233,1.3270,1.0730,1.3114,0.5365,1.0507,0,0,0,1.2518
146905,HULL-DAISETTA ISD,05,499,11.8,6.4,77.6,0.2,0.2,0,3.8,72.7,8,176,1.1098,1.9886,1.3001,1.7756,0.9006,0,0,1,0.8971
146906,LIBERTY ISD,04,2067,17.7,32.7,47,0.8,0.6,0,1.3,59.8,7.5,1135,1.3231,1.3979,2.1802,0.5901,0.8886,0.1101,0.1468,1,0.0678
146907,TARKINGTON ISD,04,1880,0.7,8,89.1,0.5,0.1,0.1,1.4,47.7,7.3,808,1.2532,1.7462,0.1768,0.9127,1.0154,0.2475,0,0,1.4144
147901,COOLIDGE ISD,12,325,24.3,47.4,25.2,0.3,0,0,2.8,83.1,16.9,32,1.1658,1.2944,2.5720,0.5934,0.1240,10.4167,1,1,1.1161
147902,GROESBECK ISD,12,1855,14,19.6,61.3,1.8,0.9,0.2,2.2,61.2,11.4,366,1.3527,1.8934,1.9321,1.1152,0.8201,0.1518,0,1.3661,0.1242
147903,MEXIA ISD,12,1977,30,42.5,23.2,0,1.1,0,3.1,83.4,11,981,1.0365,1.1584,1.5630,0.7771,0.8568,1,0.0927,1,0.0329
148901,BOOKER ISD,16,414,0,66.9,31.9,0.5,0,0,0.7,56.8,7.7,71,1.0167,1.2804,1,0.9895,1.0596,0,1,1,0
148902,FOLLETT ISD,16,179,0,23.5,73.2,0.6,1.1,0,1.7,52,7.3,2,6.7308,6.8493,1,2.1277,0.6831,0,0,1,0
148903,HIGGINS ISD,16,138,2.2,18.1,79,0,0,0,0.7,58,13.8,2,0.8621,3.6232,0,2.7624,0.6329,1,1,1,0
148905,DARROUZETT ISD,16,113,0,45.1,51.3,0.9,0,0.9,1.8,65.5,6.2,2,0.7634,8.0645,1,1.1086,0.9747,0,1,0,0
149901,GEORGE WEST ISD,02,1121,0.8,54.5,43.4,0.3,0.4,0,0.7,40.4,7.4,291,1.3439,1.8111,0.4296,1.0215,1.0056,0,0,1,0.4909
149902,THREE RIVERS ISD,02,636,0.5,54.4,44.3,0,0.5,0,0.3,50.8,9.1,83,2.1820,4.3691,0,1.7939,0.0272,1,2.4096,1,0
150901,LLANO ISD,13,1823,0.4,21.5,74.1,0.7,0.7,0,2.7,59.2,10,812,1.2253,2.1798,0.3079,0.8764,1.0354,0.1759,0,1,1.5508
152802,RISE ACADEMY,17,261,66.3,31,1.5,0,0,0,1.1,83.9,14.6,0,1,1,1,1,1,1,1,1,1
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,17,225,10.7,79.1,8.4,0.4,0,0,1.3,82.7,15.1,0,1,1,1,1,1,1,1,1,1
152805,HARMONY SCIENCE ACAD (LUBBOCK),17,806,13.2,61.7,23.4,0.1,0.1,0,1.5,68.1,9.4,0,1,1,1,1,1,1,1,1,1
152901,LUBBOCK ISD,17,29029,13.5,57.2,25.3,0.4,1.7,0.1,1.9,67.1,10.7,5947,1.2728,1.6674,1.7712,1.0845,0.4839,0.8828,0.0099,0.1682,0.7523
152902,NEW DEAL ISD,17,746,1.5,49.2,45.8,0.4,0,0,3.1,56,8.2,91,1.2755,1.2061,0.7326,1.3178,0.7198,0,1,1,0.3545
152903,SLATON ISD,17,1290,5,67.1,26.3,0.2,0.1,0,1.3,75.7,12.6,169,1.2194,1.8315,2.3669,1.0847,0.5850,0,0,1,0
152906,LUBBOCK-COOPER ISD,17,4956,1.3,33.3,61.4,0.4,1.5,0,2,33.2,7.6,490,1.7581,2.0677,1.4129,1.2318,0.8675,0.5102,0.1361,1,1.7347
152907,FRENSHIP ISD,17,8363,3.7,37.8,53,0.3,2.9,0.1,2.1,37.1,7.4,1523,1.7256,2.2803,2.4667,1.3705,0.6727,1.5321,0.2038,0,1.1256
152908,ROOSEVELT ISD,17,1051,4.5,54.2,38.8,0.6,0.5,0.2,1.2,75.4,9.9,257,1.1147,1.6114,1.9023,1.0840,0.8223,0.6485,0,0,0.3243
152909,SHALLOWATER ISD,17,1585,0.9,31.3,66.1,0.4,0.1,0,1.3,40.8,7.6,209,1.6184,1.8257,0,1.6357,0.7021,0,0,1,1.8403
152910,IDALOU ISD,17,982,0.7,43,55.9,0,0,0,0.4,39,7.9,82,2.3765,1.8524,1.7422,2.2405,0.0218,1,1,1,3.0488
153903,O'DONNELL ISD,17,298,0.3,71.1,27.9,0.3,0,0.3,0,80.2,6.4,30,0.0416,7.8125,0,1.3127,0.1195,0,1,11.1111,1
153904,TAHOKA ISD,17,626,4,59.7,33.9,0.3,0.3,0.2,1.6,65.2,7.8,90,1.4997,1.2821,3.3333,1.0422,0.6555,3.7037,0,0,0.6944
153905,NEW HOME ISD,17,301,0,31.9,66.8,0.3,0,0,1,34.2,6.6,0,1,1,1,1,1,1,1,1,1
153907,WILSON ISD,17,135,1.5,70.4,28.1,0,0,0,0,69.6,10.4,22,0.8490,0.4371,0,0.9685,1.1323,1,1,1,1
154901,MADISONVILLE CISD,06,2333,21,32.1,43.7,0.2,0.7,0,2.2,74.6,7,510,1.2275,2.5490,2.3343,0.7513,0.6057,0,0.2801,1,0.0891
154903,NORTH ZULCH ISD,06,351,0.3,11.7,85.2,0.3,1.7,0,0.9,66.4,10.5,66,1.1637,2.4531,0,0.1295,1.1381,5.0505,0,1,0
155901,JEFFERSON ISD,08,1215,37.4,5.6,52.9,1.1,0.8,0,2.1,75.2,9.5,558,1.1773,1.7921,1.2027,1.0241,0.9249,0.1629,0,1,0.0853
156902,STANTON ISD,18,869,0.6,64.9,32,0.6,0.1,0,1.8,52.6,8.1,104,1.6452,2.0180,1.6026,1.4964,0.0300,0,0,1,0.5342
156905,GRADY ISD,18,242,0.4,41.3,57,0,0.8,0,0.4,27.7,5.8,1,3.6101,0,0,2.4213,0,1,0,1,0
157901,MASON ISD,15,705,0.4,36.5,62.8,0,0.3,0,0,53.9,8.9,70,1.5107,1.4446,0,0.9002,1.0692,1,0,1,1
158901,BAY CITY ISD,03,3601,16.2,59.5,21.8,0.3,0.7,0,1.4,72,8.4,2476,1.1567,1.0049,1.2266,1.0664,0.6762,3.7695,0,1,0.5770
158902,TIDEHAVEN ISD,03,800,3.3,50.5,44.8,0.1,0,0,1.4,66.3,6.3,367,1.1425,1.1678,0.0826,1.1385,0.9366,0,1,1,0.1946
158904,MATAGORDA ISD,03,203,0,44.3,51.2,0,0,0,4.4,76.8,6.4,2,0.6510,7.8125,1,1.1287,0.9766,1,1,1,0
158905,PALACIOS ISD,03,1489,2.6,65.7,21,0.2,9.3,0.1,1.3,65.5,9.1,395,1.1441,1.5579,3.2132,0.9749,1.1573,0,0.2178,0,0.9737
158906,VAN VLECK ISD,03,923,12.4,28.8,54,0,0.2,0,4.7,53.7,9.1,247,1.2214,2.1355,0.9468,1.0684,0.9297,1,0,1,1.5505
159901,EAGLE PASS ISD,20,15033,0.1,97.5,0.7,1.5,0.2,0,0.1,77.3,7.1,2060,1.0984,2.5092,0,1.0122,0.0693,0.8091,0,1,0.4854
160901,BRADY ISD,15,1249,2.6,49.2,46.5,0.2,0.4,0,1.1,66.6,13,392,1.3598,1.7857,0.0981,0.9385,1.1466,0,0,1,0.2319
160904,ROCHELLE ISD,15,203,1,18.7,79.3,0,0,0.5,0.5,60.1,12.8,82,1.1566,1.4291,0,0.0652,1.2303,1,1,0,2.4390
160905,LOHN ISD,15,103,0,46.6,49.5,1.9,0,0,1.9,76.7,15.5,2,0.6519,0,1,1.0730,1.0101,0,1,1,0
161801,WACO CHARTER SCHOOL,12,216,22.2,76.4,1.4,0,0,0,0,98.6,7.4,1,1.0142,13.5135,0,1.3089,0,1,1,1,1
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,723,42.9,25.6,28.6,0.6,0.7,0,1.7,62.9,4.8,0,1,1,1,1,1,1,1,1,1
161807,HARMONY SCIENCE ACAD (WACO),12,3945,17.1,49.4,27.8,0.4,3.5,0.2,1.7,63.1,4.6,0,1,1,1,1,1,1,1,1,1
161901,CRAWFORD ISD,12,571,0.5,8.6,88.8,0.5,0.9,0,0.7,22.8,8.6,3,1.4620,3.8760,0,3.8760,0.3754,0,0,1,47.6190
161903,MIDWAY ISD,12,7435,11.3,21.2,59.6,0.5,5.1,0.1,2.3,29.9,6.8,1363,1.9679,2.6002,2.7724,1.0728,0.6918,0.1467,0.2302,0.7337,1.4674
161906,LA VEGA ISD,12,2917,24.6,53.1,19.8,0.3,0.2,0,2,88.6,7.4,1943,1.0293,1.8500,1.9645,0.6833,0.7720,0,0.2573,1,0.0257
161907,LORENA ISD,12,1655,1,14.7,82.5,0.7,0.3,0,0.8,28.2,7.6,189,1.8762,2.5063,0.5291,0.7559,1.0646,0,0,1,0.6614
161908,MART ISD,12,487,27.7,12.5,54.2,0,0.4,0,5.1,76.6,11.1,152,1.3398,1.6003,2.4226,0.0526,0.5826,1,0,1,0.1290
161909,MCGREGOR ISD,12,1392,7,48.8,41.3,1,0.4,0.1,1.4,73.3,7.5,204,1.2907,2.6797,2.4510,0.9041,0.9139,0.4902,0,0,0.3501
161910,MOODY ISD,12,677,5.6,31.3,59.8,0.6,0,0,2.7,66.3,12,475,1.1812,1.6491,1.1654,1.3721,0.8097,0,1,1,0.7797
161912,RIESEL ISD,12,587,2.7,18.6,76.7,0,0,0,2,45.1,11.2,174,1.5674,1.7447,0.2129,0.6798,1.1239,1,1,1,0.2874
161914,WACO ISD,12,14848,29.3,58.4,10.1,0.5,0.3,0,1.4,88.2,9.4,11461,1.0630,1.7543,1.8418,0.6595,0.6436,0.0175,0.0291,1,0.7105
161916,WEST ISD,12,1364,2.6,16.4,79.1,0.3,0.1,0.1,1.4,55.4,5.8,171,1.3089,1.4116,0.2249,1.0697,1.0276,0,0,0,0.4177
161918,AXTELL ISD,12,771,2.1,19.1,75.5,0.8,0.4,0.1,2.1,59.8,16.2,20,0.0836,0.3086,0,1.8325,0.8609,0,0,0,0
161919,BRUCEVILLE-EDDY ISD,12,762,2,25.7,69.2,0.9,0.5,0.1,1.6,55.1,10.6,174,1.2412,1.4097,0.2874,1.0287,1.0464,0.6386,0,0,0
161920,CHINA SPRING ISD,12,2450,3.6,15.3,78.4,0.1,0.7,0.1,1.9,28.2,9,404,1.9925,2.9428,2.8878,1.1486,0.9124,0,0.3536,0,0.1303
161921,CONNALLY ISD,12,2343,31.2,29.8,35,0.7,0.2,0.1,2.9,79.3,8.4,1702,1.1425,1.8116,1.5329,0.6842,0.9031,0.0839,0.2938,0,0.0203
161922,ROBINSON ISD,12,2269,2.7,23.1,70.1,0.9,0.5,0,2.6,34,10.5,427,1.5016,2.0966,2.0817,1.1963,0.9455,0.2602,0,1,0.0901
161923,BOSQUEVILLE ISD,12,620,6,22.9,69,0.3,0,0.6,1.1,46.1,9.5,112,1.4332,1.4098,0,0.9747,1.0870,2.9762,1,1.4881,0.8117
161924,HALLSBURG ISD,12,151,3.3,7.3,84.8,0.7,0,0,4,36.4,4.6,5,0.5495,0,0,0,1.1792,0,1,1,0
161925,GHOLSON ISD,12,247,6.1,21.9,70.9,0.4,0,0,0.8,78.1,9.3,14,0.0915,0,1.1710,0.3262,1.1082,0,1,1,8.9286
162904,MCMULLEN COUNTY ISD,02,245,0.4,38.8,58.8,0,1.2,0,0.8,22,6.9,56,1.0552,4.1408,0,0.5523,1.3362,1,0,1,0
163901,DEVINE ISD,20,1990,0.4,62.4,36.1,0.2,0,0,0.9,57.4,9.5,667,1.2276,1.5150,0.3748,1.1340,0.8015,0,1,1,0.1666
163902,D'HANIS ISD,20,339,0.9,57.5,39.5,0.3,0,0,1.8,54.9,10.9,24,1.7456,0.3823,4.6296,1.5942,0.1055,0,1,1,0
163903,NATALIA ISD,20,1097,0.5,79.4,18.6,0.2,0.4,0.2,0.8,80.9,9.5,164,1.5150,3.1451,0,1.2441,0.0328,0,0,0,0.7622
163904,HONDO ISD,20,2151,0.7,68.9,29.1,0.3,0.2,0,0.8,61.3,7.9,649,1.3649,1.5798,0.2201,1.1964,0.5930,0,0,1,0.1926
163908,MEDINA VALLEY ISD,20,3872,2,56.4,38.8,0.5,0.4,0.1,1.8,53,10,960,1.4426,1.7083,2.6042,1.1913,0.6739,0.2083,0,1.0417,0.6944
164901,MENARD ISD,15,317,0.9,47.9,50.5,0,0,0,0.6,67.8,8.5,23,0.0641,0.5115,0,0.6354,1.3775,1,1,1,0
165802,MIDLAND ACADEMY CHARTER SCHOOL,18,469,8.1,60.3,29,0.6,1.3,0,0.6,53.3,4.7,1,0,0,0,0,3.4483,0,0,1,0
165901,MIDLAND ISD,18,23491,8.2,60,28.6,0.3,1.6,0,1.3,46.4,6.8,6049,1.3069,1.5195,2.1572,1.0561,0.6196,0.0551,0.1653,1,0.7121
165902,GREENWOOD ISD,18,1988,1,42.3,55.4,0.1,0.1,0.1,1.2,29.2,4.6,54,3.0441,2.0129,0,2.2327,0.0334,18.5185,0,0,1.5432
166901,CAMERON ISD,06,1665,16.4,46.8,34.8,0.1,0.5,0,1.4,73.2,8.6,287,1.4899,1.9042,0.0212,1.5337,0.7910,0,0,1,0.2489
166902,GAUSE ISD,06,193,11.9,26.4,55.4,0,2.1,0,4.1,68.4,6.2,3,0.4873,5.3763,2.8011,1.2626,0.6017,1,0,1,0
166903,MILANO ISD,06,432,4.9,18.8,72.5,0,0.9,0,3,53,10,2,0.9434,5.0000,0,2.6596,0.6897,1,0,1,0
166904,ROCKDALE ISD,06,1567,12.4,43.7,40.5,0.3,0.6,0,2.6,64.8,9.7,373,1.1750,1.7136,1.8594,0.9386,0.8738,0,0.4468,1,0.1031
166905,THORNDALE ISD,13,619,1.8,25,71.1,0,0,0,2.1,46.7,7.8,0,1,1,1,1,1,1,1,1,1
166907,BUCKHOLTS ISD,06,175,1.1,64.6,32,0,0,0,2.3,78.9,9.7,20,0.9506,0.5155,0,1.0062,1.0938,1,1,1,0
167901,GOLDTHWAITE ISD,12,591,0.2,27.1,72.1,0.2,0.2,0,0.3,45.9,9,108,3.1268,1.4403,0,3.6217,0.0128,0,0,1,3.0864
167902,MULLIN ISD,12,122,10.7,28.7,60.7,0,0,0,0,88.5,28.7,0,1,1,1,1,1,1,1,1,1
167903,STAR ISD,12,51,0,41.2,58.8,0,0,0,0,88.2,9.8,2,6.8027,5.1020,1,1.2136,0.8503,1,1,1,1
167904,PRIDDY ISD,12,104,0,27.9,72.1,0,0,0,0,71.2,10.6,0,1,1,1,1,1,1,1,1,1
168901,COLORADO ISD,14,1037,6.4,54.5,36.8,0.4,0.7,0,1.3,59.8,8.5,39,1.7151,0,6.8109,0.9410,0.0697,0,0,1,1.9724
168902,LORAINE ISD,14,155,7.7,54.2,38.1,0,0,0,0,66.5,7.1,0,1,1,1,1,1,1,1,1,1
168903,WESTBROOK ISD,14,261,0,34.5,62.8,1.1,0.4,0,1.1,38.7,13.4,3,0.8613,2.4876,1,0.9662,0.5308,0,0,1,30.3030
169901,BOWIE ISD,09,1704,0.5,15.4,80.4,0.7,0.3,0.1,2.7,47.1,9.4,318,1.3820,2.0407,0.6289,0.5922,1.0795,0.4492,1.0482,0,1.1647
169902,NOCONA ISD,09,815,0.5,27.4,67.7,1.3,0.4,0.1,2.6,57.3,8.7,126,1.2050,3.0104,0,0.6662,1.1840,0,1.9841,0,0.3053
169906,GOLD BURG ISD,09,116,0,8.6,88.8,1.7,0,0,0.9,64.7,12.9,11,0.1405,0,1,0,1.1261,0,1,1,0
169908,MONTAGUE ISD,09,109,0,11.9,85.3,0.9,0,0,1.8,32.1,4.6,1,3.1153,21.7391,1,0,1.1723,0,1,1,0
169909,PRAIRIE VALLEY ISD,09,139,0,9.4,89.2,0,0,0,1.4,59.7,8.6,2,16.7504,5.8140,1,5.3191,0.5605,1,1,1,0
169910,FORESTBURG ISD,09,184,0,14.7,83.2,1.6,0,0,0.5,41.3,9.2,13,0.1863,0,1,0,1.2019,0,1,1,0
169911,SAINT JO ISD,09,279,0.4,13.6,83.5,0.7,0.4,0,1.4,46.2,13.3,2,19.4805,22.5564,0,3.6765,0.5988,0,0,1,0
170801,TEXAS SERENITY ACADEMY,06,416,39.4,58.7,1.7,0,0,0,0.2,94,6.5,43,1.7318,2.1467,2.4200,0.0396,1.3680,1,1,1,0
170902,CONROE ISD,06,54808,6.3,34.2,52.7,0.5,3.5,0.2,2.7,36.2,7.3,13651,1.8435,1.9428,1.8430,1.3871,0.7022,1.8753,0.1193,0.8791,0.8926
170903,MONTGOMERY ISD,06,7527,3.3,12.6,80.7,0.6,1,0.2,1.6,25.7,6.2,1225,1.6898,2.7781,3.9332,1.0755,0.8750,0.1361,0.0816,0.4082,1.6327
170904,WILLIS ISD,06,6769,8.2,33.3,54.6,0.4,0.8,0.1,2.6,61.8,6.9,3239,1.2469,1.8435,1.7847,0.9855,0.8962,0.6175,0.2701,0,1.2112
170906,MAGNOLIA ISD,06,12176,1.8,29.7,65.3,0.7,0.6,0,1.9,40.3,8.9,2810,1.4977,2.1992,1.3049,1.0940,0.9537,0.0508,0.0593,1,1.4797
170907,SPLENDORA ISD,06,3565,0.7,30.6,67.2,0.4,0.1,0,1,60.8,7.8,1611,1.2476,1.7587,2.3943,0.8033,1.0623,0.1552,0.6207,1,2.2346
170908,NEW CANEY ISD,06,12282,2.8,51.4,42.6,0.4,1.5,0.1,1.3,62.4,9.2,5241,1.1809,2.1092,1.1244,0.9533,1.0884,0.0477,0.1654,0.1908,0.9247
171901,DUMAS ISD,16,4592,0.8,69.6,19.4,0.5,8.4,0,1.4,68.7,8.7,571,1.0477,1.6104,0.2189,1.0442,0.8486,0.3503,0.9799,1,1.6262
171902,SUNRAY ISD,16,529,0.4,53.9,44.2,0.2,0.2,0,1.1,49.7,7,15,1.0731,0.9524,0,0.8658,1.2066,0,0,1,0
172902,DAINGERFIELD-LONE STAR ISD,08,1123,41.1,17.5,37,0.1,0.6,0,3.8,79.9,11.6,357,1.1254,0.9901,1.5130,0.4802,0.6814,0,0,1,1.1057
172905,PEWITT CISD,08,997,14.8,10.5,68.9,0.4,0.1,0,5.2,65.3,8.8,174,1.4346,3.2654,2.3299,0.0547,0.9342,0,0,1,0.1105
173901,MOTLEY COUNTY ISD,17,163,0.6,28.8,69.9,0.6,0,0,0,77.9,6.7,1,1.2837,0,0,0,1.4306,0,1,1,1
174801,STEPHEN F AUSTIN STATE UNIVERSITY,07,246,6.9,6.1,78.5,0.4,5.3,0.4,2.4,6.9,4.9,0,1,1,1,1,1,1,1,1,1
174901,CHIRENO ISD,07,375,5.6,16,75.2,0,0,0.3,2.9,76.5,7.5,18,0.0726,0.7407,0.9921,0.3472,1.1082,1,1,0,1.9157
174902,CUSHING ISD,07,505,3.2,11.7,80.8,0.6,0.4,0.4,3,64,11.5,28,0.0558,0.3106,1.1161,0,1.1492,0,0,0,1.1905
174903,GARRISON ISD,07,747,19,10.4,66.5,0.5,0.5,0,2.9,46.3,10.2,193,1.5779,0.9652,1.5271,0.8470,0.8181,5.1813,0,1,1.7867
174904,NACOGDOCHES ISD,07,6501,28.4,45,22.4,0.2,2.7,0.1,1.3,80,6.7,2498,1.1404,1.5356,1.7888,0.8069,0.5040,0,0.0148,0.4003,1.1702
174906,WODEN ISD,07,778,2.6,19.5,75.7,0,0.8,0,1.4,59.3,4.9,125,1.3491,2.2857,0.3077,1.4769,0.9194,1,0,1,0.5714
174908,CENTRAL HEIGHTS ISD,07,1128,4.3,14.1,78.5,0.4,1,0,1.8,36.3,6,180,1.3927,3.0556,3.2300,0.9850,0.8351,6.9444,0,1,2.1605
174909,MARTINSVILLE ISD,07,375,4,12.8,81.1,0,0,0,2.1,47.5,13.9,47,1.5230,1.9899,0.5319,0.1662,1.1543,1,1,1,0
174910,ETOILE ISD,07,151,0.7,4,92.1,2,0,0,1.3,74.8,13.9,10,0.1337,0.7194,0,0,1.0858,0,1,1,0
174911,DOUGLASS ISD,07,427,5.6,14.5,76.8,1.6,0,0,1.4,39.3,9.6,0,1,1,1,1,1,1,1,1,1
175902,BLOOMING GROVE ISD,12,855,3.6,26,64.8,0.4,0.2,0,5,56.4,7.6,77,1.3355,2.7341,0.3608,0.8991,1.1223,3.2468,0,1,0.2597
175903,CORSICANA ISD,12,5983,17.7,47.8,29.3,0.3,0.6,2,2.3,74.7,8.5,3145,1.1059,1.4701,2.1701,0.8375,0.6316,0.1060,0.0530,0.7313,0.6636
175904,DAWSON ISD,12,455,8.6,13.2,76,0.9,0,0,1.3,65.9,9.2,195,1.1673,1.1148,0.0596,1.1267,1.1066,0.5698,1,1,0
175905,FROST ISD,12,427,1.6,32.3,61.4,0.7,0,0,4,53.6,8,35,1.3326,2.8571,0,0.6192,1.2099,4.0816,1,1,0.7143
175907,KERENS ISD,12,593,28.5,23.4,46.9,0.2,0.2,0,0.8,73.9,9.1,70,1.3918,4.2386,2.1053,0.0611,0.7920,0,0,1,1.7857
175910,MILDRED ISD,12,705,1.8,11.9,81.6,0.3,0.3,1.3,2.8,37.7,7.1,126,1.7052,0.1118,0.4409,0.7336,1.0115,2.6455,0,0.6105,2.2676
175911,RICE ISD,12,904,2.3,53.5,42.8,0.1,0.1,0,1.1,66.9,5.9,16,2.2422,5.2966,2.7174,0.1168,2.0444,0,0,1,0
176901,BURKEVILLE ISD,05,277,31.4,0.7,67.1,0.4,0,0,0.4,69.7,8.7,29,0.9895,3.1708,0.5491,0,1.2334,0,1,1,0
176902,NEWTON ISD,05,1066,38.2,4.2,53.4,0.7,0.2,0.1,3.3,74.6,14,745,1.1318,1.5436,1.5039,0.5753,0.6762,1.5340,0,0,0.8949
176903,DEWEYVILLE ISD,05,677,1.2,2.5,94.5,0.9,0.4,0,0.4,53.6,8.7,210,1.6258,2.5178,0.3968,0.1905,1.0431,0.5291,0,1,0
177901,ROSCOE COLLEGIATE ISD,14,540,0.7,52.6,45.6,0,0.4,0,0.7,51.9,5.2,29,1.3288,0,0,1.1800,0.8318,1,0,1,0
177902,SWEETWATER ISD,14,2173,5.8,51.7,39.8,0.1,0.3,0,2.2,68.8,12.4,355,1.1915,1.9991,1.5542,0.9916,0.9059,0,0,1,1.6645
177903,BLACKWELL CISD,14,140,0,15,83.6,1.4,0,0,0,40.7,10.7,1,2.4570,9.3458,1,0,1.1962,0,1,1,1
177905,HIGHLAND ISD,14,235,0,16.2,81.3,1.3,1.3,0,0,35.3,7.7,2,1.4164,0,1,0,0.6150,0,38.4615,1,1
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,02,211,3.3,95.7,0.9,0,0,0,0,92.9,1.9,0,1,1,1,1,1,1,1,1,1
178804,RICHARD MILBURN ALTER HIGH SCHOOL,02,211,1.9,73.9,21.8,0.5,0.5,0.5,0.9,57.8,9.5,2,8.6505,5.2632,0,0.6766,2.2936,0,0,0,0
178807,CORPUS CHRISTI MONTESSORI SCHOOL,02,153,1.3,60.8,34,0.7,3.3,0,0,12.4,2.6,2,4.0323,19.2308,0,0.8224,1.4706,0,0,1,1
178808,SEASHORE CHARTER SCHOOLS,02,461,0.7,19.3,74.6,0.7,2,0,2.8,1.3,5,2,0,10.0000,0,2.5907,0.6702,0,0,1,0
178901,AGUA DULCE ISD,02,381,0.5,78,21.3,0.3,0,0,0,60.4,6,99,1.1539,1.0101,2.0202,1.2562,0.0474,0,1,1,1
178902,BISHOP CISD,02,1294,1.2,81.8,15.5,0.5,0.5,0.2,0.3,57.7,9.9,256,1.2863,1.4599,0.3255,1.2082,0.0252,0,0,0,1.3021
178903,CALALLEN ISD,02,3974,1.6,56.4,39.4,0.3,1.1,0.1,1.1,41,9.8,1474,1.5670,1.4468,2.6713,1.2077,0.6767,0.2261,0.0617,0.6784,0.6784
