DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP
101847,BEATRICE MAYES INSTITUTE CHARTER S,04,424,98.3,1.4,0.2,0,0,0,0,75,6.6
101848,NORTHWEST PREPARATORY,04,241,86.3,10.8,0.8,0,0.4,0.4,1.2,97.9,12.4
101849,ACCELERATED INTERMEDIATE ACADEMY,04,250,44,53.2,1.2,1.2,0.4,0,0,95.2,6
101850,ZOE LEARNING ACADEMY,04,457,92.6,6.6,0.2,0,0,0,0.7,97.8,6.6
101853,PROMISE COMMUNITY SCHOOL,04,1998,23.2,69.4,3.5,0.1,3.4,0,0.6,97.5,9.9
101854,RICHARD MILBURN ACADEMY (SUBURBAN,04,177,34.5,59.3,4,0,0.6,0,1.7,88.1,7.9
101855,MEYERPARK ELEMENTARY,04,199,75.4,21.6,3,0,0,0,0,91,5
101856,DRAW ACADEMY,04,458,1.3,98.5,0,0,0.2,0,0,100,1.7
101858,HARMONY SCHOOL OF EXCELLENCE,04,3976,18.4,40.5,30.1,0.3,8.7,0.1,1.9,47.3,4
101859,STEPPING STONES CHARTER EL,04,307,30.6,57,2.9,1,7.8,0,0.7,85,9.8
101861,THE RHODES SCHOOL,04,683,80.4,16.3,1.2,0.3,0.9,0.1,0.9,72.6,4.4
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,04,2854,24,20.8,29.4,0.3,23.3,0,2.2,50.6,4.6
101863,KOINONIA COMMUNITY LEARNING ACADEM,04,135,97,1.5,1.5,0,0,0,0,99.3,14.1
101864,WALIPP-TSU PREPARATORY ACADEMY,04,201,91,8,0.5,0,0,0,0.5,72.6,8
101865,VICTORY PREP,04,564,77,22.3,0.2,0,0,0,0.5,80.1,7.4
101866,GLOBAL LEARNING VILLAGE,04,44,97.7,2.3,0,0,0,0,0,75,0
101867,FALLBROOK COLLEGE PREPARATORY ACAD,04,642,92.7,4.2,0.8,0.5,0.6,0,1.2,57.3,4.4
101868,THE PRO-VISION ACADEMY,04,263,92.4,6.8,0.4,0,0,0,0.4,96.2,17.9
101869,C O R E ACADEMY,04,74,98.6,1.4,0,0,0,0,0,94.6,13.5
101902,ALDINE ISD,04,67204,25.1,70.8,2,0.1,1.3,0.1,0.7,85.4,6.8
101903,ALIEF ISD,04,46207,30.5,51.8,3.6,0.8,12.5,0.2,0.6,81,7.5
101905,CHANNELVIEW ISD,04,8933,12.3,76.7,9,0.5,1,0.1,0.5,78.9,8.2
101906,CROSBY ISD,04,5199,17.1,32.8,47.2,0.4,0.4,0,2,45.3,8.5
101907,CYPRESS-FAIRBANKS ISD,04,111173,16.6,43.6,28.3,0.6,8.6,0.1,2.3,49.3,7.1
101908,DEER PARK ISD,04,12968,2.5,50.7,43.4,0.3,1.3,0,1.8,43,9.6
101910,GALENA PARK ISD,04,22515,16.6,76.1,5.3,0.4,0.8,0,0.7,80.7,8.4
101911,GOOSE CREEK CISD,04,22228,15.7,58.1,22.9,0.3,1.4,0.1,1.6,64.6,9.4
101912,HOUSTON ISD,04,210716,25.2,62,8.2,0.2,3.5,0.1,0.9,80.6,7.5
101913,HUMBLE ISD,04,38056,18.6,32,43.5,0.4,2.9,0.4,2.1,34.5,7.9
101914,KATY ISD,04,67015,9.5,34.1,41,0.5,12.3,0.1,2.6,29,8.4
101915,KLEIN ISD,04,48003,14,38,36.3,0.4,8.4,0.1,2.8,40.9,8.3
101916,LA PORTE ISD,04,7605,6.6,45.2,44,0.5,1,0.1,2.6,48.4,10.1
101917,PASADENA ISD,04,54382,7,82.2,7.1,0.2,2.9,0,0.6,78.8,8.8
101919,SPRING ISD,04,36358,39.9,42.7,11.2,1.1,3.7,0.1,1.3,74.2,8.1
101920,SPRING BRANCH ISD,04,35218,5,58.5,27.8,0.9,6.2,0.1,1.5,58.3,7.2
101921,TOMBALL ISD,04,12444,4.7,29.2,57.3,0.3,5.4,0.1,3,23.6,7.6
101924,SHELDON ISD,04,7745,21.6,68,8.6,0.2,0.4,0.2,1,79.8,6.5
101925,HUFFMAN ISD,04,3308,2.1,18.4,77.6,0.2,0.5,0.1,1.1,32.7,7.7
102901,KARNACK ISD,07,172,62.8,14.5,13.4,0,0,0,9.3,94.8,8.1
102902,MARSHALL ISD,07,5535,39,31.6,26.6,0.4,0.4,0.1,2,76,6.4
102903,WASKOM ISD,07,894,17.6,24.7,52.8,0,0.1,0,4.8,59.6,9.8
102904,HALLSVILLE ISD,07,4754,7,12.1,76.6,0.5,0.7,0.1,3.1,38.2,8.4
102905,HARLETON ISD,07,719,2.6,5.3,89.4,0.1,0.1,0,2.4,36.6,11.1
102906,ELYSIAN FIELDS ISD,07,1029,12.1,4.3,80,0.3,0.5,0,2.8,43,10.9
103901,CHANNING ISD,16,128,0.8,18.8,79.7,0.8,0,0,0,45.3,10.2
103902,HARTLEY ISD,16,204,0,65.7,33.3,0.5,0,0,0.5,69.1,4.9
104901,HASKELL CISD,14,626,4.5,37.4,54.5,0.5,0.5,0,2.7,66.6,10.7
104903,RULE ISD,14,132,1.5,39.4,56.8,0,0,0,2.3,75,12.1
104907,PAINT CREEK ISD,14,133,0,35.3,63.9,0,0,0,0.8,70.7,8.3
105801,KATHERINE ANNE PORTER SCHOOL,13,150,1.3,16,77.3,0,1.3,0,4,52.7,11.3
105802,TEXAS PREPARATORY SCHOOL,13,199,25.6,52.8,17.6,0.5,1.5,0,2,65.3,7
105902,SAN MARCOS CISD,13,7501,4.7,72.5,20.9,0.1,0.7,0.1,1,71.6,10.2
105904,DRIPPING SPRINGS ISD,13,5085,0.6,19.2,74.6,0.4,1.4,0.1,3.7,12.8,9.1
105905,WIMBERLEY ISD,13,2064,0.3,19.9,76.6,0.8,0.6,0,1.8,28.3,7.6
105906,HAYS CISD,13,17205,3.1,62.7,31.3,0.2,0.8,0,1.9,50.7,9.2
106901,CANADIAN ISD,16,973,0,45.4,53.3,0.2,0.4,0,0.6,40.8,5.9
107901,ATHENS ISD,07,3388,13.4,44.7,37.5,0.3,0.9,0.1,3.2,73.1,8.2
107902,BROWNSBORO ISD,07,2761,8.1,13.5,75.8,0.4,0.3,0.1,1.8,56.3,9.7
107904,CROSS ROADS ISD,07,598,1.7,5.5,91.6,0,0,0,1.2,45.8,11.4
107905,EUSTACE ISD,07,1468,1.4,10.1,85.4,0.8,0.1,0.1,2.1,69.6,13.2
107906,MALAKOFF ISD,07,1282,11.4,15.7,69.5,0.5,0.5,0.1,2.3,68.5,11.4
107907,TRINIDAD ISD,07,181,18.2,8.8,65.2,0,0,0.6,7.2,76.2,15.5
107908,MURCHISON ISD,07,204,0,10.8,88.7,0,0,0,0.5,56.4,13.7
107910,LAPOYNOR ISD,07,475,9.5,6.3,82.7,0.2,0,0,1.3,49.1,8.8
108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,01,1047,0,98,1.7,0,0.1,0,0.2,90.1,7.4
108802,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,01,1065,0.2,91.8,5.7,0.3,1.8,0,0.2,81.7,4.7
108804,MIDVALLEY ACADEMY CHARTER DISTRICT,01,389,0,99.2,0.8,0,0,0,0,94.1,6.4
108807,IDEA PUBLIC SCHOOLS,01,15535,1.2,95,2.5,0.1,1,0,0.2,86.5,4.4
108808,VANGUARD ACADEMY,01,2112,0.5,96.2,3,0,0.1,0,0,82.5,3
108809,EXCELLENCE IN LEADERSHIP ACADEMY,01,133,1.5,97.7,0.8,0,0,0,0,84.2,5.3
108902,DONNA ISD,01,15356,0.1,99.6,0.2,0,0,0,0,97.3,6.5
108903,EDCOUCH-ELSA ISD,01,5187,0.1,99.4,0.5,0,0,0.1,0,99.2,7.2
108904,EDINBURG CISD,01,34002,0.2,98.1,1,0,0.6,0,0.1,85.3,6.5
108905,HIDALGO ISD,01,3242,0.1,99.8,0,0,0.1,0,0,89.9,5
108906,MCALLEN ISD,01,25108,0.4,93.2,4.5,0.1,1.4,0,0.3,67.3,7.6
108907,MERCEDES ISD,01,5747,0.1,98.6,0.8,0.1,0.1,0,0.2,94.7,5.7
108908,MISSION CISD,01,15344,0.1,98.8,0.9,0,0.1,0,0,83.9,7.5
108909,PHARR-SAN JUAN-ALAMO ISD,01,31980,0.1,98.9,0.8,0,0.2,0,0,89.2,6
108910,PROGRESO ISD,01,2134,0,99.3,0.6,0,0,0,0,99.5,5.1
108911,SHARYLAND ISD,01,10242,0.5,92.2,4.9,0,2.2,0,0.2,59.3,5.9
108912,LA JOYA ISD,01,29645,0,99.6,0.2,0.1,0,0,0,94.9,6.5
108913,WESLACO ISD,01,17641,0.1,98.3,1.3,0.2,0.2,0,0,85.6,7.9
108914,LA VILLA ISD,01,636,0,99.7,0.3,0,0,0,0,91.5,6.1
108915,MONTE ALTO ISD,01,1018,0.2,98.9,0.9,0,0,0,0,92.7,5.4
108916,VALLEY VIEW ISD,01,4620,0,99.8,0.2,0,0,0,0,92.4,5.8
109901,ABBOTT ISD,12,269,0.4,10,87.4,0,0.4,0,1.9,26,9.7
109902,BYNUM ISD,12,201,4,24.4,67.7,0.5,0.5,0,3,56.2,13.9
109903,COVINGTON ISD,12,270,0.4,8.5,88.9,1.1,0,0,1.1,51.1,15.2
109904,HILLSBORO ISD,12,2003,14,59,23.8,0.3,0.7,0,2.2,74.6,11
109905,HUBBARD ISD,12,403,21.8,11.9,63.3,0,0.2,0,2.7,71.7,8.4
109907,ITASCA ISD,12,686,9.5,39.4,46.6,0.6,0.9,0,3.1,66.2,8.3
109908,MALONE ISD,12,103,10.7,44.7,42.7,0,0,0,1.9,92.2,11.7
109910,MOUNT CALM ISD,12,182,4.4,24.2,67,0,0,0,4.4,70.9,14.8
109911,WHITNEY ISD,12,1527,4.1,18.2,74.1,0.5,0.3,0,2.8,62.3,12.1
109912,AQUILLA ISD,12,281,2.1,16.7,80.1,0.7,0,0,0.4,47.7,6
109913,BLUM ISD,12,356,1.1,13.8,82.9,0.3,0,0,2,61,14.9
109914,PENELOPE ISD,12,197,1,23.9,73.1,0.5,0,0,1.5,77.2,12.7
110901,ANTON ISD,17,248,4,70.2,23.8,0,0,0,2,76.2,6.9
110902,LEVELLAND ISD,17,3089,4.5,67,27,0.3,0.3,0.1,0.8,65.2,13.3
110905,ROPES ISD,17,314,0.6,38.9,57.3,0.6,0.3,0,2.2,45.2,8
110906,SMYER ISD,17,413,1.5,49.4,46,0.7,0,0,2.4,58.1,12.6
110907,SUNDOWN ISD,17,673,0.4,62.7,35.2,0.7,0,0,0.9,27.5,7.1
110908,WHITHARRAL ISD,17,174,0,31,65.5,1.1,0,0,2.3,38.5,4.6
111901,GRANBURY ISD,11,6625,0.7,22.4,74.1,0.8,0.5,0,1.5,48,12.1
111902,LIPAN ISD,11,324,1.2,10.8,86.4,0,0,0,1.5,50.6,7.1
111903,TOLAR ISD,11,672,1.2,6.3,91.2,0.4,0,0,0.9,24.6,7
112901,SULPHUR SPRINGS ISD,08,4245,11.2,26.1,58.3,0.4,0.8,0,3.2,61.5,8
112905,CUMBY ISD,08,388,1,7.2,88.9,1.5,0.3,0.3,0.8,58.5,12.6
112906,NORTH HOPKINS ISD,08,496,1,23.2,70.4,1,0,0,4.4,64.9,11.7
112907,MILLER GROVE ISD,08,255,0,22,76.9,0,0,0,1.2,59.2,14.1
112908,COMO-PICKTON CISD,08,764,3.7,41.2,52.4,0.5,0.3,0,2,71.9,9.6
112909,SALTILLO ISD,08,257,3.1,23.7,70.4,0.8,0,0,1.9,66.1,13.6
112910,SULPHUR BLUFF ISD,08,232,2.6,10.3,81.5,0,0,0.4,5.2,44,13.8
113901,CROCKETT ISD,06,1295,52,28.4,16.5,0.4,0.8,0,1.8,85.9,10.4
113902,GRAPELAND ISD,06,485,24.5,9.7,61.9,0.6,0.4,0.4,2.5,62.7,9.7
113903,LOVELADY ISD,06,502,6,7.4,81.3,0,0.4,0,5,36.3,12.4
113905,LATEXO ISD,06,492,3,8.1,87.2,0.2,0.2,0,1.2,49,9.6
113906,KENNARD ISD,06,307,16.3,7.8,71,1,0,0,3.9,64.5,8.1
114901,BIG SPRING ISD,18,4134,6,62.1,28.8,0.2,0.6,0.1,2.3,65.2,9.8
114902,COAHOMA ISD,18,875,0.3,32,64.9,0.6,0.5,0.1,1.6,35,7
114904,FORSAN ISD,18,709,1.1,26.1,69.3,0.3,1,0,2.3,27.1,5.8
115901,FT HANCOCK ISD,19,476,0,97.9,1.9,0,0,0,0.2,93.1,7.1
115902,SIERRA BLANCA ISD,19,124,0,70.2,27.4,0.8,0.8,0,0.8,64.5,12.1
115903,DELL CITY ISD,19,71,2.8,57.7,38,0,0,0,1.4,87.3,15.5
116801,PHOENIX CHARTER SCHOOL,10,658,16.7,33.6,43.5,1.4,1.1,0,3.8,69.9,10.8
116901,CADDO MILLS ISD,10,1546,1.6,14.7,79.6,1,0.2,0,3,36.9,8.2
116902,CELESTE ISD,10,451,2,10.9,84.5,0.4,0,0,2.2,46.8,12.9
116903,COMMERCE ISD,10,1503,17.8,21.7,53.2,0.7,2.2,0.6,3.9,66.8,10.2
116905,GREENVILLE ISD,10,4788,17.9,37.4,39.9,0.9,0.8,0.1,2.9,69,9.8
116906,LONE OAK ISD,10,964,1.9,9.2,85.2,0.9,0.7,0,2.1,41.8,11.7
116908,QUINLAN ISD,10,2587,0.7,21.2,75.3,0.6,0.6,0,1.5,69.1,10.9
116909,WOLFE CITY ISD,10,610,5.1,13,79.5,1.6,0.3,0,0.5,51.1,12.5
116910,CAMPBELL ISD,10,356,1.7,16,80.6,0.6,0.6,0,0.6,64,8.7
116915,BLAND ISD,10,599,1.7,32.1,61.9,0.7,0,0.2,3.5,52.4,9.3
116916,BOLES ISD,10,520,2.3,11.7,81.3,0.6,1,0.2,2.9,50,10
117901,BORGER ISD,16,2791,3.3,43,48.5,1.1,0.5,0.1,3.5,53.5,9.9
117903,SANFORD-FRITCH ISD,16,836,0.4,9.9,84.6,1.1,0.1,0,3.9,41,12
117904,PLEMONS-STINNETT-PHILLIPS CISD,16,639,0.5,20.8,74.6,1.9,0.2,0,2,42.4,10.5
117907,SPRING CREEK ISD,16,100,1,27,68,3,1,0,0,58,3
118902,IRION COUNTY ISD,15,322,2.5,30.1,65.8,0.6,0,0.3,0.6,35.7,7.1
119901,BRYSON ISD,09,246,0,13.4,85.8,0,0,0,0.8,49.6,13.4
119902,JACKSBORO ISD,09,990,1.6,28.2,66.2,0.4,0.3,0,3.3,51.6,9.4
119903,PERRIN-WHITT CISD,09,327,0,18.7,79.5,0.6,0.3,0,0.9,53.5,9.8
120901,EDNA ISD,03,1558,16.5,42.6,39.8,0.3,0.2,0.3,0.3,61.3,10.2
120902,GANADO ISD,03,746,1.7,52.8,44.1,0.1,0.3,0,0.9,52.8,8.6
120905,INDUSTRIAL ISD,03,1204,1.1,28.3,69.8,0.2,0.2,0,0.4,30.5,8
121902,BROOKELAND ISD,05,417,4.8,5.3,87.8,0,0,0,2.2,57.1,10.3
121903,BUNA ISD,05,1527,4,3.1,90,1.2,0.3,0,1.4,43.4,8.8
121904,JASPER ISD,05,2616,40.1,16.1,40.2,0.3,0.5,0.6,2.2,76.3,10.6
121905,KIRBYVILLE CISD,05,1427,10.7,7.4,77.8,0.4,0.4,0,3.4,58.2,8.5
121906,EVADALE ISD,05,472,0.2,1.9,95.1,0,0,0,2.8,34.5,7.8
122901,FT DAVIS ISD,18,239,0,57.7,41.4,0,0,0,0.8,45.2,8.8
122902,VALENTINE ISD,18,31,0,64.5,25.8,3.2,3.2,0,3.2,87.1,0
123803,TEKOA ACADEMY OF ACCELERATED STUDI,05,405,86.4,7.9,4.7,0,0,0,1,85.9,4.4
123805,EHRHART SCHOOL,05,274,42.7,42.3,10.6,0.4,0,0,4,88,4.4
123807,BOB HOPE SCHOOL,05,246,3.7,93.5,2.8,0,0,0,0,92.7,4.1
123905,NEDERLAND ISD,05,5019,7.3,20.1,63.8,0.5,6.5,0,1.7,44.3,10.3
123907,PORT ARTHUR ISD,05,8982,44.9,45.2,2.7,2,4.5,0.1,0.6,88,7.3
123908,PORT NECHES-GROVES ISD,05,4847,2.6,18.4,70.6,0.6,5.6,0,2.2,40.3,8.6
123910,BEAUMONT ISD,05,19832,60.6,21.2,12.9,0.2,2.9,0.1,2.2,73.7,7.9
123913,SABINE PASS ISD,05,381,20.2,33.1,40.4,1,2.4,0,2.9,58,2.9
123914,HAMSHIRE-FANNETT ISD,05,1729,4.1,15.4,77.6,0.9,1.3,0.1,0.6,35.3,6.7
124901,JIM HOGG COUNTY ISD,01,1097,0.5,96.3,2.8,0.3,0.2,0,0,79.7,7.4
125901,ALICE ISD,02,5406,0.4,94.1,4.8,0.1,0.4,0,0.2,76.6,8.6
125902,BEN BOLT-PALITO BLANCO ISD,02,604,0.2,88.9,9.6,1.2,0,0,0.2,74.8,9.8
125903,ORANGE GROVE ISD,02,1894,0,59.6,39.1,0.1,0.5,0.1,0.6,56,9.6
125905,PREMONT ISD,02,550,0.2,96.4,3.5,0,0,0,0,78.7,9.8
125906,LA GLORIA ISD,02,120,1.7,91.7,3.3,0,2.5,0,0.8,46.7,5
126901,ALVARADO ISD,11,3458,2.6,31.9,61.8,0.9,0.3,0,2.4,59.9,6.9
126902,BURLESON ISD,11,10711,5.1,18.6,72.3,0.7,0.7,0.2,2.4,33.8,8.6
126903,CLEBURNE ISD,11,6566,4,42.7,48.8,0.4,0.3,1.3,2.5,66,8.7
126904,GRANDVIEW ISD,11,1096,2.5,15.2,78.6,1.1,0.5,0.4,1.6,32.2,8.4
126905,JOSHUA ISD,11,4989,1.1,22.6,72.9,0.6,0.6,0,2.2,48.9,6.9
126906,KEENE ISD,11,895,3.2,36.5,38.7,0.4,0.7,17.5,2.9,80,7.9
126907,RIO VISTA ISD,11,775,0.1,16.4,80.3,0.6,0.1,0,2.5,47.6,11
126908,VENUS ISD,11,1928,2.6,49.9,43.7,1.2,1,0.1,1.3,70.4,6.3
126911,GODLEY ISD,11,1727,1.2,20.5,73.2,2.4,0.3,0.1,2.3,53.9,9.8
127901,ANSON ISD,14,722,1.4,50.7,45.2,0.1,0.8,0,1.8,66.6,9.8
127903,HAMLIN ISD,14,469,4.7,38.2,53.3,0,1.3,0,2.6,59.9,10.2
127904,HAWLEY ISD,14,701,0.4,15.7,82.7,0,0,0,1.1,50.8,9.1
127905,LUEDERS-AVOCA ISD,14,125,4,18.4,66.4,0.8,0,0,10.4,76.8,11.2
127906,STAMFORD ISD,14,680,9.6,48.1,38.2,0.3,0.6,0,3.2,71.9,9
128901,KARNES CITY ISD,03,1055,1.9,69.9,27.3,0.2,0.1,0.1,0.6,63.4,8.6
128902,KENEDY ISD,03,717,3.1,83.5,11.7,0.7,0.1,0,0.8,73.5,10.6
128903,RUNGE ISD,03,317,0.6,88,11,0,0.3,0,0,80.8,9.8
128904,FALLS CITY ISD,20,357,0.8,19,79.3,0,0.3,0,0.6,23.2,6.7
129901,CRANDALL ISD,10,3164,9.9,19,67.6,0.6,0.8,0,2.1,41.4,7.8
129902,FORNEY ISD,10,8633,10.6,23.4,61.4,0.6,1.5,0.1,2.5,26.8,7.8
129903,KAUFMAN ISD,10,3848,5.1,42,49.6,0.6,0.7,0,1.9,65.9,9.3
129904,KEMP ISD,10,1435,2.5,19.4,74.9,0.8,0.2,0,2.2,67.2,10.7
129905,MABANK ISD,10,3392,1.9,14.1,79.2,0.5,0.8,0,3.6,61.1,9.1
129906,TERRELL ISD,10,4191,23.9,43.8,28.4,0.5,1,0,2.4,70.2,9.1
129910,SCURRY-ROSSER ISD,10,975,3.4,12.4,81.9,0.6,0.1,0.1,1.4,46.2,10.1
130801,MEADOWLAND CHARTER SCHOOL,20,97,9.3,41.2,45.4,0,1,0,3.1,88.7,45.4
130901,BOERNE ISD,20,7205,0.4,28.1,68.2,0.4,0.9,0.1,1.7,19.2,7.2
130902,COMFORT ISD,13,1115,0.4,55.7,42.2,0.1,0.2,0,1.5,56.4,9.7
131001,KENEDY COUNTY WIDE CSD,02,82,1.2,89,7.3,0,0,0,2.4,70.7,3.7
132902,JAYTON-GIRARD ISD,17,136,1.5,24.3,74.3,0,0,0,0,39.7,11.8
133901,CENTER POINT ISD,20,579,1.4,53,43.7,0.2,0,0,1.7,71.8,7.6
133902,HUNT ISD,20,199,0,27.6,71.4,0,0,0.5,0.5,30.2,6.5
133903,KERRVILLE ISD,20,4991,1.9,45.8,48.8,0.3,1.2,0.2,1.8,57.5,6.6
133904,INGRAM ISD,20,1005,0.8,42.8,52.7,0.3,0.8,0.1,2.5,68.6,7.9
133905,DIVIDE ISD,20,13,0,53.8,46.2,0,0,0,0,0,0
134901,JUNCTION ISD,15,665,0.2,40.5,57.4,0,0.6,0,1.4,60.8,9.8
135001,GUTHRIE CSD,17,106,0,13.2,86.8,0,0,0,0,21.7,4.7
136901,BRACKETT ISD,20,640,0.8,68.1,30,0.2,0.2,0,0.8,56.9,9.5
137901,KINGSVILLE ISD,02,3423,3.9,85.9,9.1,0.2,0.9,0,0.1,75.4,10.3
137902,RICARDO ISD,02,700,0.1,80.9,18.4,0,0.4,0,0.1,56.1,3.1
137903,RIVIERA ISD,02,434,0.2,68.4,28.1,0.5,0.7,0.9,1.2,57.8,5.8
137904,SANTA GERTRUDIS ISD,02,588,1.4,76.9,19.4,0,1.4,0,1,37.2,3.2
138902,KNOX CITY-O'BRIEN CISD,09,303,7.6,48.8,41.6,0,0,0,2,64.4,15.2
138903,MUNDAY CISD,09,383,4.7,54.8,35.8,0,0,0,4.7,64,17.5
138904,BENJAMIN ISD,09,95,1.1,36.8,61.1,0,0,0,1.1,73.7,12.6
139905,CHISUM ISD,08,897,4.8,7.9,82.6,2.3,0,0,2.3,48.5,10
139908,ROXTON ISD,08,172,15.7,13.4,66.3,1.2,0.6,0,2.9,75,12.8
139909,PARIS ISD,08,3591,35.2,19.6,38.1,1.1,0.7,0,5.3,78.1,10.3
139911,NORTH LAMAR ISD,08,2883,5.1,7.5,82.1,2.4,0.8,0.2,2,48.2,12.8
139912,PRAIRILAND ISD,08,1133,1,6.2,89,0.9,0,0,3,55.3,9.7
140901,AMHERST ISD,17,150,4.7,84.7,10.7,0,0,0,0,85.3,12.7
140904,LITTLEFIELD ISD,17,1413,6.7,67.2,24.2,0.4,0,0,1.5,73.7,10.5
140905,OLTON ISD,17,635,0.6,78.1,20.9,0,0,0,0.3,73.9,10.1
140907,SPRINGLAKE-EARTH ISD,17,384,2.6,66.7,30.5,0,0,0,0.3,62.5,10.4
140908,SUDAN ISD,17,448,1.8,54.2,42,0,0,0,2,63.4,7.1
141901,LAMPASAS ISD,12,3380,2.6,24.2,68,0.6,1.1,0.6,3,51.4,9.7
141902,LOMETA ISD,12,313,1.6,49.5,45.7,0.6,1,0,1.6,76.4,9.6
142901,COTULLA ISD,20,1364,0.2,91.3,7.5,0.3,0.4,0,0.3,82.3,7.8
143901,HALLETTSVILLE ISD,03,1019,9.7,19.7,66.9,0.1,0.4,0,3.1,39.8,9.5
143902,MOULTON ISD,03,318,0.6,43.4,54.1,0.6,0,0,1.3,54.1,8.8
143903,SHINER ISD,03,583,8.9,13.9,74.4,0.2,0.5,0,2.1,33.3,11.1
143904,VYSEHRAD ISD,03,124,11.3,11.3,73.4,0,3.2,0,0.8,44.4,7.3
143905,SWEET HOME ISD,03,145,0.7,20.7,76.6,0,0,0,2.1,21.4,6.9
143906,EZZELL ISD,03,66,0,4.5,90.9,0,0,0,4.5,47,12.1
144901,GIDDINGS ISD,13,1917,9.7,54.8,33.2,0.3,0.3,0.1,1.8,68.3,8.3
144902,LEXINGTON ISD,13,944,8.7,11.9,75.6,0.3,0.1,0.1,3.3,42.7,11
144903,DIME BOX ISD,13,185,34.1,36.8,24.9,0.5,0.5,0,3.2,78.4,16.8
145901,BUFFALO ISD,06,988,6.3,38.3,50.3,0.4,1.2,0,3.5,65.4,6.9
145902,CENTERVILLE ISD,06,687,8.2,11.2,78.3,0.7,0.4,0,1.2,40,7.9
145906,NORMANGEE ISD,06,513,8.2,14,73.5,0.2,1,0.2,2.9,48,8
145907,OAKWOOD ISD,06,159,33.3,12.6,49.7,0,0,0,4.4,83,9.4
145911,LEON ISD,06,729,1.9,27.6,66.5,0.5,2.5,0,1,53.9,7
146901,CLEVELAND ISD,04,3818,11,44.6,41.5,0.5,0.9,0.1,1.4,77.1,7.9
146902,DAYTON ISD,04,5069,8.1,33.6,54.6,1.6,0.4,0.1,1.6,61.6,7.9
146903,DEVERS ISD,04,174,2.9,21.8,73.6,0,0.6,0.6,0.6,35.6,8.6
146904,HARDIN ISD,04,1297,3.6,11.2,82.1,0.5,0.1,0.1,2.4,51.1,6.4
146905,HULL-DAISETTA ISD,05,499,11.8,6.4,77.6,0.2,0.2,0,3.8,72.7,8
146906,LIBERTY ISD,04,2067,17.7,32.7,47,0.8,0.6,0,1.3,59.8,7.5
146907,TARKINGTON ISD,04,1880,0.7,8,89.1,0.5,0.1,0.1,1.4,47.7,7.3
147901,COOLIDGE ISD,12,325,24.3,47.4,25.2,0.3,0,0,2.8,83.1,16.9
147902,GROESBECK ISD,12,1855,14,19.6,61.3,1.8,0.9,0.2,2.2,61.2,11.4
147903,MEXIA ISD,12,1977,30,42.5,23.2,0,1.1,0,3.1,83.4,11
148901,BOOKER ISD,16,414,0,66.9,31.9,0.5,0,0,0.7,56.8,7.7
148902,FOLLETT ISD,16,179,0,23.5,73.2,0.6,1.1,0,1.7,52,7.3
148903,HIGGINS ISD,16,138,2.2,18.1,79,0,0,0,0.7,58,13.8
148905,DARROUZETT ISD,16,113,0,45.1,51.3,0.9,0,0.9,1.8,65.5,6.2
149901,GEORGE WEST ISD,02,1121,0.8,54.5,43.4,0.3,0.4,0,0.7,40.4,7.4
149902,THREE RIVERS ISD,02,636,0.5,54.4,44.3,0,0.5,0,0.3,50.8,9.1
150901,LLANO ISD,13,1823,0.4,21.5,74.1,0.7,0.7,0,2.7,59.2,10
152802,RISE ACADEMY,17,261,66.3,31,1.5,0,0,0,1.1,83.9,14.6
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,17,225,10.7,79.1,8.4,0.4,0,0,1.3,82.7,15.1
152805,HARMONY SCIENCE ACAD (LUBBOCK),17,806,13.2,61.7,23.4,0.1,0.1,0,1.5,68.1,9.4
152901,LUBBOCK ISD,17,29029,13.5,57.2,25.3,0.4,1.7,0.1,1.9,67.1,10.7
152902,NEW DEAL ISD,17,746,1.5,49.2,45.8,0.4,0,0,3.1,56,8.2
152903,SLATON ISD,17,1290,5,67.1,26.3,0.2,0.1,0,1.3,75.7,12.6
152906,LUBBOCK-COOPER ISD,17,4956,1.3,33.3,61.4,0.4,1.5,0,2,33.2,7.6
152907,FRENSHIP ISD,17,8363,3.7,37.8,53,0.3,2.9,0.1,2.1,37.1,7.4
152908,ROOSEVELT ISD,17,1051,4.5,54.2,38.8,0.6,0.5,0.2,1.2,75.4,9.9
152909,SHALLOWATER ISD,17,1585,0.9,31.3,66.1,0.4,0.1,0,1.3,40.8,7.6
152910,IDALOU ISD,17,982,0.7,43,55.9,0,0,0,0.4,39,7.9
153903,O'DONNELL ISD,17,298,0.3,71.1,27.9,0.3,0,0.3,0,80.2,6.4
153904,TAHOKA ISD,17,626,4,59.7,33.9,0.3,0.3,0.2,1.6,65.2,7.8
153905,NEW HOME ISD,17,301,0,31.9,66.8,0.3,0,0,1,34.2,6.6
153907,WILSON ISD,17,135,1.5,70.4,28.1,0,0,0,0,69.6,10.4
154901,MADISONVILLE CISD,06,2333,21,32.1,43.7,0.2,0.7,0,2.2,74.6,7
154903,NORTH ZULCH ISD,06,351,0.3,11.7,85.2,0.3,1.7,0,0.9,66.4,10.5
