DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total DAEP PLACEMENTS,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average
115901,FT HANCOCK ISD,19,476,0,97.9,1.9,0,0,0,0.2,93.1,7.1,0,1,1,1,1,1,1,1,1,1
115902,SIERRA BLANCA ISD,19,124,0,70.2,27.4,0.8,0.8,0,0.8,64.5,12.1,0,1,1,1,1,1,1,1,1,1
115903,DELL CITY ISD,19,71,2.8,57.7,38,0,0,0,1.4,87.3,15.5,0,1,1,1,1,1,1,1,1,1
116801,PHOENIX CHARTER SCHOOL,10,658,16.7,33.6,43.5,1.4,1.1,0,3.8,69.9,10.8,0,1,1,1,1,1,1,1,1,1
116901,CADDO MILLS ISD,10,1546,1.6,14.7,79.6,1,0.2,0,3,36.9,8.2,54,1.8067,1.3550,0,1.1338,0.9073,0,0,1,3.7037
116902,CELESTE ISD,10,451,2,10.9,84.5,0.4,0,0,2.2,46.8,12.9,2,1.0684,3.8760,0,4.5872,0.5917,0,1,1,0
116903,COMMERCE ISD,10,1503,17.8,21.7,53.2,0.7,2.2,0.6,3.9,66.8,10.2,12,2.1208,0.8170,4.2135,0.3840,0.1566,0,0,0,2.1368
116905,GREENVILLE ISD,10,4788,17.9,37.4,39.9,0.9,0.8,0.1,2.9,69,9.8,35,1.5735,3.4985,0.1596,0.9931,1.3605,3.1746,0,0,0.9852
116906,LONE OAK ISD,10,964,1.9,9.2,85.2,0.9,0.7,0,2.1,41.8,11.7,1,2.3923,8.5470,0,0,1.1737,0,0,1,0
116908,QUINLAN ISD,10,2587,0.7,21.2,75.3,0.6,0.6,0,1.5,69.1,10.9,68,1.1067,1.3492,0,0.4856,1.1913,0,0,1,0
116909,WOLFE CITY ISD,10,610,5.1,13,79.5,1.6,0.3,0,0.5,51.1,12.5,6,0.3262,1.3333,0,0,1.2579,0,0,1,0
116910,CAMPBELL ISD,10,356,1.7,16,80.6,0.6,0.6,0,0.6,64,8.7,1,1.5625,0,0,0,1.2407,0,0,1,0
116915,BLAND ISD,10,599,1.7,32.1,61.9,0.7,0,0.2,3.5,52.4,9.3,2,0.9542,5.3763,0,1.5576,0.8078,0,1,0,0
116916,BOLES ISD,10,520,2.3,11.7,81.3,0.6,1,0.2,2.9,50,10,2,1.0000,0,21.7391,0,0.6150,0,0,0,0
117901,BORGER ISD,16,2791,3.3,43,48.5,1.1,0.5,0.1,3.5,53.5,9.9,52,1.2221,1.9425,4.6620,0.9839,0.7930,1.7483,0,0,0.5495
117903,SANFORD-FRITCH ISD,16,836,0.4,9.9,84.6,1.1,0.1,0,3.9,41,12,0,1,1,1,1,1,1,1,1,1
117904,PLEMONS-STINNETT-PHILLIPS CISD,16,639,0.5,20.8,74.6,1.9,0.2,0,2,42.4,10.5,2,1.1792,0,0,2.4038,0.6702,0,0,1,0
117907,SPRING CREEK ISD,16,100,1,27,68,3,1,0,0,58,3,0,1,1,1,1,1,1,1,1,1
118902,IRION COUNTY ISD,15,322,2.5,30.1,65.8,0.6,0,0.3,0.6,35.7,7.1,5,0.5602,2.8169,0,0,1.5198,0,1,0,0
119901,BRYSON ISD,09,246,0,13.4,85.8,0,0,0,0.8,49.6,13.4,0,1,1,1,1,1,1,1,1,1
119902,JACKSBORO ISD,09,990,1.6,28.2,66.2,0.4,0.3,0,3.3,51.6,9.4,32,1.6957,4.9867,1.9531,0.1108,1.4162,0,0,1,0
119903,PERRIN-WHITT CISD,09,327,0,18.7,79.5,0.6,0.3,0,0.9,53.5,9.8,2,0.9346,5.1020,1,0,0.6289,83.3333,0,1,0
120901,EDNA ISD,03,1558,16.5,42.6,39.8,0.3,0.2,0.3,0.3,61.3,10.2,12,2.1751,4.9020,0.5051,0.1956,2.0938,0,0,0,0
120902,GANADO ISD,03,746,1.7,52.8,44.1,0.1,0.3,0,0.9,52.8,8.6,3,0.6313,0,19.6078,0.6313,0.7559,0,0,1,0
120905,INDUSTRIAL ISD,03,1204,1.1,28.3,69.8,0.2,0.2,0,0.4,30.5,8,17,3.2787,4.4118,5.3476,0.2079,1.2641,0,0,1,0
121902,BROOKELAND ISD,05,417,4.8,5.3,87.8,0,0,0,2.2,57.1,10.3,1,1.7513,0,0,0,1.1390,1,1,1,0
121903,BUNA ISD,05,1527,4,3.1,90,1.2,0.3,0,1.4,43.4,8.8,21,1.6458,2.7056,0,0,1.1111,0,0,1,0
121904,JASPER ISD,05,2616,40.1,16.1,40.2,0.3,0.5,0.6,2.2,76.3,10.6,132,1.1021,1.5723,1.4358,0.0471,1.0176,0,0,0,0.3444
121905,KIRBYVILLE CISD,05,1427,10.7,7.4,77.8,0.4,0.4,0,3.4,58.2,8.5,10,0.1718,1.1765,0.9346,0,1.0283,0,0,1,2.9412
121906,EVADALE ISD,05,472,0.2,1.9,95.1,0,0,0,2.8,34.5,7.8,1,2.8986,0,0,0,1.0515,1,1,1,0
122901,FT DAVIS ISD,18,239,0,57.7,41.4,0,0,0,0.8,45.2,8.8,1,2.2124,0,1,1.7331,0,1,1,1,0
122902,VALENTINE ISD,18,31,0,64.5,25.8,3.2,3.2,0,3.2,87.1,0,0,1,1,1,1,1,1,1,1,1
123803,TEKOA ACADEMY OF ACCELERATED STUDI,05,405,86.4,7.9,4.7,0,0,0,1,85.9,4.4,0,1,1,1,1,1,1,1,1,1
123805,EHRHART SCHOOL,05,274,42.7,42.3,10.6,0.4,0,0,4,88,4.4,0,1,1,1,1,1,1,1,1,1
123807,BOB HOPE SCHOOL,05,246,3.7,93.5,2.8,0,0,0,0,92.7,4.1,0,1,1,1,1,1,1,1,1,1
123905,NEDERLAND ISD,05,5019,7.3,20.1,63.8,0.5,6.5,0,1.7,44.3,10.3,82,1.8995,2.4864,4.0094,0.0607,1.0704,0,0.1876,1,0
123907,PORT ARTHUR ISD,05,8982,44.9,45.2,2.7,2,4.5,0.1,0.6,88,7.3,292,0.9418,1.5481,1.6856,0.5152,0.1268,0.1712,0.0761,0,0
123908,PORT NECHES-GROVES ISD,05,4847,2.6,18.4,70.6,0.6,5.6,0,2.2,40.3,8.6,51,1.8002,2.9640,0.7541,0.1066,1.3331,3.2680,0,1,0
123910,BEAUMONT ISD,05,19832,60.6,21.2,12.9,0.2,2.9,0.1,2.2,73.7,7.9,677,1.1745,1.4023,1.4503,0.3971,0.2519,0.7386,0.0509,0,0.0671
123913,SABINE PASS ISD,05,381,20.2,33.1,40.4,1,2.4,0,2.9,58,2.9,0,1,1,1,1,1,1,1,1,1
123914,HAMSHIRE-FANNETT ISD,05,1729,4.1,15.4,77.6,0.9,1.3,0.1,0.6,35.3,6.7,2,1.4164,7.4627,0,3.2468,0.6443,0,0,0,0
124901,JIM HOGG COUNTY ISD,01,1097,0.5,96.3,2.8,0.3,0.2,0,0,79.7,7.4,3,0.4182,40.5405,0,0.3461,11.9048,111.1111,0,1,1
125901,ALICE ISD,02,5406,0.4,94.1,4.8,0.1,0.4,0,0.2,76.6,8.6,94,1.0833,0.6185,2.6596,1.0401,0.2216,0,0,1,0
125902,BEN BOLT-PALITO BLANCO ISD,02,604,0.2,88.9,9.6,1.2,0,0,0.2,74.8,9.8,2,0.6684,5.1020,0,0.5624,0,41.6667,1,1,0
125903,ORANGE GROVE ISD,02,1894,0,59.6,39.1,0.1,0.5,0.1,0.6,56,9.6,50,0.0357,1.4583,1,1.6107,0.0512,20.0000,0,0,0
125905,PREMONT ISD,02,550,0.2,96.4,3.5,0,0,0,0,78.7,9.8,2,10.8005,5.1020,0,0.5187,14.2857,1,1,1,1
125906,LA GLORIA ISD,02,120,1.7,91.7,3.3,0,2.5,0,0.8,46.7,5,0,1,1,1,1,1,1,1,1,1
126901,ALVARADO ISD,11,3458,2.6,31.9,61.8,0.9,0.3,0,2.4,59.9,6.9,32,1.8781,4.0761,1.2019,0.0980,1.4159,3.4722,0,1,1.3021
126902,BURLESON ISD,11,10711,5.1,18.6,72.3,0.7,0.7,0.2,2.4,33.8,8.6,234,1.7195,2.4349,2.3462,0.9650,0.9575,0,0,2.1368,0.1781
126903,CLEBURNE ISD,11,6566,4,42.7,48.8,0.4,0.3,1.3,2.5,66,8.7,111,1.3104,1.8639,2.0270,1.1393,0.8492,0,0,0.6930,0.3604
126904,GRANDVIEW ISD,11,1096,2.5,15.2,78.6,1.1,0.5,0.4,1.6,32.2,8.4,2,1.5528,0,0,3.2895,0.6361,0,0,0,0
126905,JOSHUA ISD,11,4989,1.1,22.6,72.9,0.6,0.6,0,2.2,48.9,6.9,87,1.4338,2.4988,0,0.9663,1.0406,1.9157,0,1,0.5225
126906,KEENE ISD,11,895,3.2,36.5,38.7,0.4,0.7,17.5,2.9,80,7.9,33,0.0379,0,0.9470,1.2453,1.1745,0,0,0.1732,1.0449
126907,RIO VISTA ISD,11,775,0.1,16.4,80.3,0.6,0.1,0,2.5,47.6,11,2,12.6050,4.5455,0,3.0488,0.6227,0,0,1,0
126908,VENUS ISD,11,1928,2.6,49.9,43.7,1.2,1,0.1,1.3,70.4,6.3,48,1.3317,1.9841,0.8013,0.9185,1.0488,1.7361,2.0833,0,1.6026
126911,GODLEY ISD,11,1727,1.2,20.5,73.2,2.4,0.3,0.1,2.3,53.9,9.8,2,0.9276,5.1020,0,2.4390,0.6831,0,0,0,0
127901,ANSON ISD,14,722,1.4,50.7,45.2,0.1,0.8,0,1.8,66.6,9.8,3,0.5005,3.4014,23.8095,0.6575,0.7375,0,0,1,0
127903,HAMLIN ISD,14,469,4.7,38.2,53.3,0,1.3,0,2.6,59.9,10.2,8,1.6694,6.1275,2.6596,1.9634,0.2345,1,0,1,0
127904,HAWLEY ISD,14,701,0.4,15.7,82.7,0,0,0,1.1,50.8,9.1,3,0.6562,3.6630,0,2.1231,0.4031,1,1,1,30.3030
127905,LUEDERS-AVOCA ISD,14,125,4,18.4,66.4,0.8,0,0,10.4,76.8,11.2,2,0.6510,0,0,2.7174,0.7530,0,1,1,0
127906,STAMFORD ISD,14,680,9.6,48.1,38.2,0.3,0.6,0,3.2,71.9,9,20,0.0695,0.5556,2.6042,0.6237,1.1780,0,0,1,0
128901,KARNES CITY ISD,03,1055,1.9,69.9,27.3,0.2,0.1,0.1,0.6,63.4,8.6,27,1.2268,0.4307,0,1.1657,0.6783,0,0,0,0
128902,KENEDY ISD,03,717,3.1,83.5,11.7,0.7,0.1,0,0.8,73.5,10.6,3,0.4535,3.1447,10.7527,0.3992,2.8490,0,0,1,0
128903,RUNGE ISD,03,317,0.6,88,11,0,0.3,0,0,80.8,9.8,18,0.0688,0.5669,0,1.1364,0,1,0,1,1
128904,FALLS CITY ISD,20,357,0.8,19,79.3,0,0.3,0,0.6,23.2,6.7,0,1,1,1,1,1,1,1,1,1
129901,CRANDALL ISD,10,3164,9.9,19,67.6,0.6,0.8,0,2.1,41.4,7.8,46,1.6803,3.9019,3.5134,0.1144,0.9004,0,0,1,1.0352
129902,FORNEY ISD,10,8633,10.6,23.4,61.4,0.6,1.5,0.1,2.5,26.8,7.8,95,1.9639,2.8340,2.3833,0.6298,0.9258,1.7544,0,10.5263,0.4211
129903,KAUFMAN ISD,10,3848,5.1,42,49.6,0.6,0.7,0,1.9,65.9,9.3,86,1.1469,1.5004,2.7360,0.6921,1.1487,0,0,1,0
129904,KEMP ISD,10,1435,2.5,19.4,74.9,0.8,0.2,0,2.2,67.2,10.7,26,0.0572,0.3595,0,1.3878,0.9757,0,0,1,0
129905,MABANK ISD,10,3392,1.9,14.1,79.2,0.5,0.8,0,3.6,61.1,9.1,94,1.3233,3.2733,0,1.0563,0.9940,0,0,1,1.7730
129906,TERRELL ISD,10,4191,23.9,43.8,28.4,0.5,1,0,2.4,70.2,9.1,139,1.1068,2.1346,1.5954,0.6570,1.0893,1.4388,0.7194,1,0.2998
129910,SCURRY-ROSSER ISD,10,975,3.4,12.4,81.9,0.6,0.1,0.1,1.4,46.2,10.1,6,0.3608,1.6502,0,0,1.2210,0,0,0,0
130801,MEADOWLAND CHARTER SCHOOL,20,97,9.3,41.2,45.4,0,1,0,3.1,88.7,45.4,0,1,1,1,1,1,1,1,1,1
130901,BOERNE ISD,20,7205,0.4,28.1,68.2,0.4,0.9,0.1,1.7,19.2,7.2,79,3.0986,2.8129,3.1646,1.2613,0.8167,3.1646,0,0,3.7230
130902,COMFORT ISD,13,1115,0.4,55.7,42.2,0.1,0.2,0,1.5,56.4,9.7,1,1.7730,10.3093,0,1.7953,0,0,0,1,0
131001,KENEDY COUNTY WIDE CSD,02,82,1.2,89,7.3,0,0,0,2.4,70.7,3.7,0,1,1,1,1,1,1,1,1,1
132902,JAYTON-GIRARD ISD,17,136,1.5,24.3,74.3,0,0,0,0,39.7,11.8,1,0,0,0,0,1.3459,1,1,1,1
133901,CENTER POINT ISD,20,579,1.4,53,43.7,0.2,0,0,1.7,71.8,7.6,9,0.1548,1.4620,0,0.2096,1.5256,55.5556,1,1,6.5359
133902,HUNT ISD,20,199,0,27.6,71.4,0,0,0.5,0.5,30.2,6.5,0,1,1,1,1,1,1,1,1,1
133903,KERRVILLE ISD,20,4991,1.9,45.8,48.8,0.3,1.2,0.2,1.8,57.5,6.6,83,1.1734,2.5557,0.6341,1.1312,0.9135,4.0161,0,0,0.6693
133904,INGRAM ISD,20,1005,0.8,42.8,52.7,0.3,0.8,0.1,2.5,68.6,7.9,39,1.5325,4.5440,3.2051,0.0599,1.8002,0,0,0,0
133905,DIVIDE ISD,20,13,0,53.8,46.2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
134901,JUNCTION ISD,15,665,0.2,40.5,57.4,0,0.6,0,1.4,60.8,9.8,2,0.8224,5.1020,0,1.2346,0.8711,1,0,1,0
135001,GUTHRIE CSD,17,106,0,13.2,86.8,0,0,0,0,21.7,4.7,0,1,1,1,1,1,1,1,1,1
136901,BRACKETT ISD,20,640,0.8,68.1,30,0.2,0.2,0,0.8,56.9,9.5,6,1.7575,1.7544,0,1.4684,0,0,0,1,0
137901,KINGSVILLE ISD,02,3423,3.9,85.9,9.1,0.2,0.9,0,0.1,75.4,10.3,2,19.8939,4.8544,0,0.5821,5.4945,0,0,1,0
137902,RICARDO ISD,02,700,0.1,80.9,18.4,0,0.4,0,0.1,56.1,3.1,2,0.8913,0,0,0.6180,2.7174,1,0,1,0
137903,RIVIERA ISD,02,434,0.2,68.4,28.1,0.5,0.7,0.9,1.2,57.8,5.8,1,1.7301,17.2414,0,1.4620,0,0,0,0,0
137904,SANTA GERTRUDIS ISD,02,588,1.4,76.9,19.4,0,1.4,0,1,37.2,3.2,0,1,1,1,1,1,1,1,1,1
138902,KNOX CITY-O'BRIEN CISD,09,303,7.6,48.8,41.6,0,0,0,2,64.4,15.2,3,0.5176,2.1930,4.3860,0.6831,0.8013,1,1,1,0
138903,MUNDAY CISD,09,383,4.7,54.8,35.8,0,0,0,4.7,64,17.5,0,1,1,1,1,1,1,1,1,1
138904,BENJAMIN ISD,09,95,1.1,36.8,61.1,0,0,0,1.1,73.7,12.6,0,1,1,1,1,1,1,1,1,1
139905,CHISUM ISD,08,897,4.8,7.9,82.6,2.3,0,0,2.3,48.5,10,7,0.2946,1.4286,0,0,1.2107,0,1,1,0
139908,ROXTON ISD,08,172,15.7,13.4,66.3,1.2,0.6,0,2.9,75,12.8,3,0.4444,2.6042,2.1231,2.4876,0.5028,0,0,1,0
139909,PARIS ISD,08,3591,35.2,19.6,38.1,1.1,0.7,0,5.3,78.1,10.3,149,1.2288,1.2380,1.5825,0.4794,0.7575,0,0,1,1.1397
139911,NORTH LAMAR ISD,08,2883,5.1,7.5,82.1,2.4,0.8,0.2,2,48.2,12.8,67,1.3315,1.2826,2.3412,0.1990,1.0181,0,1.8657,0,0.7463
139912,PRAIRILAND ISD,08,1133,1,6.2,89,0.9,0,0,3,55.3,9.7,3,11.4527,27.4914,0,0,0.3745,37.0370,1,1,11.1111
140901,AMHERST ISD,17,150,4.7,84.7,10.7,0,0,0,0,85.3,12.7,1,1.1723,7.8740,0,1.1806,0,1,1,1,1
140904,LITTLEFIELD ISD,17,1413,6.7,67.2,24.2,0.4,0,0,1.5,73.7,10.5,3,9.4980,3.1746,4.9751,0.4960,1.3774,0,1,1,0
140905,OLTON ISD,17,635,0.6,78.1,20.9,0,0,0,0.3,73.9,10.1,8,0.1691,0,0,1.2804,0,1,1,1,0
140907,SPRINGLAKE-EARTH ISD,17,384,2.6,66.7,30.5,0,0,0,0.3,62.5,10.4,0,1,1,1,1,1,1,1,1,1
140908,SUDAN ISD,17,448,1.8,54.2,42,0,0,0,2,63.4,7.1,0,1,1,1,1,1,1,1,1,1
141901,LAMPASAS ISD,12,3380,2.6,24.2,68,0.6,1.1,0.6,3,51.4,9.7,93,1.4435,2.3279,0.4136,0.9775,1.0753,0,0,1.7921,0.3584
141902,LOMETA ISD,12,313,1.6,49.5,45.7,0.6,1,0,1.6,76.4,9.6,1,0,0,0,0,2.1882,0,0,1,0
142901,COTULLA ISD,20,1364,0.2,91.3,7.5,0.3,0.4,0,0.3,82.3,7.8,2,27.3390,32.0513,0,0.5476,6.6667,0,0,1,0
143901,HALLETTSVILLE ISD,03,1019,9.7,19.7,66.9,0.1,0.4,0,3.1,39.8,9.5,13,1.9327,0,0.7930,0.3905,1.2648,0,0,1,0
143902,MOULTON ISD,03,318,0.6,43.4,54.1,0.6,0,0,1.3,54.1,8.8,0,1,1,1,1,1,1,1,1,1
143903,SHINER ISD,03,583,8.9,13.9,74.4,0.2,0.5,0,2.1,33.3,11.1,1,0,9.0090,0,0,1.3441,0,0,1,0
143904,VYSEHRAD ISD,03,124,11.3,11.3,73.4,0,3.2,0,0.8,44.4,7.3,0,1,1,1,1,1,1,1,1,1
143905,SWEET HOME ISD,03,145,0.7,20.7,76.6,0,0,0,2.1,21.4,6.9,0,1,1,1,1,1,1,1,1,1
143906,EZZELL ISD,03,66,0,4.5,90.9,0,0,0,4.5,47,12.1,0,1,1,1,1,1,1,1,1,1
144901,GIDDINGS ISD,13,1917,9.7,54.8,33.2,0.3,0.3,0.1,1.8,68.3,8.3,18,1.6268,0.6693,0.5727,1.6221,0.1673,0,0,0,0
144902,LEXINGTON ISD,13,944,8.7,11.9,75.6,0.3,0.1,0.1,3.3,42.7,11,3,0.7806,3.0303,3.8314,0,0.4409,0,0,0,10.1010
144903,DIME BOX ISD,13,185,34.1,36.8,24.9,0.5,0.5,0,3.2,78.4,16.8,4,1.5944,1.4881,0.7331,0.6793,1.0040,0,0,1,7.8125
145901,BUFFALO ISD,06,988,6.3,38.3,50.3,0.4,1.2,0,3.5,65.4,6.9,1,1.5291,0,0,0,1.9881,0,0,1,0
145902,CENTERVILLE ISD,06,687,8.2,11.2,78.3,0.7,0.4,0,1.2,40,7.9,2,1.2500,0,0,4.4643,0.6386,0,0,1,0
145906,NORMANGEE ISD,06,513,8.2,14,73.5,0.2,1,0.2,2.9,48,8,2,5.2083,6.2500,6.0976,0,0.6803,0,0,0,0
145907,OAKWOOD ISD,06,159,33.3,12.6,49.7,0,0,0,4.4,83,9.4,1,1.2048,10.6383,0,0,0,1,1,1,22.7273
145911,LEON ISD,06,729,1.9,27.6,66.5,0.5,2.5,0,1,53.9,7,1,1.8553,0,0,0,1.5038,0,0,1,0
146901,CLEVELAND ISD,04,3818,11,44.6,41.5,0.5,0.9,0.1,1.4,77.1,7.9,112,0.9959,2.5995,1.7045,0.7407,1.0972,1.7857,0,8.9286,0.6378
146902,DAYTON ISD,04,5069,8.1,33.6,54.6,1.6,0.4,0.1,1.6,61.6,7.9,121,1.0867,1.5692,2.3467,0.6395,1.0595,0.5165,0,0,0.5165
146903,DEVERS ISD,04,174,2.9,21.8,73.6,0,0.6,0.6,0.6,35.6,8.6,0,1,1,1,1,1,1,1,1,1
146904,HARDIN ISD,04,1297,3.6,11.2,82.1,0.5,0.1,0.1,2.4,51.1,6.4,2,7.8278,7.8125,0,0,0.6090,100.0000,0,0,0
146905,HULL-DAISETTA ISD,05,499,11.8,6.4,77.6,0.2,0.2,0,3.8,72.7,8,3,0.4585,4.1667,2.8249,0,0.4296,0,0,1,8.7719
146906,LIBERTY ISD,04,2067,17.7,32.7,47,0.8,0.6,0,1.3,59.8,7.5,35,1.7200,0.3810,2.7441,0.0874,0.9726,0,0,1,2.1978
146907,TARKINGTON ISD,04,1880,0.7,8,89.1,0.5,0.1,0.1,1.4,47.7,7.3,92,1.3900,1.3401,0,0.1359,1.0979,0,0,0,0.7764
147901,COOLIDGE ISD,12,325,24.3,47.4,25.2,0.3,0,0,2.8,83.1,16.9,1,1.2034,5.9172,4.1152,0,0,0,1,1,0
147902,GROESBECK ISD,12,1855,14,19.6,61.3,1.8,0.9,0.2,2.2,61.2,11.4,16,0.1021,3.8377,0.4464,0.3189,1.3254,0,0,0,2.8409
147903,MEXIA ISD,12,1977,30,42.5,23.2,0,1.1,0,3.1,83.4,11,70,0.9935,1.4286,1.5238,0.8403,0.4310,1,0,1,2.7650
148901,BOOKER ISD,16,414,0,66.9,31.9,0.5,0,0,0.7,56.8,7.7,1,1.7606,0,1,0,3.1348,0,1,1,0
148902,FOLLETT ISD,16,179,0,23.5,73.2,0.6,1.1,0,1.7,52,7.3,0,1,1,1,1,1,1,1,1,1
148903,HIGGINS ISD,16,138,2.2,18.1,79,0,0,0,0.7,58,13.8,0,1,1,1,1,1,1,1,1,1
148905,DARROUZETT ISD,16,113,0,45.1,51.3,0.9,0,0.9,1.8,65.5,6.2,0,1,1,1,1,1,1,1,1,1
149901,GEORGE WEST ISD,02,1121,0.8,54.5,43.4,0.3,0.4,0,0.7,40.4,7.4,16,1.7017,5.0676,7.8125,1.6055,0.1440,0,0,1,0
149902,THREE RIVERS ISD,02,636,0.5,54.4,44.3,0,0.5,0,0.3,50.8,9.1,2,0.9843,5.4945,0,0.9191,1.1287,1,0,1,0
150901,LLANO ISD,13,1823,0.4,21.5,74.1,0.7,0.7,0,2.7,59.2,10,45,1.8018,2.4444,0,0.1034,1.2596,3.1746,0,1,0.8230
152802,RISE ACADEMY,17,261,66.3,31,1.5,0,0,0,1.1,83.9,14.6,0,1,1,1,1,1,1,1,1,1
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,17,225,10.7,79.1,8.4,0.4,0,0,1.3,82.7,15.1,0,1,1,1,1,1,1,1,1,1
152805,HARMONY SCIENCE ACAD (LUBBOCK),17,806,13.2,61.7,23.4,0.1,0.1,0,1.5,68.1,9.4,0,1,1,1,1,1,1,1,1,1
152901,LUBBOCK ISD,17,29029,13.5,57.2,25.3,0.4,1.7,0.1,1.9,67.1,10.7,898,1.3177,2.2376,2.2437,0.9987,0.4886,0.2784,0,0,0.0586
152902,NEW DEAL ISD,17,746,1.5,49.2,45.8,0.4,0,0,3.1,56,8.2,2,0.8929,6.0976,0,1.0163,0,0,1,1,16.1290
152903,SLATON ISD,17,1290,5,67.1,26.3,0.2,0.1,0,1.3,75.7,12.6,26,1.3210,1.8315,0.7692,1.3757,0.1462,0,0,1,0
152906,LUBBOCK-COOPER ISD,17,4956,1.3,33.3,61.4,0.4,1.5,0,2,33.2,7.6,47,1.6662,2.7996,0,1.2779,0.9356,0,0,1,0
152907,FRENSHIP ISD,17,8363,3.7,37.8,53,0.3,2.9,0.1,2.1,37.1,7.4,164,2.1366,1.9776,0.1648,1.6131,0.7018,0,0.2103,0,0.2904
152908,ROOSEVELT ISD,17,1051,4.5,54.2,38.8,0.6,0.5,0.2,1.2,75.4,9.9,29,0.0457,1.7416,0,1.7178,0.0889,0,0,0,2.8736
152909,SHALLOWATER ISD,17,1585,0.9,31.3,66.1,0.4,0.1,0,1.3,40.8,7.6,19,0.1290,0.6925,0,1.1771,0.9555,0,0,1,0
152910,IDALOU ISD,17,982,0.7,43,55.9,0,0,0,0.4,39,7.9,11,0.2331,1.1507,0,1.2685,0.8131,1,1,1,0
153903,O'DONNELL ISD,17,298,0.3,71.1,27.9,0.3,0,0.3,0,80.2,6.4,3,0.4156,5.2083,0,0.4688,1.1947,0,1,111.1111,1
153904,TAHOKA ISD,17,626,4,59.7,33.9,0.3,0.3,0.2,1.6,65.2,7.8,4,0.3834,0,6.2500,0.4188,0.7375,0,83.3333,0,0
153905,NEW HOME ISD,17,301,0,31.9,66.8,0.3,0,0,1,34.2,6.6,0,1,1,1,1,1,1,1,1,1
153907,WILSON ISD,17,135,1.5,70.4,28.1,0,0,0,0,69.6,10.4,0,1,1,1,1,1,1,1,1,1
154901,MADISONVILLE CISD,06,2333,21,32.1,43.7,0.2,0.7,0,2.2,74.6,7,58,1.0863,2.2167,2.2989,0.7520,0.6313,0,0,1,0
154903,NORTH ZULCH ISD,06,351,0.3,11.7,85.2,0.3,1.7,0,0.9,66.4,10.5,1,0,0,0,0,1.1737,0,0,1,0
155901,JEFFERSON ISD,08,1215,37.4,5.6,52.9,1.1,0.8,0,2.1,75.2,9.5,51,0.0261,2.2704,1.2583,0.3501,0.9266,1.7825,0,1,0
156902,STANTON ISD,18,869,0.6,64.9,32,0.6,0.1,0,1.8,52.6,8.1,2,0.9506,0,0,0.7704,1.5625,0,0,1,0
156905,GRADY ISD,18,242,0.4,41.3,57,0,0.8,0,0.4,27.7,5.8,1,3.6101,0,0,2.4213,0,1,0,1,0
157901,MASON ISD,15,705,0.4,36.5,62.8,0,0.3,0,0,53.9,8.9,2,4.6382,0,0,1.3699,0.7962,1,0,1,1
158901,BAY CITY ISD,03,3601,16.2,59.5,21.8,0.3,0.7,0,1.4,72,8.4,227,1.1258,1.6258,1.6588,0.9773,0.6466,1.4684,0,1,0.3147
158902,TIDEHAVEN ISD,03,800,3.3,50.5,44.8,0.1,0,0,1.4,66.3,6.3,12,1.0055,1.3228,2.5253,1.4851,0.1860,83.3333,1,1,0
158904,MATAGORDA ISD,03,203,0,44.3,51.2,0,0,0,4.4,76.8,6.4,1,1.3021,0,1,2.2573,0,1,1,1,0
158905,PALACIOS ISD,03,1489,2.6,65.7,21,0.2,9.3,0.1,1.3,65.5,9.1,36,1.1874,2.1368,1.0684,1.0993,1.0582,13.8889,0,0,0
158906,VAN VLECK ISD,03,923,12.4,28.8,54,0,0.2,0,4.7,53.7,9.1,19,1.6662,0.5784,0.4244,0.1827,1.5595,1,0,1,1.1198
159901,EAGLE PASS ISD,20,15033,0.1,97.5,0.7,1.5,0.2,0,0.1,77.3,7.1,254,0.9219,1.9408,0,0.9731,3.9370,1.5748,0,1,0
160901,BRADY ISD,15,1249,2.6,49.2,46.5,0.2,0.4,0,1.1,66.6,13,13,0.1155,0.5917,2.9586,0.1563,1.6543,0,0,1,6.9930
160904,ROCHELLE ISD,15,203,1,18.7,79.3,0,0,0.5,0.5,60.1,12.8,1,1.6639,7.8125,0,5.3476,0,1,1,0,0
160905,LOHN ISD,15,103,0,46.6,49.5,1.9,0,0,1.9,76.7,15.5,2,0.6519,0,1,1.0730,1.0101,0,1,1,0
161801,WACO CHARTER SCHOOL,12,216,22.2,76.4,1.4,0,0,0,0,98.6,7.4,0,1,1,1,1,1,1,1,1,1
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,723,42.9,25.6,28.6,0.6,0.7,0,1.7,62.9,4.8,0,1,1,1,1,1,1,1,1,1
